col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,District Council 7th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Angel L Cruz,Maria Quiñones Sánchez,Joshua Roberts,Jennifer Schultz,Carmella Jacquinto,Wendi Barish,Anthony Kyriakakis,James F Berardinelli,Craig Levin,Henry Mcgregor Sias,Jon Marshall,Tiffany Palmer,Beth Grossman,James C Crumlish,Nicola Serianni,Leon Goodman,Kendra Mccrae,Terri M Booker,Vicki Markovitz,Cateria R Mccabe,Sherman Toppin,Chris Hall,Kay Yu,Laurie Dow,Janine D Momasso,Robert Trimble,Gregory Weyer,All
Angel L Cruz,133,0,351,223,165,193,166,154,107,140,99,58,57,49,53,51,50,50,35,52,30,36,31,40,38,28,8,All
Maria Quiñones Sánchez,,102,191,230,122,90,90,63,119,53,96,112,106,92,84,78,82,76,77,56,63,55,63,45,42,26,15,All
Joshua Roberts,,,15,138,213,219,198,185,109,185,103,40,41,72,57,50,35,45,30,36,39,16,23,24,21,17,5,All
Jennifer Schultz,,,,8,57,75,34,35,132,29,115,69,79,57,93,49,63,40,55,44,27,31,36,43,30,28,5,All
Carmella Jacquinto,,,,,0,169,176,163,18,169,15,44,45,38,39,33,45,38,37,31,30,15,34,21,28,11,10,All
Wendi Barish,,,,,,0,170,166,27,150,26,44,54,40,24,28,30,35,26,23,15,16,28,26,17,14,2,All
Anthony Kyriakakis,,,,,,,0,177,20,182,13,43,28,47,15,17,18,15,12,25,22,31,17,6,10,10,4,All
James F Berardinelli,,,,,,,,1,13,156,12,16,30,13,25,9,13,16,17,20,16,9,9,10,16,7,3,All
Craig Levin,,,,,,,,,3,5,89,27,27,44,49,30,24,18,31,12,21,12,13,12,11,15,2,All
Henry Mcgregor Sias,,,,,,,,,,0,7,19,20,17,21,7,9,9,6,18,17,4,12,3,2,4,3,All
Jon Marshall,,,,,,,,,,,3,18,17,32,36,25,18,16,16,14,14,12,8,8,9,7,4,All
Tiffany Palmer,,,,,,,,,,,,2,49,44,36,44,60,50,40,32,21,40,37,27,15,9,6,All
Beth Grossman,,,,,,,,,,,,,1,26,39,26,48,29,41,28,18,20,23,35,25,12,6,All
James C Crumlish,,,,,,,,,,,,,,0,42,30,19,24,20,12,17,38,17,9,7,21,4,All
Nicola Serianni,,,,,,,,,,,,,,,0,23,24,16,38,21,18,17,13,20,22,18,6,All
Leon Goodman,,,,,,,,,,,,,,,,1,40,44,18,22,33,25,14,10,17,9,10,All
Kendra Mccrae,,,,,,,,,,,,,,,,,0,43,14,28,22,17,22,25,23,11,9,All
Terri M Booker,,,,,,,,,,,,,,,,,,1,22,18,25,22,19,21,12,13,6,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,1,22,16,20,22,15,19,6,5,All
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,,0,22,11,12,17,23,8,3,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,1,13,12,11,13,9,3,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,,1,17,10,4,19,5,All
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,0,13,9,11,3,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,,1,17,6,1,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,782,656,608,483,328,320,290,250,238,225,203,180,173,161,152,139,138,138,117,115,101,98,98,90,84,59,25,All
,District Council 7th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Maria Quiñones Sánchez,Angel L Cruz,Joshua Roberts,Jennifer Schultz,Kendra Mccrae,Craig Levin,James C Crumlish,Vicki Markovitz,Tiffany Palmer,Carmella Jacquinto,Leon Goodman,Jon Marshall,Terri M Booker,Anthony Kyriakakis,Cateria R Mccabe,Nicola Serianni,Beth Grossman,Janine D Momasso,Sherman Toppin,Laurie Dow,Henry Mcgregor Sias,James F Berardinelli,Robert Trimble,Chris Hall,Kay Yu,Wendi Barish,Gregory Weyer,1
Maria Quiñones Sánchez,13,0,8,9,6,6,5,7,6,7,4,4,5,2,2,5,3,2,3,1,2,2,0,2,2,1,0,1
Angel L Cruz,,5,12,9,5,3,5,2,3,0,3,3,0,4,3,0,2,3,2,3,1,0,3,0,0,1,1,1
Joshua Roberts,,,3,5,5,2,7,2,3,1,3,2,0,2,1,1,1,1,1,2,2,0,2,0,0,0,0,1
Jennifer Schultz,,,,0,3,6,4,5,3,1,1,2,0,1,1,4,3,1,1,1,1,1,3,1,1,1,0,1
Kendra Mccrae,,,,,0,2,2,2,5,4,6,1,4,1,3,0,1,2,2,3,2,1,2,0,1,2,1,1
Craig Levin,,,,,,0,4,3,1,0,0,1,1,0,1,1,2,1,2,0,0,0,2,2,0,1,0,1
James C Crumlish,,,,,,,0,2,1,1,0,1,1,2,0,1,2,0,2,1,1,0,2,1,0,0,0,1
Vicki Markovitz,,,,,,,,0,4,4,0,2,2,1,0,5,2,2,1,3,0,1,0,2,1,0,0,1
