col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Allan Domb,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Willie Floyd Singletary,Ogbonna Paul Hagins,Sandra Dungee Glenn,Fareed Abdullah,Erika Almirón,Asa Khalif,Latrice Y Bryant,Eryn Santamoor,Billy Thompson,Justin Diberardinis,Beth Finn,Mark Ross,Fernando Treviño,Ethelind Baylor,Bobbie Curry,Wayne Allen,Hena Veit,Joseph A Diorio,Edwin Santana,Wayne Edmund Dorsey,Vinny Black,Devon Cade,Sherrie Cohen,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,All
Helen Gym,40,336,342,338,246,216,180,159,154,83,61,99,57,50,62,51,77,44,25,36,54,20,21,24,21,12,16,9,11,0,341,303,206,26,All
Allan Domb,,21,372,389,278,45,30,43,17,76,68,23,37,26,44,32,26,22,33,16,9,21,23,7,18,12,14,10,14,0,372,130,58,16,All
Isaiah Thomas,,,7,387,305,50,29,43,14,82,73,67,61,41,36,36,48,18,25,15,51,14,19,12,10,14,16,5,10,0,352,146,83,17,All
Derek S Green,,,,10,303,35,30,39,15,103,70,32,35,31,28,31,43,13,23,8,32,13,22,8,7,8,12,6,6,0,337,138,64,14,All
Katherine Gilmore Richardson,,,,,6,29,27,20,14,82,34,32,26,33,36,21,22,31,5,12,8,14,13,14,2,8,10,12,10,0,258,81,49,12,All
Adrián Rivera-reyes,,,,,,8,172,159,131,15,22,44,30,21,21,19,25,31,7,28,13,7,4,14,8,10,3,7,5,0,68,240,116,10,All
Deja Lynn Alvarez,,,,,,,11,156,128,18,20,35,23,29,18,14,13,22,16,26,6,12,3,14,15,8,10,5,6,0,62,157,122,9,All
Willie Floyd Singletary,,,,,,,,11,118,15,23,11,16,18,11,18,5,9,15,14,2,8,7,4,16,5,6,9,4,0,87,134,116,10,All
