col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,District Council 7th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Angel L Cruz,Maria Quiñones Sánchez,Jennifer Schultz,Joshua Roberts,Craig Levin,Jon Marshall,Carmella Jacquinto,James C Crumlish,Wendi Barish,Nicola Serianni,Anthony Kyriakakis,Tiffany Palmer,Cateria R Mccabe,Henry Mcgregor Sias,Sherman Toppin,Leon Goodman,Beth Grossman,Kendra Mccrae,Vicki Markovitz,Kay Yu,Laurie Dow,Janine D Momasso,Terri M Booker,Chris Hall,Robert Trimble,James F Berardinelli,Gregory Weyer,All
Angel L Cruz,607,0,141,154,69,63,58,46,36,36,44,23,40,31,40,31,26,18,20,11,18,18,13,13,13,14,5,All
Maria Quiñones Sánchez,,385,138,107,69,59,47,42,41,39,25,46,26,28,21,26,27,25,17,21,16,16,22,15,13,9,4,All
Jennifer Schultz,,,4,84,83,72,28,36,30,55,10,39,21,20,12,22,23,18,20,12,12,12,10,7,7,6,3,All
Joshua Roberts,,,,10,59,66,35,53,26,32,40,17,29,36,36,18,13,6,5,3,8,6,8,11,4,6,1,All
Craig Levin,,,,,0,60,10,12,10,15,2,11,7,3,11,10,6,6,8,7,4,8,8,6,6,2,1,All
Jon Marshall,,,,,,0,5,12,13,15,5,7,8,0,6,11,11,5,2,1,3,2,7,7,3,3,2,All
Carmella Jacquinto,,,,,,,4,11,18,17,36,23,35,28,32,13,16,16,15,8,12,13,6,5,7,2,1,All
James C Crumlish,,,,,,,,0,23,31,28,18,1,24,7,18,9,4,8,5,5,3,5,3,9,3,0,All
Wendi Barish,,,,,,,,,1,17,14,23,9,15,7,13,17,19,11,12,8,12,10,6,9,5,3,All
Nicola Serianni,,,,,,,,,,1,5,24,11,12,8,16,12,6,9,3,8,7,5,7,7,6,2,All
Anthony Kyriakakis,,,,,,,,,,,0,12,31,36,24,4,6,9,2,10,3,4,3,3,1,0,1,All
Tiffany Palmer,,,,,,,,,,,,0,14,22,5,9,19,15,12,19,10,10,10,10,5,2,0,All
Cateria R Mccabe,,,,,,,,,,,,,0,28,34,8,8,9,7,4,6,8,6,4,6,5,1,All
Henry Mcgregor Sias,,,,,,,,,,,,,,0,27,4,4,5,3,10,3,0,1,1,6,7,4,All
Sherman Toppin,,,,,,,,,,,,,,,0,8,2,6,7,2,6,9,6,7,5,9,2,All
Leon Goodman,,,,,,,,,,,,,,,,0,16,13,8,7,6,6,6,11,8,7,1,All
Beth Grossman,,,,,,,,,,,,,,,,,0,10,11,7,7,7,7,4,5,5,2,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,1,3,8,5,11,7,5,6,2,1,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,1,6,4,9,4,4,3,7,1,All
Kay Yu,,,,,,,,,,,,,,,,,,,,0,7,4,4,6,1,1,0,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,1,10,9,6,4,6,3,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,0,5,3,2,4,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,0,10,6,3,3,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,3,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,960,696,290,280,143,124,110,90,80,76,75,75,69,65,63,57,54,45,39,36,36,35,35,30,27,23,9,All
,District Council 7th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Angel L Cruz,Maria Quiñones Sánchez,Jennifer Schultz,Joshua Roberts,Carmella Jacquinto,Anthony Kyriakakis,Craig Levin,Jon Marshall,Cateria R Mccabe,Nicola Serianni,Sherman Toppin,Tiffany Palmer,Vicki Markovitz,Beth Grossman,Henry Mcgregor Sias,Janine D Momasso,Kay Yu,Kendra Mccrae,Chris Hall,James C Crumlish,James F Berardinelli,Laurie Dow,Leon Goodman,Robert Trimble,Terri M Booker,Gregory Weyer,Wendi Barish,1
Angel L Cruz,30,0,5,7,5,3,3,4,2,0,2,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1
Maria Quiñones Sánchez,,26,8,5,3,2,1,0,1,3,1,3,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,1
Jennifer Schultz,,,0,3,1,1,3,3,0,2,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
Joshua Roberts,,,,0,3,1,1,2,2,2,2,2,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1
Carmella Jacquinto,,,,,1,4,0,0,3,2,3,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
Anthony Kyriakakis,,,,,,0,1,0,2,1,2,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1
Craig Levin,,,,,,,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
Jon Marshall,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
Cateria R Mccabe,,,,,,,,,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Nicola Serianni,,,,,,,,,,0,1,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
Sherman Toppin,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Tiffany Palmer,,,,,,,,,,,,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1
Vicki Markovitz,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Beth Grossman,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Janine D Momasso,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0,0,1
Kay Yu,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
Kendra Mccrae,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,1,1,0,0,1
Chris Hall,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,1
James C Crumlish,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
