col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Eryn Santamoor,Isaiah Thomas,Justin Diberardinis,Adrián Rivera-reyes,Deja Lynn Alvarez,Beth Finn,Erika Almirón,Willie Floyd Singletary,Joseph A Diorio,Fernando Treviño,Ogbonna Paul Hagins,Sandra Dungee Glenn,Billy Thompson,Hena Veit,Mark Ross,Vinny Black,Ethelind Baylor,Bobbie Curry,Latrice Y Bryant,Asa Khalif,Fareed Abdullah,Wayne Allen,Edwin Santana,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Helen Gym,64,753,566,485,374,445,330,235,186,175,190,137,94,115,121,109,71,86,47,36,77,37,42,40,41,24,23,28,23,0,484,401,309,148,All
Allan Domb,,72,447,502,365,359,289,93,55,133,85,44,125,67,21,84,91,49,65,51,26,46,15,30,32,33,35,33,35,0,278,425,179,224,All
Katherine Gilmore Richardson,,,4,389,211,343,133,48,33,99,105,17,51,66,10,85,32,40,25,20,32,30,28,19,13,13,12,9,9,0,167,278,139,90,All
Derek S Green,,,,3,148,370,175,42,24,44,35,24,34,18,11,15,30,9,16,20,36,18,14,23,18,20,14,9,8,0,122,321,94,87,All
Eryn Santamoor,,,,,15,78,191,69,64,89,102,31,38,100,20,59,28,38,28,21,11,20,20,14,12,15,15,12,14,0,168,117,189,95,All
Isaiah Thomas,,,,,,1,143,41,27,23,62,23,30,15,10,23,19,17,10,9,54,9,19,26,22,10,11,11,9,0,111,274,78,52,All
Justin Diberardinis,,,,,,,8,36,24,55,56,11,48,30,7,36,18,21,24,24,31,14,7,8,10,8,11,11,12,0,147,97,100,96,All
Adrián Rivera-reyes,,,,,,,,5,166,51,52,117,27,56,108,17,29,21,12,14,13,7,15,17,12,11,24,8,11,0,227,57,105,35,All
Deja Lynn Alvarez,,,,,,,,,8,36,35,105,23,43,101,16,16,21,8,9,9,9,22,18,7,8,15,4,5,0,146,43,97,27,All
Beth Finn,,,,,,,,,,1,59,9,52,24,10,68,36,33,30,14,13,24,18,16,10,13,9,14,15,0,130,47,58,75,All
Erika Almirón,,,,,,,,,,,2,4,15,69,10,48,11,22,6,12,28,6,18,13,6,4,7,3,3,0,101,38,106,26,All
Willie Floyd Singletary,,,,,,,,,,,,4,25,17,91,4,30,7,5,10,6,13,15,9,11,6,3,6,5,0,100,37,62,25,All
Joseph A Diorio,,,,,,,,,,,,,1,25,12,12,48,17,24,24,5,29,15,2,2,12,15,21,17,0,55,56,31,83,All
Fernando Treviño,,,,,,,,,,,,,,4,10,8,15,10,11,8,4,6,10,5,11,7,19,6,5,0,56,33,84,25,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,3,3,12,17,3,4,3,5,7,5,3,2,4,3,3,0,95,22,55,10,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,0,18,26,10,7,10,10,17,9,7,9,5,0,7,0,81,45,34,28,All
Billy Thompson,,,,,,,,,,,,,,,,,1,10,22,16,6,28,5,3,11,17,6,10,14,0,48,45,27,58,All
Hena Veit,,,,,,,,,,,,,,,,,,2,9,8,9,9,10,8,9,3,1,11,5,0,59,27,27,23,All
Mark Ross,,,,,,,,,,,,,,,,,,,0,9,2,18,7,5,1,10,4,5,9,0,41,20,13,38,All
Vinny Black,,,,,,,,,,,,,,,,,,,,4,1,11,7,6,9,5,3,11,3,0,29,30,18,23,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,1,1,6,10,7,7,4,2,4,0,40,25,24,14,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,1,7,3,3,10,2,10,5,0,26,24,14,41,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,0,14,13,6,8,5,4,0,32,23,32,9,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,0,23,3,8,4,1,0,29,35,24,6,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,0,6,4,7,4,0,17,26,29,10,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,3,5,0,16,21,12,22,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,6,0,19,19,12,20,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,19,20,16,17,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13,17,16,16,All
