col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Joshua Roberts,Carmella Jacquinto,Wendi Barish,James C Crumlish,Jennifer Schultz,Anthony Kyriakakis,Henry Mcgregor Sias,Craig Levin,Jon Marshall,Tiffany Palmer,Kendra Mccrae,Leon Goodman,Terri M Booker,Cateria R Mccabe,Sherman Toppin,Nicola Serianni,Beth Grossman,Janine D Momasso,Chris Hall,Laurie Dow,Kay Yu,James F Berardinelli,Robert Trimble,Vicki Markovitz,Gregory Weyer,Isaiah Thomas,Derek S Green,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Sandra Dungee Glenn,Fareed Abdullah,Ogbonna Paul Hagins,Billy Thompson,Asa Khalif,Eryn Santamoor,Latrice Y Bryant,Justin Diberardinis,Erika Almirón,Beth Finn,Fernando Treviño,Joseph A Diorio,Wayne Allen,Ethelind Baylor,Bobbie Curry,Vinny Black,Hena Veit,Mark Ross,Edwin Santana,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,All
Joshua Roberts,63,759,736,778,257,666,686,258,251,117,119,135,122,130,136,93,77,49,63,52,40,37,49,24,31,945,932,938,559,686,242,262,215,79,104,155,96,68,74,68,65,27,48,37,49,35,30,31,32,20,33,20,24,23,1,All
Carmella Jacquinto,,1,669,660,95,662,662,75,32,115,136,85,94,141,110,47,55,67,48,72,48,24,34,33,20,783,798,764,327,627,63,54,67,108,92,21,59,75,52,45,65,48,34,35,23,20,29,16,19,17,18,25,14,12,1,All
Wendi Barish,,,6,653,150,583,582,98,62,125,131,84,105,82,60,90,98,63,58,65,49,25,43,43,18,741,716,707,314,561,97,97,92,92,90,31,70,67,70,60,53,37,67,34,39,27,30,19,26,34,27,22,21,15,1,All
James C Crumlish,,,,1,106,592,579,124,79,67,75,90,56,48,45,60,43,47,61,45,37,40,57,14,13,697,696,693,287,539,101,93,86,77,60,48,70,43,68,36,56,30,38,52,47,27,26,16,21,16,17,23,15,20,1,All
Jennifer Schultz,,,,,14,39,28,278,239,124,118,89,80,83,57,139,113,44,64,68,45,23,41,52,20,223,193,194,389,122,287,233,244,71,65,152,73,51,69,68,38,43,55,41,39,27,22,20,18,35,24,14,17,17,0,All
Anthony Kyriakakis,,,,,,0,632,33,19,60,51,51,30,103,87,23,23,38,44,22,31,17,14,12,19,672,666,664,243,539,43,32,34,61,46,14,55,32,42,23,32,38,28,31,17,19,12,18,15,11,13,8,11,10,1,All
Henry Mcgregor Sias,,,,,,,0,19,16,43,30,51,33,102,85,18,22,32,12,17,21,37,13,12,12,673,677,656,222,541,34,36,33,48,42,17,35,44,29,18,28,24,23,13,12,10,8,14,11,5,14,9,11,9,1,All
Craig Levin,,,,,,,,10,210,68,72,85,77,45,51,77,59,40,44,47,27,37,30,23,18,168,165,158,322,77,197,194,183,68,49,143,54,24,49,33,42,13,24,45,40,18,14,15,14,18,11,24,16,12,0,All
