col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Dennis Lee,Carla Cain,Lewis Harris Jr,Robin Trent,Luigi Borda,Warren Bloom,Jen Devor,Moira Bohannon,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Willie Floyd Singletary,Sandra Dungee Glenn,Ogbonna Paul Hagins,Fareed Abdullah,Billy Thompson,Eryn Santamoor,Latrice Y Bryant,Asa Khalif,Erika Almirón,Justin Diberardinis,Fernando Treviño,Beth Finn,Wayne Allen,Ethelind Baylor,Joseph A Diorio,Edwin Santana,Vinny Black,Hena Veit,Mark Ross,Wayne Edmund Dorsey,Bobbie Curry,Devon Cade,Sherrie Cohen,All
Omar Sabir,55,632,227,118,88,65,28,22,18,11,14,5,3,"1,046",795,725,719,596,280,237,251,169,145,154,114,92,93,123,87,51,45,39,59,56,42,33,40,28,24,29,26,21,0,All
Lisa Deeley,,10,54,68,49,20,18,4,8,5,6,10,6,792,528,529,520,488,167,133,93,116,72,39,56,65,44,29,53,43,30,43,30,33,35,14,18,24,8,12,7,17,0,All
Kahlil Williams,,,15,25,53,28,17,22,13,14,7,17,3,287,256,250,230,144,84,64,75,85,33,113,52,70,70,92,63,42,39,28,44,25,16,21,22,16,23,17,13,19,1,All
Marwan Kreidie,,,,17,12,5,4,2,0,7,1,0,1,186,46,49,35,19,234,152,136,15,101,11,19,27,19,7,12,7,20,23,12,8,13,10,8,15,8,5,6,4,1,All
Annette Thompson,,,,,5,4,19,7,15,3,7,1,3,147,112,104,98,74,55,31,47,60,14,32,48,36,44,47,27,14,22,32,23,19,14,16,25,17,10,13,12,9,0,All
Dennis Lee,,,,,,2,24,11,7,6,2,2,7,96,73,82,71,52,26,26,22,63,11,21,43,22,18,9,27,28,36,10,9,18,33,27,10,11,12,7,7,4,0,All
Carla Cain,,,,,,,0,3,2,3,2,3,2,60,47,52,43,26,24,15,11,45,4,13,10,12,21,12,19,30,31,18,6,7,28,24,9,7,7,6,5,4,0,All
Lewis Harris Jr,,,,,,,,3,0,0,2,0,2,29,40,35,27,15,19,11,14,9,5,23,7,7,12,16,10,9,5,5,5,2,4,3,11,6,7,6,3,5,0,All
Robin Trent,,,,,,,,,0,2,2,2,6,35,33,30,29,17,12,16,10,16,3,12,9,9,13,12,5,6,5,9,7,6,4,7,9,7,6,5,6,3,0,All
Luigi Borda,,,,,,,,,,1,1,2,3,25,19,16,10,6,13,13,9,5,6,3,11,17,10,1,5,8,12,9,7,5,10,6,6,5,6,3,8,5,0,All
Warren Bloom,,,,,,,,,,,3,0,1,29,27,19,20,13,9,5,6,7,3,4,14,2,7,8,2,8,5,3,2,2,2,2,1,2,3,4,3,1,0,All
Jen Devor,,,,,,,,,,,,0,3,31,15,10,9,19,10,8,2,7,3,6,3,17,9,5,23,13,8,7,3,6,1,3,4,4,2,1,2,1,0,All
Moira Bohannon,,,,,,,,,,,,,0,21,13,16,8,4,11,9,1,7,4,3,6,8,5,6,7,5,4,7,3,2,1,5,4,6,7,6,5,1,0,All
Helen Gym,,,,,,,,,,,,,,27,730,749,737,630,276,201,183,154,170,80,99,116,68,79,118,91,60,53,47,64,41,31,29,38,19,23,21,23,0,All
Isaiah Thomas,,,,,,,,,,,,,,,20,688,717,561,72,62,73,142,23,111,86,62,76,93,72,54,27,38,50,54,32,23,27,22,29,21,12,30,1,All
Allan Domb,,,,,,,,,,,,,,,,31,704,559,96,62,58,129,22,98,69,97,43,74,40,37,35,37,40,23,22,41,25,23,23,20,23,20,0,All
Derek S Green,,,,,,,,,,,,,,,,,4,568,79,43,52,119,23,81,70,69,64,67,63,67,28,22,42,47,7,23,20,13,16,18,16,13,0,All
Katherine Gilmore Richardson,,,,,,,,,,,,,,,,,,2,51,28,27,119,14,43,49,63,44,33,55,29,22,24,15,17,7,15,16,7,8,6,5,17,0,All
Adrián Rivera-reyes,,,,,,,,,,,,,,,,,,,16,209,182,41,145,38,44,49,39,32,31,26,46,38,24,12,33,25,13,21,11,12,8,5,0,All
Deja Lynn Alvarez,,,,,,,,,,,,,,,,,,,,9,167,25,132,33,21,37,44,27,31,13,27,15,9,7,16,16,16,19,13,12,7,6,1,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,,10,24,116,28,33,23,22,21,13,11,20,10,18,4,16,8,17,14,7,15,8,2,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,,,,,,1,9,37,28,23,40,33,45,29,27,25,11,23,26,31,10,9,6,11,12,8,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,,,,7,13,16,12,15,10,11,4,8,9,5,6,7,4,4,10,6,2,6,0,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,2,20,15,28,64,18,8,13,9,15,17,12,12,16,3,13,4,8,11,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,,,,7,20,20,18,23,7,17,17,14,12,22,8,11,10,6,10,9,4,0,All
Eryn Santamoor,,,,,,,,,,,,,,,,,,,,,,,,,,1,22,12,24,23,23,21,4,6,17,4,16,16,10,4,10,5,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,24,11,11,13,15,17,10,6,16,16,10,9,12,11,1,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,6,8,10,23,8,4,10,18,7,8,10,5,5,0,All
Erika Almirón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,18,12,7,17,10,7,6,8,6,6,3,2,0,All
Justin Diberardinis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22,8,4,21,21,20,7,2,4,3,4,1,0,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,9,2,35,33,4,7,4,3,4,2,0,All
Beth Finn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,5,10,11,11,12,8,3,4,2,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,5,9,8,2,4,8,6,4,0,All
