col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,division
Latrice Y Bryant,,,,,,,,,,,,,0,2,2,0,0,2,0,0,0,1,1,1,0,1,1,0,0,0,1
Vinny Black,,,,,,,,,,,,,,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Billy Thompson,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
Bobbie Curry,,,,,,,,,,,,,,,,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1
Fernando Treviño,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
Justin Diberardinis,,,,,,,,,,,,,,,,,,0,3,0,1,0,0,0,0,0,0,0,0,0,1
Erika Almirón,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1
Eryn Santamoor,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
Beth Finn,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Hena Veit,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,43,34,30,28,28,24,17,16,12,12,10,10,9,7,6,6,6,6,5,4,3,3,3,3,2,2,2,1,1,0,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Helen Gym,Derek S Green,Allan Domb,Isaiah Thomas,Katherine Gilmore Richardson,Adrián Rivera-reyes,Sandra Dungee Glenn,Willie Floyd Singletary,Eryn Santamoor,Fareed Abdullah,Deja Lynn Alvarez,Ogbonna Paul Hagins,Edwin Santana,Justin Diberardinis,Latrice Y Bryant,Bobbie Curry,Asa Khalif,Billy Thompson,Erika Almirón,Beth Finn,Ethelind Baylor,Fernando Treviño,Mark Ross,Vinny Black,Wayne Allen,Joseph A Diorio,Devon Cade,Hena Veit,Wayne Edmund Dorsey,Sherrie Cohen,2
Helen Gym,12,31,28,29,20,8,12,9,8,4,6,7,2,5,4,2,1,2,3,1,3,2,1,1,1,1,1,0,0,0,2
Derek S Green,,2,26,32,22,5,18,3,13,1,1,1,1,4,3,1,2,3,1,3,3,2,1,1,2,0,1,0,0,0,2
Allan Domb,,,5,23,17,5,6,4,10,5,0,1,2,3,2,5,2,4,3,2,2,3,2,1,3,0,0,0,0,0,2
Isaiah Thomas,,,,1,20,4,11,3,6,3,0,1,1,3,3,0,1,0,2,2,2,1,1,0,2,0,0,0,0,0,2
Katherine Gilmore Richardson,,,,,0,3,9,1,9,4,1,0,0,2,0,1,2,1,1,0,0,1,1,0,0,0,0,0,1,0,2
Adrián Rivera-reyes,,,,,,5,4,10,2,0,5,5,1,0,2,1,0,0,1,1,1,1,2,0,0,0,1,0,1,0,2
Sandra Dungee Glenn,,,,,,,0,0,7,4,0,0,1,3,2,0,0,1,2,2,2,1,0,0,0,1,0,0,0,0,2
Willie Floyd Singletary,,,,,,,,4,2,1,7,6,0,1,2,2,2,0,1,0,0,0,1,1,2,1,0,0,0,0,2
Eryn Santamoor,,,,,,,,,0,3,1,0,0,1,2,1,0,1,0,1,1,1,3,0,0,0,0,2,1,0,2
Fareed Abdullah,,,,,,,,,,3,1,0,2,0,2,1,4,0,1,0,1,0,0,1,0,1,0,1,0,0,2
Deja Lynn Alvarez,,,,,,,,,,,4,5,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,2
Ogbonna Paul Hagins,,,,,,,,,,,,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Edwin Santana,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,1,0,1,0,2,1,0,0,0,2
Justin Diberardinis,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,2
Latrice Y Bryant,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2
Bobbie Curry,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,1,0,2,1,0,0,0,0,2
Asa Khalif,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
Billy Thompson,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,1,0,0,0,2
Erika Almirón,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,2
Beth Finn,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,2
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,2
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,2
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,2
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,65,54,49,43,32,25,25,23,22,14,13,12,7,7,7,6,5,5,5,4,4,4,4,4,4,3,2,2,1,0,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Helen Gym,Derek S Green,Isaiah Thomas,Allan Domb,Adrián Rivera-reyes,Katherine Gilmore Richardson,Sandra Dungee Glenn,Willie Floyd Singletary,Ogbonna Paul Hagins,Eryn Santamoor,Deja Lynn Alvarez,Fareed Abdullah,Asa Khalif,Edwin Santana,Justin Diberardinis,Billy Thompson,Erika Almirón,Ethelind Baylor,Hena Veit,Joseph A Diorio,Fernando Treviño,Vinny Black,Wayne Allen,Beth Finn,Latrice Y Bryant,Bobbie Curry,Mark Ross,Devon Cade,Sherrie Cohen,Wayne Edmund Dorsey,3
Helen Gym,12,20,18,19,12,10,7,6,6,5,4,4,5,1,3,1,4,3,3,1,0,1,1,0,1,0,0,0,0,0,3
Derek S Green,,7,25,18,2,18,15,4,1,11,0,3,1,2,2,1,4,3,0,0,1,1,2,1,1,0,0,0,0,0,3
Isaiah Thomas,,,2,15,3,16,14,3,3,10,1,5,4,4,2,0,3,3,0,1,1,2,3,0,2,0,0,0,0,0,3
Allan Domb,,,,7,6,7,4,3,2,4,2,1,0,1,1,3,3,0,0,0,0,0,3,0,0,1,0,0,0,0,3
Adrián Rivera-reyes,,,,,5,3,2,7,13,3,8,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Katherine Gilmore Richardson,,,,,,2,9,3,1,10,1,1,1,2,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,3
Sandra Dungee Glenn,,,,,,,3,2,1,7,0,2,2,3,2,2,1,0,0,2,3,0,0,1,0,1,0,0,0,0,3
Willie Floyd Singletary,,,,,,,,7,3,1,4,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,3
Ogbonna Paul Hagins,,,,,,,,,3,0,5,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
Eryn Santamoor,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3
Deja Lynn Alvarez,,,,,,,,,,,3,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,3
Fareed Abdullah,,,,,,,,,,,,1,4,1,1,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,3
Asa Khalif,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3
Edwin Santana,,,,,,,,,,,,,,0,3,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,3
Justin Diberardinis,,,,,,,,,,,,,,,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,3
Billy Thompson,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,2,0,1,0,0,0,0,3
Erika Almirón,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
Ethelind Baylor,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,3
Hena Veit,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,3
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,0,0,0,0,0,0,3
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3
Vinny Black,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,3
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3
Beth Finn,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,56,49,43,37,30,27,27,24,18,15,14,9,7,7,6,5,5,5,5,5,3,3,3,2,2,1,1,0,0,0,3
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Adrián Rivera-reyes,Katherine Gilmore Richardson,Sandra Dungee Glenn,Willie Floyd Singletary,Deja Lynn Alvarez,Fareed Abdullah,Billy Thompson,Ethelind Baylor,Asa Khalif,Erika Almirón,Justin Diberardinis,Joseph A Diorio,Latrice Y Bryant,Ogbonna Paul Hagins,Eryn Santamoor,Edwin Santana,Hena Veit,Mark Ross,Wayne Allen,Wayne Edmund Dorsey,Beth Finn,Bobbie Curry,Devon Cade,Fernando Treviño,Sherrie Cohen,Vinny Black,4
Helen Gym,10,14,14,12,7,13,8,2,2,2,5,4,2,2,5,2,1,4,1,0,1,0,0,1,2,1,1,0,0,0,4
Isaiah Thomas,,4,8,10,4,9,4,6,2,8,4,5,5,2,4,3,3,0,0,1,0,1,2,1,0,1,1,0,0,0,4
Allan Domb,,,2,9,3,5,4,1,2,1,0,3,1,0,2,4,0,2,3,1,1,0,0,1,1,1,0,0,0,0,4
Derek S Green,,,,0,2,8,4,2,2,1,3,2,0,2,4,0,2,0,1,2,1,0,2,2,0,0,0,0,0,0,4
Adrián Rivera-reyes,,,,,6,2,4,4,4,1,2,0,1,2,1,0,0,3,0,0,1,0,1,0,1,1,0,0,0,0,4
Katherine Gilmore Richardson,,,,,,0,4,0,0,2,3,1,1,1,3,0,0,0,2,0,1,0,0,2,1,1,0,0,0,0,4
Sandra Dungee Glenn,,,,,,,1,2,0,0,6,3,1,2,0,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,4
Willie Floyd Singletary,,,,,,,,2,4,3,2,1,3,0,0,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,4
Deja Lynn Alvarez,,,,,,,,,4,1,0,0,1,3,1,0,1,2,0,1,1,0,1,1,0,1,0,0,0,0,4
Fareed Abdullah,,,,,,,,,,1,1,1,3,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4
Billy Thompson,,,,,,,,,,,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4
Ethelind Baylor,,,,,,,,,,,,1,0,0,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4
Asa Khalif,,,,,,,,,,,,,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,4
Erika Almirón,,,,,,,,,,,,,,0,0,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,4
Justin Diberardinis,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4
Joseph A Diorio,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4
Latrice Y Bryant,,,,,,,,,,,,,,,,,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,4
Eryn Santamoor,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,4
Edwin Santana,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,4
Hena Veit,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,4
Mark Ross,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,4
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,4
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4
Beth Finn,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,41,32,23,20,18,15,14,14,13,9,8,8,6,6,6,5,5,5,4,3,3,3,3,3,2,2,1,0,0,0,4
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
,Helen Gym,Isaiah Thomas,Derek S Green,Allan Domb,Sandra Dungee Glenn,Katherine Gilmore Richardson,Willie Floyd Singletary,Eryn Santamoor,Edwin Santana,Fernando Treviño,Adrián Rivera-reyes,Joseph A Diorio,Deja Lynn Alvarez,Justin Diberardinis,Ethelind Baylor,Asa Khalif,Fareed Abdullah,Billy Thompson,Latrice Y Bryant,Ogbonna Paul Hagins,Erika Almirón,Beth Finn,Vinny Black,Bobbie Curry,Hena Veit,Wayne Allen,Devon Cade,Wayne Edmund Dorsey,Mark Ross,Sherrie Cohen,5
Helen Gym,11,29,30,28,10,16,9,7,3,4,7,1,5,4,8,5,3,5,7,4,2,2,1,0,2,0,1,0,0,0,5
Isaiah Thomas,,1,36,29,9,20,6,9,4,3,1,3,5,5,8,4,5,1,5,1,3,1,0,1,0,0,1,0,0,0,5
Derek S Green,,,3,27,14,21,3,10,2,4,3,3,2,6,9,6,3,1,1,1,2,1,0,0,0,1,0,0,0,0,5
Allan Domb,,,,1,7,15,5,9,3,3,3,2,4,0,2,4,3,3,2,2,1,2,2,2,0,2,0,1,0,0,5
Sandra Dungee Glenn,,,,,1,10,1,8,9,10,0,11,0,10,4,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,5
Katherine Gilmore Richardson,,,,,,1,1,6,0,1,0,0,0,0,3,2,0,2,1,1,2,1,1,0,0,1,0,0,0,0,5
Willie Floyd Singletary,,,,,,,6,2,2,2,6,0,8,0,1,2,4,2,0,5,1,1,1,0,0,0,0,0,0,0,5
Eryn Santamoor,,,,,,,,2,0,1,1,0,4,0,2,1,2,2,1,1,1,0,0,1,1,0,0,1,0,0,5
Edwin Santana,,,,,,,,,1,12,1,10,0,9,1,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,5
Fernando Treviño,,,,,,,,,,0,2,10,2,8,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,5
Adrián Rivera-reyes,,,,,,,,,,,5,1,5,0,0,1,0,1,0,4,2,1,0,0,0,0,0,1,0,0,5
Joseph A Diorio,,,,,,,,,,,,0,4,10,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,5
Deja Lynn Alvarez,,,,,,,,,,,,,1,0,2,1,1,1,0,4,1,0,0,1,0,0,0,0,0,0,5
Justin Diberardinis,,,,,,,,,,,,,,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5
Ethelind Baylor,,,,,,,,,,,,,,,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,5
Asa Khalif,,,,,,,,,,,,,,,,0,2,0,3,0,2,0,1,0,0,1,0,0,0,0,5
Fareed Abdullah,,,,,,,,,,,,,,,,,1,0,0,1,1,0,1,0,0,0,0,0,0,0,5
Billy Thompson,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,0,1,0,0,1,0,0,5
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,1,0,1,0,0,0,5
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,1,0,0,2,1,0,1,0,0,0,0,5
Erika Almirón,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,5
Beth Finn,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,5
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,5
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,5
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,66,54,53,43,31,29,26,20,18,18,17,17,16,15,13,10,9,8,8,8,6,5,3,2,2,2,1,1,0,0,5
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,Helen Gym,Derek S Green,Allan Domb,Isaiah Thomas,Katherine Gilmore Richardson,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Sandra Dungee Glenn,Ogbonna Paul Hagins,Eryn Santamoor,Ethelind Baylor,Asa Khalif,Hena Veit,Fareed Abdullah,Latrice Y Bryant,Billy Thompson,Edwin Santana,Erika Almirón,Beth Finn,Fernando Treviño,Joseph A Diorio,Devon Cade,Justin Diberardinis,Vinny Black,Wayne Edmund Dorsey,Bobbie Curry,Mark Ross,Sherrie Cohen,Wayne Allen,6
Helen Gym,18,31,29,27,19,15,14,12,9,14,4,6,3,3,3,3,1,2,2,3,2,1,0,0,0,0,0,0,0,0,6
Derek S Green,,0,22,29,25,3,2,1,11,1,6,4,3,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6
Allan Domb,,,5,25,16,3,2,2,2,4,4,4,1,1,3,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,6
Isaiah Thomas,,,,0,19,2,2,0,6,3,5,0,2,1,3,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0,6
Katherine Gilmore Richardson,,,,,0,2,0,0,3,0,5,4,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,6
Adrián Rivera-reyes,,,,,,2,9,9,1,9,4,0,0,4,0,2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,6
Willie Floyd Singletary,,,,,,,7,12,1,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
Deja Lynn Alvarez,,,,,,,,3,1,10,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6
Sandra Dungee Glenn,,,,,,,,,2,1,2,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6
Ogbonna Paul Hagins,,,,,,,,,,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6
