col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,District Council 2nd District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Kenyatta Johnson,Lauren Vidas,Kahlil Williams,Jen Devor,Lisa Deeley,Omar Sabir,Marwan Kreidie,Luigi Borda,Annette Thompson,Carla Cain,Dennis Lee,Moira Bohannon,Robin Trent,Warren Bloom,Lewis Harris Jr,All
Kenyatta Johnson,55,0,181,113,91,109,32,28,22,11,9,11,6,6,6,All
Lauren Vidas,,39,157,142,74,43,57,28,24,33,21,19,17,7,5,All
Kahlil Williams,,,2,191,31,37,20,12,4,8,8,5,6,2,7,All
Jen Devor,,,,3,16,3,13,15,4,8,2,11,2,0,0,All
Lisa Deeley,,,,,5,55,11,2,20,6,2,0,3,3,0,All
Omar Sabir,,,,,,6,18,2,5,2,5,2,0,2,0,All
Marwan Kreidie,,,,,,,3,5,0,4,3,2,6,0,0,All
Luigi Borda,,,,,,,,0,0,6,3,3,2,0,0,All
Annette Thompson,,,,,,,,,2,3,1,1,2,2,1,All
Carla Cain,,,,,,,,,,1,0,4,0,0,1,All
Dennis Lee,,,,,,,,,,,1,0,1,2,0,All
Moira Bohannon,,,,,,,,,,,,0,2,0,0,All
Robin Trent,,,,,,,,,,,,,0,0,0,All
Warren Bloom,,,,,,,,,,,,,,1,1,All
Lewis Harris Jr,,,,,,,,,,,,,,,0,All
Total,406,382,362,279,184,169,98,58,49,46,32,30,24,14,11,All
,District Council 2nd District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,9
,Lauren Vidas,Kenyatta Johnson,Kahlil Williams,Jen Devor,Omar Sabir,Lisa Deeley,Marwan Kreidie,Luigi Borda,Carla Cain,Annette Thompson,Dennis Lee,Lewis Harris Jr,Warren Bloom,Moira Bohannon,Robin Trent,9
Lauren Vidas,9,0,45,37,13,21,10,5,8,5,4,4,2,3,2,9
Kenyatta Johnson,,14,38,28,22,14,5,7,3,3,2,2,2,0,1,9
Kahlil Williams,,,1,44,7,6,8,3,1,2,1,3,1,0,1,9
Jen Devor,,,,0,2,5,3,6,4,2,1,0,0,1,0,9
Omar Sabir,,,,,2,10,3,0,1,0,1,0,1,1,0,9
Lisa Deeley,,,,,,1,0,1,2,1,1,0,0,0,1,9
Marwan Kreidie,,,,,,,1,0,0,0,0,0,0,0,0,9
Luigi Borda,,,,,,,,0,2,0,0,0,0,0,0,9
Carla Cain,,,,,,,,,0,0,0,1,0,0,0,9
Annette Thompson,,,,,,,,,,1,1,0,1,0,0,9
Dennis Lee,,,,,,,,,,,1,0,0,0,0,9
Lewis Harris Jr,,,,,,,,,,,,0,1,0,0,9
Warren Bloom,,,,,,,,,,,,,0,0,0,9
Moira Bohannon,,,,,,,,,,,,,,0,1,9
Robin Trent,,,,,,,,,,,,,,,0,9
Total,96,90,89,71,38,36,18,13,11,9,8,6,4,3,3,9
,District Council 2nd District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,19
,Kenyatta Johnson,Lauren Vidas,Jen Devor,Kahlil Williams,Lisa Deeley,Omar Sabir,Marwan Kreidie,Luigi Borda,Annette Thompson,Carla Cain,Moira Bohannon,Robin Trent,Dennis Lee,Warren Bloom,Lewis Harris Jr,19
Kenyatta Johnson,11,0,31,38,13,13,1,7,6,1,5,1,2,1,0,19
Lauren Vidas,,11,31,23,8,2,15,7,2,4,1,5,1,2,1,19
Jen Devor,,,0,43,5,0,4,5,0,3,3,0,0,0,0,19
Kahlil Williams,,,,0,3,5,0,3,1,1,1,1,0,1,1,19
Lisa Deeley,,,,,1,5,0,0,7,0,0,0,0,1,0,19
Omar Sabir,,,,,,4,2,0,0,0,0,0,1,0,0,19
Marwan Kreidie,,,,,,,0,0,0,2,0,4,1,0,0,19
Luigi Borda,,,,,,,,0,0,0,2,1,0,0,0,19
Annette Thompson,,,,,,,,,0,0,0,0,0,0,0,19
Carla Cain,,,,,,,,,,0,0,0,0,0,0,19
Moira Bohannon,,,,,,,,,,,0,0,0,0,0,19
Robin Trent,,,,,,,,,,,,0,0,0,0,19
Dennis Lee,,,,,,,,,,,,,0,0,0,19
Warren Bloom,,,,,,,,,,,,,,0,0,19
Lewis Harris Jr,,,,,,,,,,,,,,,0,19
Total,76,66,66,65,23,19,16,14,8,6,6,6,3,3,1,19
,District Council 2nd District - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,20
,Kenyatta Johnson,Lauren Vidas,Kahlil Williams,Lisa Deeley,Omar Sabir,Jen Devor,Marwan Kreidie,Annette Thompson,Luigi Borda,Dennis Lee,Robin Trent,Carla Cain,Warren Bloom,Lewis Harris Jr,Moira Bohannon,20
Kenyatta Johnson,10,0,25,21,20,14,5,5,1,1,2,1,0,1,0,20
Lauren Vidas,,3,9,9,8,4,5,4,5,5,4,4,2,0,1,20
Kahlil Williams,,,0,3,5,17,4,0,1,1,2,0,0,0,0,20
Lisa Deeley,,,,1,15,0,2,5,0,0,2,1,0,0,0,20
Omar Sabir,,,,,0,0,4,1,0,1,0,1,0,0,0,20
Jen Devor,,,,,,0,0,1,2,0,0,0,0,0,0,20
Marwan Kreidie,,,,,,,1,0,0,0,0,0,0,0,0,20
Annette Thompson,,,,,,,,0,0,0,0,1,0,1,0,20
Luigi Borda,,,,,,,,,0,1,0,2,0,0,0,20
Dennis Lee,,,,,,,,,,0,1,0,2,0,0,20
Robin Trent,,,,,,,,,,,0,0,0,0,1,20
Carla Cain,,,,,,,,,,,,0,0,0,0,20
Warren Bloom,,,,,,,,,,,,,0,0,0,20
