col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,District Council 7th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Maria Quiñones Sánchez,Angel L Cruz,Jennifer Schultz,Joshua Roberts,Craig Levin,James C Crumlish,Jon Marshall,Nicola Serianni,Tiffany Palmer,Kendra Mccrae,Leon Goodman,Beth Grossman,Anthony Kyriakakis,Wendi Barish,Cateria R Mccabe,Kay Yu,Sherman Toppin,Henry Mcgregor Sias,Janine D Momasso,Terri M Booker,Carmella Jacquinto,Robert Trimble,Chris Hall,Vicki Markovitz,James F Berardinelli,Laurie Dow,Gregory Weyer,All
Maria Quiñones Sánchez,18,0,34,23,12,12,9,15,17,14,8,12,7,8,8,9,5,8,8,5,6,7,6,6,5,4,3,All
Angel L Cruz,,11,17,15,13,8,14,5,3,5,9,2,7,5,5,2,8,3,3,4,2,1,2,1,2,1,0,All
Jennifer Schultz,,,2,14,12,11,15,12,9,6,5,11,3,5,4,6,4,8,6,5,4,3,1,4,4,3,1,All
Joshua Roberts,,,,0,9,13,13,7,8,2,6,1,6,4,4,3,3,4,0,0,4,3,3,0,0,0,1,All
Craig Levin,,,,,0,4,9,4,3,3,5,2,0,2,1,0,5,0,2,3,1,1,2,1,2,1,0,All
James C Crumlish,,,,,,0,6,7,8,1,1,4,11,6,5,3,3,6,3,1,6,1,2,0,1,2,0,All
Jon Marshall,,,,,,,0,5,2,1,6,2,2,4,2,1,3,1,2,1,2,3,1,1,3,0,0,All
Nicola Serianni,,,,,,,,0,7,6,6,5,1,2,3,3,3,5,4,2,4,3,1,2,0,2,1,All
Tiffany Palmer,,,,,,,,,0,8,5,5,4,3,3,8,1,5,3,4,0,3,7,1,1,2,0,All
Kendra Mccrae,,,,,,,,,,0,7,6,1,3,5,5,5,1,5,4,1,2,3,4,0,2,1,All
Leon Goodman,,,,,,,,,,,0,3,2,2,3,3,6,1,2,3,0,4,4,2,2,0,0,All
Beth Grossman,,,,,,,,,,,,1,1,2,2,2,0,1,6,4,4,0,2,5,0,3,0,All
Anthony Kyriakakis,,,,,,,,,,,,,0,5,5,3,3,6,1,2,4,1,2,0,2,1,1,All
Wendi Barish,,,,,,,,,,,,,,0,4,2,1,4,5,0,2,2,1,4,3,1,0,All
Cateria R Mccabe,,,,,,,,,,,,,,,0,3,3,2,3,1,2,1,0,2,0,1,0,All
Kay Yu,,,,,,,,,,,,,,,,1,2,3,2,1,0,1,2,2,0,1,0,All
Sherman Toppin,,,,,,,,,,,,,,,,,0,1,3,2,2,0,2,0,2,1,1,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,0,0,3,2,2,0,0,0,0,2,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,0,3,2,0,0,2,1,4,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,0,0,2,2,0,0,2,1,All
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,2,0,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,1,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,89,48,55,39,25,23,23,20,20,19,17,16,15,14,13,13,13,12,12,10,9,9,8,8,7,6,4,All
,District Council 7th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,14
,Maria Quiñones Sánchez,Angel L Cruz,Jennifer Schultz,Jon Marshall,Joshua Roberts,Craig Levin,Beth Grossman,James C Crumlish,Leon Goodman,Wendi Barish,Anthony Kyriakakis,Henry Mcgregor Sias,James F Berardinelli,Janine D Momasso,Robert Trimble,Terri M Booker,Tiffany Palmer,Cateria R Mccabe,Chris Hall,Kendra Mccrae,Sherman Toppin,Carmella Jacquinto,Gregory Weyer,Kay Yu,Laurie Dow,Vicki Markovitz,Nicola Serianni,14
Maria Quiñones Sánchez,4,0,11,5,4,5,2,1,2,3,1,2,2,2,2,1,3,2,2,2,1,1,1,1,0,1,0,14
Angel L Cruz,,4,6,6,5,3,1,1,2,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,14
Jennifer Schultz,,,2,7,4,3,3,4,3,3,2,3,3,2,2,2,1,1,0,1,2,1,1,1,1,1,0,14
Jon Marshall,,,,0,4,3,1,2,3,3,2,0,3,2,2,0,1,1,1,0,1,1,0,0,0,1,0,14
Joshua Roberts,,,,,0,3,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,14
Craig Levin,,,,,,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,14
Beth Grossman,,,,,,,0,2,1,0,1,1,0,2,0,3,1,0,1,1,0,1,0,0,1,0,0,14
James C Crumlish,,,,,,,,0,0,1,0,0,0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,14
Leon Goodman,,,,,,,,,0,0,2,1,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,14
Wendi Barish,,,,,,,,,,0,1,1,1,1,1,0,1,2,0,0,0,0,0,1,0,1,0,14
Anthony Kyriakakis,,,,,,,,,,,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,14
Henry Mcgregor Sias,,,,,,,,,,,,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,14
James F Berardinelli,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,14
Janine D Momasso,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,1,0,0,1,0,0,14
Robert Trimble,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,1,0,14
Terri M Booker,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,0,0,14
Tiffany Palmer,,,,,,,,,,,,,,,,,0,1,2,1,0,0,0,1,0,0,0,14
Cateria R Mccabe,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,14
Chris Hall,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,14
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,14
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,14
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,14
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,14
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14
Nicola Serianni,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14
Total,24,14,21,11,9,8,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,0,14
,District Council 7th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,15
,Maria Quiñones Sánchez,Angel L Cruz,Jennifer Schultz,James C Crumlish,Joshua Roberts,Tiffany Palmer,Anthony Kyriakakis,Craig Levin,Nicola Serianni,Beth Grossman,Henry Mcgregor Sias,Wendi Barish,Cateria R Mccabe,Kay Yu,Janine D Momasso,Kendra Mccrae,Laurie Dow,Carmella Jacquinto,Chris Hall,James F Berardinelli,Jon Marshall,Leon Goodman,Sherman Toppin,Vicki Markovitz,Gregory Weyer,Robert Trimble,Terri M Booker,15
Maria Quiñones Sánchez,4,0,8,7,6,7,4,2,5,4,4,3,2,3,2,2,2,2,1,1,1,0,0,1,0,0,0,15
Angel L Cruz,,3,3,3,3,1,3,4,1,1,1,2,2,1,1,1,1,0,1,1,1,2,2,1,0,0,0,15
Jennifer Schultz,,,0,4,4,4,1,3,5,3,3,0,2,2,1,0,1,1,0,0,2,1,0,0,0,0,0,15
James C Crumlish,,,,0,6,6,7,1,2,1,4,3,2,3,0,1,1,1,2,1,1,0,1,0,0,0,0,15
Joshua Roberts,,,,,0,3,3,2,3,1,2,1,2,1,0,0,0,1,1,0,2,1,1,0,0,0,0,15
Tiffany Palmer,,,,,,0,4,1,3,1,3,2,1,4,1,2,1,0,2,1,0,0,0,1,0,0,0,15
Anthony Kyriakakis,,,,,,,0,0,0,0,3,3,1,3,0,1,1,1,2,1,0,0,1,0,0,0,0,15
Craig Levin,,,,,,,,0,2,1,0,1,1,0,1,1,1,0,0,1,1,2,1,1,0,0,0,15
Nicola Serianni,,,,,,,,,0,1,2,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,15
Beth Grossman,,,,,,,,,,0,0,1,2,0,2,2,1,1,0,0,1,1,0,2,0,0,0,15
Henry Mcgregor Sias,,,,,,,,,,,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,15
Wendi Barish,,,,,,,,,,,,0,0,0,2,1,1,1,1,2,0,0,1,1,0,0,0,15
Cateria R Mccabe,,,,,,,,,,,,,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,15
Kay Yu,,,,,,,,,,,,,,0,0,1,1,0,1,0,0,0,0,0,0,0,0,15
Janine D Momasso,,,,,,,,,,,,,,,0,1,2,1,0,1,0,0,1,1,0,0,0,15
Kendra Mccrae,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,2,0,0,0,15
Laurie Dow,,,,,,,,,,,,,,,,,0,1,0,1,0,0,1,0,0,0,0,15
Carmella Jacquinto,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,15
Chris Hall,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,15
James F Berardinelli,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,15
Jon Marshall,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,15
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,15
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,15
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,15
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15
Total,19,12,11,10,9,8,7,6,6,5,5,5,4,4,3,3,3,2,2,2,2,2,2,2,0,0,0,15
,District Council 7th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,19
,Maria Quiñones Sánchez,Angel L Cruz,Jennifer Schultz,Joshua Roberts,Nicola Serianni,Kendra Mccrae,Sherman Toppin,Craig Levin,James C Crumlish,Leon Goodman,Beth Grossman,Carmella Jacquinto,Jon Marshall,Cateria R Mccabe,Kay Yu,Anthony Kyriakakis,Janine D Momasso,Tiffany Palmer,Vicki Markovitz,Robert Trimble,Wendi Barish,Chris Hall,Gregory Weyer,James F Berardinelli,Laurie Dow,Terri M Booker,Henry Mcgregor Sias,19
Maria Quiñones Sánchez,2,0,9,5,6,6,4,3,2,3,4,3,1,2,3,1,3,2,3,2,1,1,1,1,1,1,0,19
Angel L Cruz,,2,4,5,2,1,3,3,4,3,0,2,4,2,1,2,0,1,0,0,1,0,0,0,0,0,0,19
Jennifer Schultz,,,0,2,3,3,2,3,1,1,4,2,2,0,2,0,2,2,3,0,1,1,0,0,1,1,0,19
Joshua Roberts,,,,0,2,2,2,1,3,3,0,2,3,2,1,2,0,2,0,1,1,0,1,0,0,0,0,19
Nicola Serianni,,,,,0,4,3,1,3,4,3,3,2,1,2,0,2,2,2,1,1,0,0,0,1,0,0,19
Kendra Mccrae,,,,,,0,3,0,0,3,1,1,1,1,3,0,1,2,1,1,0,1,0,0,0,0,0,19
Sherman Toppin,,,,,,,0,2,2,3,0,2,2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,19
Craig Levin,,,,,,,,0,1,1,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19
James C Crumlish,,,,,,,,,0,1,1,3,2,3,0,3,1,1,0,0,1,0,0,0,0,0,0,19
Leon Goodman,,,,,,,,,,0,0,0,2,1,2,0,1,1,0,1,1,0,0,0,0,0,0,19
Beth Grossman,,,,,,,,,,,1,2,0,0,1,0,2,1,3,0,1,0,0,0,1,0,0,19
Carmella Jacquinto,,,,,,,,,,,,0,1,2,0,2,0,0,2,0,0,0,0,0,1,0,0,19
Jon Marshall,,,,,,,,,,,,,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,19
Cateria R Mccabe,,,,,,,,,,,,,,0,1,3,0,0,0,0,0,0,0,0,0,0,0,19
Kay Yu,,,,,,,,,,,,,,,0,0,2,1,1,0,1,0,0,0,0,0,0,19
Anthony Kyriakakis,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,19
Janine D Momasso,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,0,0,19
Tiffany Palmer,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,19
Vicki Markovitz,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,19
Robert Trimble,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,19
Wendi Barish,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,19
Chris Hall,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,19
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,19
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,19
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,19
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19
Total,23,12,13,10,8,7,7,6,6,6,5,5,5,4,4,3,3,3,3,2,2,1,1,1,1,1,0,19
,District Council 7th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,20
,Maria Quiñones Sánchez,Angel L Cruz,Joshua Roberts,Jennifer Schultz,Kendra Mccrae,Nicola Serianni,Terri M Booker,Tiffany Palmer,Craig Levin,Jon Marshall,Leon Goodman,Henry Mcgregor Sias,Kay Yu,Robert Trimble,Cateria R Mccabe,Chris Hall,James C Crumlish,Janine D Momasso,Wendi Barish,Anthony Kyriakakis,Beth Grossman,Gregory Weyer,Sherman Toppin,Vicki Markovitz,Carmella Jacquinto,James F Berardinelli,Laurie Dow,20
Maria Quiñones Sánchez,8,0,8,6,4,4,3,5,2,2,3,2,2,3,2,2,2,1,1,1,2,1,0,1,0,1,1,20
Angel L Cruz,,2,2,4,3,2,3,1,3,3,2,1,0,1,1,1,0,2,1,0,0,0,2,0,0,0,0,20
Joshua Roberts,,,0,4,0,2,0,2,3,4,1,2,1,1,0,1,3,0,1,1,0,0,0,0,1,0,0,20
Jennifer Schultz,,,,0,2,4,2,2,3,4,0,2,1,1,1,0,2,1,1,0,1,0,0,0,0,1,0,20
Kendra Mccrae,,,,,0,2,3,3,1,0,3,0,1,1,3,1,0,3,2,0,2,0,1,1,0,0,1,20
Nicola Serianni,,,,,,0,2,2,1,2,1,3,0,2,1,1,2,1,1,1,1,1,0,0,0,0,0,20
Terri M Booker,,,,,,,0,3,2,1,2,2,1,2,1,1,0,2,0,1,1,1,2,0,0,0,1,20
Tiffany Palmer,,,,,,,,0,1,0,3,1,2,1,1,3,1,1,0,0,2,0,1,0,0,0,1,20
Craig Levin,,,,,,,,,0,3,2,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,20
Jon Marshall,,,,,,,,,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20
Leon Goodman,,,,,,,,,,,0,0,1,2,1,3,0,1,1,0,1,0,2,1,0,0,0,20
Henry Mcgregor Sias,,,,,,,,,,,,0,0,2,0,0,2,0,1,2,0,1,0,0,1,0,0,20
Kay Yu,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,20
Robert Trimble,,,,,,,,,,,,,,0,1,1,0,0,1,1,0,1,0,1,0,0,0,20
Cateria R Mccabe,,,,,,,,,,,,,,,0,0,0,2,2,0,0,0,0,1,0,0,1,20
