col_1,col_2,col_3,col_4,col_5,col_6,division
,Judge Of The Superior Court - Democrat,,,District Council 2nd District - Democrat,,All
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Lauren Vidas,Kenyatta Johnson,All
Daniel D Mccaffery,122,519,316,"1,025",940,All
Amanda Green-hawkins,,13,316,517,394,All
Beth Tarasi,,,8,425,257,All
Lauren Vidas,,,,153,0,All
Kenyatta Johnson,,,,,113,All
Total,"2,121",963,721,"1,497","1,228",All
,Judge Of The Superior Court - Democrat,,,District Council 2nd District - Democrat,,1
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Lauren Vidas,Kenyatta Johnson,1
Daniel D Mccaffery,6,25,13,109,51,1
Amanda Green-hawkins,,1,23,39,20,1
Beth Tarasi,,,0,28,12,1
Lauren Vidas,,,,8,0,1
Kenyatta Johnson,,,,,5,1
Total,167,61,40,144,68,1
,Judge Of The Superior Court - Democrat,,,District Council 2nd District - Democrat,,2
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Kenyatta Johnson,Lauren Vidas,2
Daniel D Mccaffery,4,61,17,75,60,2
Amanda Green-hawkins,,0,14,59,32,2
Beth Tarasi,,,1,18,17,2
Kenyatta Johnson,,,,3,0,2
Lauren Vidas,,,,,13,2
Total,139,91,36,99,86,2
,Judge Of The Superior Court - Democrat,,,District Council 2nd District - Democrat,,3
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Lauren Vidas,Kenyatta Johnson,3
Daniel D Mccaffery,4,44,41,87,77,3
Amanda Green-hawkins,,5,31,37,43,3
Beth Tarasi,,,0,51,24,3
Lauren Vidas,,,,22,0,3
Kenyatta Johnson,,,,,13,3
Total,169,88,77,134,107,3
,Judge Of The Superior Court - Democrat,,,District Council 2nd District - Democrat,,4
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Lauren Vidas,Kenyatta Johnson,4
Daniel D Mccaffery,11,33,17,63,85,4
Amanda Green-hawkins,,0,26,41,25,4
Beth Tarasi,,,1,35,13,4
Lauren Vidas,,,,10,0,4
Kenyatta Johnson,,,,,5,4
Total,161,70,51,105,100,4
,Judge Of The Superior Court - Democrat,,,District Council 2nd District - Democrat,,5
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Lauren Vidas,Kenyatta Johnson,5
Daniel D Mccaffery,7,53,23,74,61,5
Amanda Green-hawkins,,1,33,55,43,5
Beth Tarasi,,,0,35,24,5
Lauren Vidas,,,,12,0,5
Kenyatta Johnson,,,,,10,5
Total,145,100,61,113,95,5
,Judge Of The Superior Court - Democrat,,,District Council 2nd District - Democrat,,6
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Lauren Vidas,Kenyatta Johnson,6
Daniel D Mccaffery,16,41,22,71,64,6
Amanda Green-hawkins,,0,26,44,20,6
Beth Tarasi,,,1,31,22,6
Lauren Vidas,,,,13,0,6
Kenyatta Johnson,,,,,7,6
Total,157,69,61,108,84,6
,Judge Of The Superior Court - Democrat,,,District Council 2nd District - Democrat,,7
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Kenyatta Johnson,Lauren Vidas,7
