col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Register Of Wills - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,Joshua Roberts,Carmella Jacquinto,Cateria R Mccabe,Jennifer Schultz,Sherman Toppin,Kendra Mccrae,Craig Levin,Leon Goodman,Anthony Kyriakakis,Tiffany Palmer,Terri M Booker,Laurie Dow,Jon Marshall,Henry Mcgregor Sias,Wendi Barish,Nicola Serianni,Beth Grossman,James C Crumlish,Janine D Momasso,Chris Hall,Kay Yu,James F Berardinelli,Vicki Markovitz,Robert Trimble,Gregory Weyer,All
Tracey Gordon,174,0,0,669,450,435,826,347,688,597,565,208,608,523,475,442,138,338,377,340,191,218,277,245,119,125,130,110,All
Ronald R Donatucci,,112,0,"1,048",798,774,252,713,207,291,262,696,195,211,185,190,576,147,108,141,177,104,103,78,92,112,48,21,All
Jacque P Whaumbush,,,87,239,291,195,241,125,257,273,223,132,217,224,261,148,55,122,122,122,160,178,93,99,113,68,49,34,All
Joshua Roberts,,,,63,742,756,393,782,227,400,277,681,182,250,153,409,620,163,150,142,168,50,108,70,45,65,63,24,All
Carmella Jacquinto,,,,,65,840,188,723,354,277,322,690,272,340,302,98,582,153,125,142,189,260,84,100,121,112,55,30,All
Cateria R Mccabe,,,,,,9,179,816,410,181,334,740,289,223,239,114,646,116,138,94,57,244,76,117,71,99,39,19,All
Jennifer Schultz,,,,,,,59,109,289,419,178,116,288,209,203,363,60,254,287,248,137,98,117,137,61,103,74,29,All
Sherman Toppin,,,,,,,,9,240,121,217,677,173,224,186,111,637,74,82,50,57,101,69,70,41,43,36,25,All
Kendra Mccrae,,,,,,,,,34,190,427,141,476,432,359,148,52,212,193,220,111,169,163,181,69,61,81,48,All
Craig Levin,,,,,,,,,,40,303,81,157,161,223,325,38,131,190,125,210,180,91,60,128,114,70,58,All
