col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Helen Gym,Derek S Green,Justin Diberardinis,Isaiah Thomas,Allan Domb,Erika Almirón,Katherine Gilmore Richardson,Eryn Santamoor,Adrián Rivera-reyes,Sandra Dungee Glenn,Deja Lynn Alvarez,Ethelind Baylor,Willie Floyd Singletary,Asa Khalif,Latrice Y Bryant,Fareed Abdullah,Fernando Treviño,Ogbonna Paul Hagins,Beth Finn,Billy Thompson,Edwin Santana,Mark Ross,Wayne Allen,Hena Veit,Joseph A Diorio,Bobbie Curry,Vinny Black,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Kahlil Williams,Omar Sabir,Lisa Deeley,Jen Devor,Carla Cain,Marwan Kreidie,Annette Thompson,Dennis Lee,Luigi Borda,Robin Trent,Lewis Harris Jr,Moira Bohannon,Warren Bloom,All
Helen Gym,63,"1,973","1,641","1,172","1,027","1,424",963,804,627,446,438,321,253,209,188,173,246,232,226,120,57,50,58,70,47,37,34,30,19,0,"1,606","1,089",937,994,469,522,253,162,171,97,59,82,47,All
Derek S Green,,25,"1,440","1,380","1,081",819,810,577,221,561,151,378,108,164,157,193,108,50,90,98,63,49,55,18,24,26,29,23,29,0,"1,380","1,093",923,630,435,196,186,138,86,81,58,32,42,All
Justin Diberardinis,,,11,837,514,976,449,525,232,316,128,354,31,64,53,46,94,28,79,23,26,16,14,11,22,17,12,8,3,0,"1,127",443,622,824,242,231,82,73,100,36,23,43,15,All
Isaiah Thomas,,,,16,723,427,517,300,177,506,103,370,120,155,148,173,61,47,57,93,41,55,54,20,33,21,23,26,25,0,824,951,728,229,270,140,181,126,63,72,57,18,35,All
Allan Domb,,,,,18,164,395,439,119,260,95,73,102,119,81,134,91,44,82,71,42,36,37,26,43,22,33,30,20,0,717,629,497,160,274,126,150,103,41,59,50,20,35,All
Erika Almirón,,,,,,7,406,328,240,116,167,197,21,79,68,44,142,32,99,39,14,9,23,28,8,13,6,10,6,0,906,201,279,802,179,215,77,66,108,36,14,34,10,All
Katherine Gilmore Richardson,,,,,,,5,327,102,225,57,58,39,70,109,70,120,38,93,54,35,32,22,24,15,16,9,11,14,1,525,452,431,323,209,121,125,86,40,51,30,30,21,All
Eryn Santamoor,,,,,,,,5,148,86,90,50,32,45,55,38,150,34,79,22,19,20,10,30,17,17,9,7,6,0,625,217,269,314,161,170,86,50,55,26,13,29,10,All
Adrián Rivera-reyes,,,,,,,,,7,60,328,54,211,57,66,50,89,192,75,46,18,18,16,34,28,20,10,13,10,0,266,347,240,144,143,284,100,53,46,23,12,28,11,All
Sandra Dungee Glenn,,,,,,,,,,3,38,226,29,85,80,51,27,12,68,45,34,15,17,20,16,9,10,10,10,0,264,492,337,51,156,51,85,81,16,35,17,20,18,All
Deja Lynn Alvarez,,,,,,,,,,,2,39,186,66,62,40,48,177,62,22,15,19,20,26,26,13,12,8,3,0,183,291,188,81,113,202,70,28,37,20,21,24,5,All
Ethelind Baylor,,,,,,,,,,,,2,10,21,31,27,19,17,27,16,15,11,13,3,4,3,4,3,4,0,163,280,235,87,159,59,41,25,37,20,10,19,5,All
Willie Floyd Singletary,,,,,,,,,,,,,5,29,34,44,25,147,16,33,6,15,17,10,14,14,11,10,9,0,79,300,152,4,50,136,63,23,6,13,22,1,15,All
Asa Khalif,,,,,,,,,,,,,,0,54,109,28,21,34,21,22,14,15,18,7,15,9,11,8,0,204,185,52,48,75,35,51,24,18,14,14,13,13,All
Latrice Y Bryant,,,,,,,,,,,,,,,1,47,22,21,42,21,24,18,18,18,7,21,9,17,8,0,118,156,111,28,89,37,84,35,16,26,10,18,18,All
Fareed Abdullah,,,,,,,,,,,,,,,,2,15,13,11,23,29,13,20,14,12,10,15,16,11,0,146,221,69,12,82,18,53,34,13,18,26,13,10,All
Fernando Treviño,,,,,,,,,,,,,,,,,2,20,15,12,17,8,5,12,20,4,9,5,4,0,187,72,59,120,57,60,28,25,29,4,5,12,8,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,4,16,12,8,9,6,11,12,6,2,7,6,0,61,171,95,17,38,137,28,26,5,8,9,10,3,All
Beth Finn,,,,,,,,,,,,,,,,,,,0,10,4,12,11,23,10,10,9,4,4,0,98,66,95,69,84,47,60,18,19,18,8,29,14,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,0,12,16,16,9,16,16,18,7,9,0,76,112,49,6,35,27,57,47,6,18,14,4,5,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,0,7,6,5,9,8,7,5,0,0,56,62,19,9,35,13,19,20,9,11,4,4,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,2,15,4,6,14,11,9,5,0,32,48,24,8,41,16,21,20,6,12,14,2,9,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,1,4,8,5,5,8,2,0,43,59,27,6,22,19,24,10,10,10,11,5,6,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,0,13,6,6,2,4,0,16,42,36,10,30,27,30,9,6,11,4,7,2,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,1,5,9,7,4,0,25,35,23,5,32,24,14,20,13,8,10,4,5,All
