col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
,District Council 5th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Darrell L Clarke,Helen Gym,Allan Domb,Eryn Santamoor,Justin Diberardinis,Derek S Green,Erika Almirón,Katherine Gilmore Richardson,Adrián Rivera-reyes,Isaiah Thomas,Deja Lynn Alvarez,Beth Finn,Fernando Treviño,Sandra Dungee Glenn,Ethelind Baylor,Willie Floyd Singletary,Ogbonna Paul Hagins,Asa Khalif,Hena Veit,Billy Thompson,Joseph A Diorio,Latrice Y Bryant,Fareed Abdullah,Edwin Santana,Mark Ross,Bobbie Curry,Devon Cade,Vinny Black,Wayne Allen,Wayne Edmund Dorsey,Sherrie Cohen,All
Darrell L Clarke,48,"2,000","1,391","1,411","1,196","1,121",622,547,474,384,314,312,267,200,127,120,112,95,81,73,73,79,74,51,42,44,39,34,32,13,0,All
Helen Gym,,36,"1,345","1,460","1,287","1,094",693,508,406,338,253,270,267,153,128,80,96,63,60,45,46,41,45,23,27,25,27,15,16,4,0,All
Allan Domb,,,93,"1,162",979,938,199,263,137,194,82,159,121,96,32,33,21,25,33,43,56,21,26,28,36,23,24,26,22,9,0,All
Eryn Santamoor,,,,14,"1,035",952,382,399,197,162,104,148,232,77,29,18,25,20,31,21,19,31,13,18,15,15,11,13,16,2,0,All
Justin Diberardinis,,,,,6,889,346,181,197,281,94,97,95,58,87,11,27,15,13,13,33,15,19,11,22,10,11,10,8,3,0,All
Derek S Green,,,,,,2,208,241,110,220,82,64,57,53,27,15,16,22,7,23,11,13,24,13,9,10,9,6,9,5,0,All
Erika Almirón,,,,,,,1,230,146,163,93,107,140,63,96,5,16,27,25,5,4,26,9,11,3,9,4,1,1,1,0,All
Katherine Gilmore Richardson,,,,,,,,1,75,87,48,97,144,75,29,7,16,20,23,12,7,18,13,13,9,6,14,6,5,1,0,All
Adrián Rivera-reyes,,,,,,,,,8,70,177,73,74,30,26,56,73,30,14,17,17,19,18,16,10,8,7,9,7,3,0,All
Isaiah Thomas,,,,,,,,,,0,37,30,31,45,79,16,11,23,12,18,3,11,22,8,3,2,12,7,5,3,0,All
Deja Lynn Alvarez,,,,,,,,,,,5,47,38,18,22,53,69,24,20,9,9,18,5,14,6,5,1,8,3,2,0,All
Beth Finn,,,,,,,,,,,,2,22,58,17,11,16,17,27,19,18,19,12,10,18,15,3,10,9,2,0,All
Fernando Treviño,,,,,,,,,,,,,1,11,11,4,7,9,5,9,10,9,14,13,4,5,4,6,5,2,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,0,13,6,2,15,17,13,10,16,6,6,6,9,6,5,2,2,0,All
Ethelind Baylor,,,,,,,,,,,,,,,0,0,3,5,10,6,1,5,4,2,1,2,3,1,1,2,0,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,1,46,8,6,10,7,6,5,2,4,4,3,3,6,3,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,2,8,6,0,0,2,5,4,0,3,0,2,0,3,0,All
Asa Khalif,,,,,,,,,,,,,,,,,,1,8,4,3,13,21,4,4,2,2,4,3,0,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,0,5,5,9,3,2,5,5,3,5,1,2,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,2,11,4,9,5,4,8,3,5,8,4,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,0,3,2,5,7,8,6,11,3,0,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,0,8,5,1,5,4,3,2,0,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,1,8,5,3,6,4,2,1,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,0,0,5,1,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,2,12,3,4,4,1,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,5,0,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,0,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,679","2,554","1,905","1,818","1,590","1,372",800,674,582,501,380,372,356,234,168,134,133,106,94,91,91,85,84,64,64,56,49,47,40,17,0,All
,District Council 5th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
,Darrell L Clarke,Helen Gym,Allan Domb,Eryn Santamoor,Justin Diberardinis,Derek S Green,Erika Almirón,Katherine Gilmore Richardson,Isaiah Thomas,Beth Finn,Adrián Rivera-reyes,Deja Lynn Alvarez,Sandra Dungee Glenn,Fernando Treviño,Ethelind Baylor,Joseph A Diorio,Willie Floyd Singletary,Billy Thompson,Mark Ross,Ogbonna Paul Hagins,Asa Khalif,Bobbie Curry,Devon Cade,Fareed Abdullah,Wayne Allen,Edwin Santana,Hena Veit,Latrice Y Bryant,Vinny Black,Wayne Edmund Dorsey,Sherrie Cohen,8
Darrell L Clarke,2,106,99,91,80,83,34,34,24,21,18,13,21,11,7,6,6,5,4,3,4,3,3,3,2,2,2,2,1,1,0,8
Helen Gym,,1,76,88,83,74,45,29,18,19,10,12,13,10,13,2,3,1,3,4,4,1,2,1,2,1,1,0,0,0,0,8
Allan Domb,,,6,85,70,66,15,25,13,15,9,8,13,9,3,5,2,2,3,2,1,1,3,2,3,1,0,0,0,1,0,8
Eryn Santamoor,,,,0,76,69,26,21,11,12,8,9,7,12,5,2,2,1,1,2,2,1,1,1,3,1,0,1,1,0,0,8
Justin Diberardinis,,,,,0,72,28,15,21,7,3,4,6,6,6,2,0,1,2,2,0,0,1,1,1,2,0,0,0,0,0,8
Derek S Green,,,,,,0,17,20,19,8,3,4,7,2,3,0,2,3,2,0,2,1,0,2,2,1,0,0,0,0,0,8
Erika Almirón,,,,,,,0,10,11,5,6,5,4,8,8,0,1,1,0,2,1,1,0,0,0,0,2,1,0,0,0,8
Katherine Gilmore Richardson,,,,,,,,0,8,8,2,2,7,7,3,0,0,3,0,0,0,1,1,1,0,0,1,0,0,0,0,8
Isaiah Thomas,,,,,,,,,0,3,2,3,5,2,6,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,8
Beth Finn,,,,,,,,,,0,5,1,4,0,0,2,1,1,2,0,1,1,0,1,0,0,2,1,0,0,0,8
Adrián Rivera-reyes,,,,,,,,,,,0,6,2,3,1,1,2,1,2,2,1,1,1,0,0,0,1,2,1,0,0,8
Deja Lynn Alvarez,,,,,,,,,,,,1,3,2,3,1,2,0,0,2,2,0,0,0,1,0,0,0,0,0,0,8
Sandra Dungee Glenn,,,,,,,,,,,,,0,0,0,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,8
Fernando Treviño,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,8
