col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Jennifer Schultz,Joshua Roberts,Craig Levin,Jon Marshall,Carmella Jacquinto,James C Crumlish,Wendi Barish,Nicola Serianni,Anthony Kyriakakis,Tiffany Palmer,Cateria R Mccabe,Henry Mcgregor Sias,Sherman Toppin,Leon Goodman,Beth Grossman,Kendra Mccrae,Vicki Markovitz,Kay Yu,Laurie Dow,Janine D Momasso,Terri M Booker,Chris Hall,Robert Trimble,James F Berardinelli,Gregory Weyer,Adrián Rivera-reyes,Helen Gym,Deja Lynn Alvarez,Allan Domb,Willie Floyd Singletary,Isaiah Thomas,Fernando Treviño,Erika Almirón,Katherine Gilmore Richardson,Derek S Green,Ogbonna Paul Hagins,Justin Diberardinis,Edwin Santana,Eryn Santamoor,Beth Finn,Latrice Y Bryant,Sandra Dungee Glenn,Joseph A Diorio,Billy Thompson,Fareed Abdullah,Ethelind Baylor,Hena Veit,Asa Khalif,Wayne Allen,Devon Cade,Bobbie Curry,Vinny Black,Wayne Edmund Dorsey,Mark Ross,Sherrie Cohen,All
Jennifer Schultz,13,84,83,72,28,36,30,55,10,39,21,20,12,22,23,18,20,12,12,12,10,7,7,6,3,144,118,102,27,64,37,29,36,32,27,52,23,17,18,24,13,13,6,6,5,4,6,3,5,4,4,2,4,2,0,All
Joshua Roberts,,28,59,66,35,53,26,32,40,17,29,36,36,18,13,6,5,3,8,6,8,11,4,6,1,99,109,90,42,61,50,18,20,41,40,47,16,8,7,3,4,5,7,5,8,2,5,5,4,6,4,3,2,1,0,All
Craig Levin,,,8,60,10,12,10,15,2,11,7,3,11,10,6,6,8,7,4,8,8,6,6,2,1,77,63,69,19,54,10,13,3,4,5,43,2,8,9,3,5,1,8,5,5,2,4,3,4,2,3,2,1,0,0,All
Jon Marshall,,,,4,5,12,13,15,5,7,8,0,6,11,11,5,2,1,3,2,7,7,3,3,2,65,64,66,14,52,8,12,3,3,7,37,2,5,6,3,4,0,5,2,3,2,7,3,2,2,2,0,3,1,0,All
Carmella Jacquinto,,,,,9,11,18,17,36,23,35,28,32,13,16,16,15,8,12,13,6,5,7,2,1,39,44,27,39,5,35,24,20,34,29,1,9,21,10,13,7,11,4,4,2,3,3,3,2,4,2,4,2,0,0,All
James C Crumlish,,,,,,4,23,31,28,18,1,24,7,18,9,4,8,5,5,3,5,3,9,3,0,23,18,22,15,9,28,18,18,25,23,5,20,5,13,4,5,3,9,7,5,2,6,0,3,3,2,1,1,1,0,All
Wendi Barish,,,,,,,0,17,14,23,9,15,7,13,17,19,11,12,8,12,10,6,9,5,3,32,37,29,18,11,16,19,20,15,12,2,13,7,11,13,10,10,8,8,6,3,8,1,4,3,4,2,2,2,0,All
Nicola Serianni,,,,,,,,1,5,24,11,12,8,16,12,6,9,3,8,7,5,7,7,6,2,31,30,26,17,15,25,15,20,18,17,13,16,10,12,9,6,3,8,5,3,3,8,3,1,5,2,5,3,1,0,All
Anthony Kyriakakis,,,,,,,,,1,12,31,36,24,4,6,9,2,10,3,4,3,3,1,0,1,9,41,14,33,1,34,6,16,29,28,0,11,5,9,4,5,5,4,3,1,3,2,1,0,2,1,0,0,1,0,All
Tiffany Palmer,,,,,,,,,,0,14,22,5,9,19,15,12,19,10,10,10,10,5,2,0,30,29,22,13,4,25,19,38,25,24,1,27,16,5,12,9,11,1,4,6,3,3,5,7,3,1,3,3,1,0,All
Cateria R Mccabe,,,,,,,,,,,1,28,34,8,8,9,7,4,6,8,6,4,6,5,1,17,44,17,35,9,31,8,14,33,29,1,8,9,5,9,6,8,1,8,1,2,3,2,2,2,4,2,1,0,0,All
Henry Mcgregor Sias,,,,,,,,,,,,0,27,4,4,5,3,10,3,0,1,1,6,7,4,14,30,10,29,3,41,7,25,38,40,0,21,5,3,3,3,3,2,2,2,0,0,0,1,1,3,2,0,0,0,All
