col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,All
,Helen Gym,Erika Almirón,Isaiah Thomas,Justin Diberardinis,Derek S Green,Adrián Rivera-reyes,Ethelind Baylor,Allan Domb,Eryn Santamoor,Katherine Gilmore Richardson,Deja Lynn Alvarez,Sandra Dungee Glenn,Beth Finn,Willie Floyd Singletary,Fernando Treviño,Asa Khalif,Ogbonna Paul Hagins,Fareed Abdullah,Billy Thompson,Latrice Y Bryant,Edwin Santana,Hena Veit,Wayne Edmund Dorsey,Joseph A Diorio,Vinny Black,Wayne Allen,Devon Cade,Mark Ross,Bobbie Curry,Sherrie Cohen,David H Conroy,Theresa Brunson,All
Helen Gym,91,"2,189","1,745","1,858",988,809,879,654,554,582,517,244,264,131,201,171,163,107,97,87,63,74,43,46,42,27,34,24,22,1,"1,898","1,215",All
Erika Almirón,,13,"1,228","1,561",454,538,814,139,342,195,308,142,167,14,129,104,40,39,23,60,22,31,19,9,9,18,17,8,4,0,"1,230",776,All
Isaiah Thomas,,,14,"1,108",663,268,702,441,174,364,122,175,74,67,41,103,43,91,60,41,68,24,26,24,25,25,39,17,11,0,"1,038",724,All
Justin Diberardinis,,,,10,490,379,685,245,385,126,195,88,114,13,81,41,28,14,7,15,19,8,16,16,10,5,7,7,5,0,"1,129",552,All
Derek S Green,,,,,11,118,84,455,208,357,119,88,35,27,42,69,22,50,41,19,25,6,21,11,14,16,7,11,6,1,741,295,All
Adrián Rivera-reyes,,,,,,18,134,93,174,94,335,67,103,107,72,85,127,39,33,46,28,31,18,23,17,15,11,9,5,0,532,414,All
Ethelind Baylor,,,,,,,2,51,39,41,73,26,40,4,11,11,7,10,6,19,12,6,5,4,4,5,2,2,1,0,381,389,All
Allan Domb,,,,,,,,46,204,271,55,82,46,48,51,44,16,62,48,23,37,19,29,26,28,18,23,12,10,1,457,287,All
Eryn Santamoor,,,,,,,,,4,141,96,87,61,27,88,14,20,27,19,22,20,21,7,12,9,6,9,4,8,0,390,234,All
Katherine Gilmore Richardson,,,,,,,,,,3,58,98,66,25,66,38,19,36,34,38,14,27,12,10,11,10,10,7,5,0,405,246,All
Deja Lynn Alvarez,,,,,,,,,,,10,39,79,106,49,78,114,27,24,43,18,29,8,12,11,9,3,4,8,0,325,308,All
Sandra Dungee Glenn,,,,,,,,,,,,6,39,11,16,36,14,23,16,21,52,21,17,15,14,7,6,6,0,0,102,243,All
Beth Finn,,,,,,,,,,,,,2,9,35,26,10,13,10,24,10,30,7,8,8,13,4,4,3,0,123,175,All
Willie Floyd Singletary,,,,,,,,,,,,,,22,9,14,73,25,32,15,5,5,12,14,15,13,6,4,6,0,99,147,All
Fernando Treviño,,,,,,,,,,,,,,,2,19,14,15,15,13,16,10,4,13,1,9,5,3,4,0,149,95,All
Asa Khalif,,,,,,,,,,,,,,,,2,10,52,11,25,11,18,7,10,15,11,5,5,6,0,70,162,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,8,11,14,4,5,10,6,5,5,4,2,3,6,0,108,91,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,4,14,24,15,9,7,6,12,8,8,3,4,0,44,138,All
Billy Thompson,,,,,,,,,,,,,,,,,,,8,11,7,12,10,17,10,6,6,7,7,1,55,82,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,0,10,21,10,10,7,4,4,7,5,0,42,112,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,2,5,3,9,2,4,4,3,3,0,32,87,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,1,3,7,7,0,1,2,0,0,30,76,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,10,5,4,2,3,5,1,0,33,44,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,1,12,3,6,9,5,0,38,45,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,0,11,5,6,8,0,29,42,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,2,2,0,23,36,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,28,30,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,16,23,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10,23,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,All
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,All
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,All
Total,"3,810","2,432","2,118","2,063","1,201","1,099",960,958,750,734,732,422,344,298,276,273,243,213,176,167,145,119,100,97,83,70,67,46,39,1,"2,284","1,764",All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,1
,Helen Gym,Erika Almirón,Justin Diberardinis,Isaiah Thomas,Ethelind Baylor,Adrián Rivera-reyes,Derek S Green,Allan Domb,Deja Lynn Alvarez,Eryn Santamoor,Beth Finn,Fernando Treviño,Katherine Gilmore Richardson,Sandra Dungee Glenn,Asa Khalif,Hena Veit,Fareed Abdullah,Latrice Y Bryant,Edwin Santana,Ogbonna Paul Hagins,Vinny Black,Billy Thompson,Joseph A Diorio,Wayne Allen,Willie Floyd Singletary,Devon Cade,Mark Ross,Wayne Edmund Dorsey,Bobbie Curry,Sherrie Cohen,David H Conroy,Theresa Brunson,1
Helen Gym,1,212,188,162,78,62,64,36,29,32,34,27,27,12,10,8,5,5,3,6,2,3,3,2,4,1,2,1,2,0,178,74,1
Erika Almirón,,3,157,140,71,44,40,12,20,21,30,24,16,7,5,6,2,4,2,2,0,0,0,1,0,2,1,0,0,0,139,62,1
Justin Diberardinis,,,0,124,58,41,44,14,12,20,21,14,8,5,4,2,3,2,1,2,2,0,1,1,0,1,1,1,0,0,129,44,1
Isaiah Thomas,,,,0,69,23,42,19,10,8,9,10,13,3,3,2,3,1,1,0,3,2,0,1,0,1,2,2,0,0,114,40,1
Ethelind Baylor,,,,,1,10,6,4,2,2,2,2,2,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,41,27,1
Adrián Rivera-reyes,,,,,,0,10,7,19,12,11,8,5,3,6,3,3,5,3,4,0,0,0,1,4,1,0,0,0,0,43,27,1
Derek S Green,,,,,,,0,16,3,12,2,4,13,4,4,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,53,11,1
Allan Domb,,,,,,,,0,7,8,5,10,11,4,3,3,1,0,2,0,2,1,1,0,0,0,0,2,1,0,29,12,1
Deja Lynn Alvarez,,,,,,,,,0,5,6,4,2,4,5,2,3,3,4,4,1,3,0,1,4,1,0,0,1,0,17,21,1
Eryn Santamoor,,,,,,,,,,0,4,7,7,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,26,11,1
Beth Finn,,,,,,,,,,,0,10,3,5,1,2,1,4,0,0,1,0,1,0,0,1,0,1,0,0,19,19,1
Fernando Treviño,,,,,,,,,,,,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,6,1
Katherine Gilmore Richardson,,,,,,,,,,,,,0,0,1,2,0,0,0,1,0,2,0,2,0,1,0,0,0,0,20,8,1
Sandra Dungee Glenn,,,,,,,,,,,,,,0,2,2,2,1,0,0,4,0,1,1,0,1,1,2,0,0,3,10,1
Asa Khalif,,,,,,,,,,,,,,,0,0,2,1,1,0,0,0,0,2,0,0,0,0,1,0,5,7,1
Hena Veit,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1
Fareed Abdullah,,,,,,,,,,,,,,,,,0,0,0,0,1,2,0,1,0,0,1,0,0,0,2,6,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,1
