col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Dennis Lee,Carla Cain,Jen Devor,Lewis Harris Jr,Robin Trent,Luigi Borda,Warren Bloom,Moira Bohannon,Isaiah Thomas,Helen Gym,Derek S Green,Allan Domb,Justin Diberardinis,Sandra Dungee Glenn,Katherine Gilmore Richardson,Adrián Rivera-reyes,Ethelind Baylor,Willie Floyd Singletary,Deja Lynn Alvarez,Billy Thompson,Erika Almirón,Fareed Abdullah,Ogbonna Paul Hagins,Latrice Y Bryant,Asa Khalif,Eryn Santamoor,Wayne Allen,Mark Ross,Fernando Treviño,Joseph A Diorio,Beth Finn,Hena Veit,Edwin Santana,Bobbie Curry,Vinny Black,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,All
Omar Sabir,62,590,234,83,66,50,26,4,17,13,8,6,6,810,568,694,381,396,465,287,202,304,194,185,144,74,172,124,99,112,67,70,58,37,42,25,25,34,25,20,16,8,1,All
Lisa Deeley,,24,28,52,43,14,14,0,3,7,4,3,5,518,337,463,211,325,341,171,125,262,93,113,81,44,49,78,52,28,53,30,24,18,20,31,22,9,9,9,6,7,1,All
Kahlil Williams,,,5,59,51,53,14,76,19,8,6,11,1,290,379,319,210,187,141,162,72,35,54,43,85,169,111,28,83,87,67,54,20,26,12,21,11,21,16,15,11,12,0,All
Marwan Kreidie,,,,11,8,10,8,1,0,2,5,0,0,47,182,73,45,62,22,25,147,9,94,100,23,56,10,78,13,9,32,16,6,19,18,13,8,3,9,4,7,1,0,All
Annette Thompson,,,,,4,6,10,2,4,6,4,4,2,93,95,72,70,35,50,61,36,18,45,24,41,27,33,12,47,30,23,18,9,12,15,29,15,12,6,11,6,7,0,All
Dennis Lee,,,,,,0,13,0,3,1,6,1,3,100,90,52,57,20,63,75,17,13,19,18,61,12,22,10,21,10,14,15,23,16,15,7,9,12,7,4,5,1,1,All
Carla Cain,,,,,,,3,0,2,3,5,4,1,40,50,37,46,20,27,30,20,12,13,18,8,20,15,2,17,16,19,10,6,12,11,13,8,5,4,4,4,1,0,All
Jen Devor,,,,,,,,0,2,4,2,0,0,22,78,52,18,58,9,14,11,3,3,8,1,66,7,2,5,7,9,4,3,5,0,1,2,1,1,1,0,3,0,All
Lewis Harris Jr,,,,,,,,,1,1,1,2,0,29,18,21,19,11,8,15,9,8,10,7,7,5,13,8,8,10,4,11,7,3,5,3,3,3,2,9,1,8,0,All
Robin Trent,,,,,,,,,,0,1,1,3,30,23,15,18,8,14,19,13,6,9,7,11,10,9,0,9,6,9,8,3,3,5,2,3,3,3,3,2,3,0,All
Luigi Borda,,,,,,,,,,,1,2,0,16,24,8,12,11,4,11,10,6,11,11,10,11,0,5,5,2,11,5,6,6,7,3,5,5,5,4,2,1,0,All
