col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Judge Of The Court Of Common Pleas - Republican,Council At Large - Republican,,,,,,,All
,Beth Grossman,Matt Wolfe,Al Taubenberger,Dan Tinney,David Oh,Bill Heeney,Drew Murray,Irina M Goldstein,All
Beth Grossman,10,286,253,229,187,185,122,95,All
Matt Wolfe,,17,226,213,152,173,105,75,All
Al Taubenberger,,,3,202,123,166,81,61,All
Dan Tinney,,,,3,115,171,84,56,All
David Oh,,,,,10,82,98,64,All
Bill Heeney,,,,,,3,49,37,All
Drew Murray,,,,,,,3,51,All
Irina M Goldstein,,,,,,,,2,All
Total,388,335,287,264,213,209,140,107,All
,Judge Of The Court Of Common Pleas - Republican,Council At Large - Republican,,,,,,,1
,Beth Grossman,Al Taubenberger,Matt Wolfe,Dan Tinney,Bill Heeney,David Oh,Drew Murray,Irina M Goldstein,1
Beth Grossman,0,14,14,13,12,10,8,7,1
Al Taubenberger,,0,11,11,9,6,7,5,1
Matt Wolfe,,,0,8,8,6,6,5,1
Dan Tinney,,,,0,8,4,6,4,1
Bill Heeney,,,,,0,5,4,5,1
David Oh,,,,,,1,5,4,1
Drew Murray,,,,,,,1,5,1
Irina M Goldstein,,,,,,,,0,1
Total,22,15,15,14,12,12,10,8,1
,Judge Of The Court Of Common Pleas - Republican,Council At Large - Republican,,,,,,,2
,Beth Grossman,Dan Tinney,Matt Wolfe,Al Taubenberger,David Oh,Bill Heeney,Drew Murray,Irina M Goldstein,2
Beth Grossman,0,14,15,10,10,9,6,4,2
Dan Tinney,,0,14,12,8,10,9,2,2
Matt Wolfe,,,0,11,10,9,5,2,2
Al Taubenberger,,,,0,5,7,4,1,2
David Oh,,,,,0,4,5,3,2
Bill Heeney,,,,,,0,3,2,2
Drew Murray,,,,,,,0,1,2
Irina M Goldstein,,,,,,,,0,2
Total,18,18,17,12,11,10,9,4,2
,Judge Of The Court Of Common Pleas - Republican,Council At Large - Republican,,,,,,,3
,Beth Grossman,Matt Wolfe,Dan Tinney,Al Taubenberger,Bill Heeney,David Oh,Drew Murray,Irina M Goldstein,3
Beth Grossman,1,15,11,9,9,8,8,4,3
Matt Wolfe,,0,11,9,7,7,7,5,3
Dan Tinney,,,0,9,5,7,5,6,3
Al Taubenberger,,,,1,6,5,2,2,3
Bill Heeney,,,,,0,5,3,0,3
David Oh,,,,,,1,5,2,3
Drew Murray,,,,,,,0,3,3
Irina M Goldstein,,,,,,,,0,3
Total,18,16,13,11,9,9,8,6,3
,Judge Of The Court Of Common Pleas - Republican,Council At Large - Republican,,,,,,,4
,Beth Grossman,Al Taubenberger,Matt Wolfe,Dan Tinney,David Oh,Drew Murray,Bill Heeney,Irina M Goldstein,4
Beth Grossman,0,8,6,5,6,4,3,3,4
Al Taubenberger,,0,6,5,4,2,3,2,4
Matt Wolfe,,,0,6,2,2,2,2,4
Dan Tinney,,,,0,2,2,2,2,4
David Oh,,,,,0,3,1,2,4
Drew Murray,,,,,,0,0,2,4
Bill Heeney,,,,,,,0,0,4
Irina M Goldstein,,,,,,,,0,4
Total,10,8,7,6,6,4,3,3,4
,Judge Of The Court Of Common Pleas - Republican,Council At Large - Republican,,,,,,,5
,Beth Grossman,Dan Tinney,Matt Wolfe,Al Taubenberger,David Oh,Bill Heeney,Drew Murray,Irina M Goldstein,5
Beth Grossman,0,9,8,7,8,6,4,3,5
Dan Tinney,,1,6,5,6,5,3,2,5
Matt Wolfe,,,1,6,6,5,4,2,5
Al Taubenberger,,,,0,5,5,2,2,5
David Oh,,,,,0,4,3,2,5
Bill Heeney,,,,,,1,2,2,5
Drew Murray,,,,,,,0,2,5
Irina M Goldstein,,,,,,,,0,5
Total,12,10,10,8,8,7,4,3,5
,Judge Of The Court Of Common Pleas - Republican,Council At Large - Republican,,,,,,,6
,Beth Grossman,Dan Tinney,Matt Wolfe,David Oh,Al Taubenberger,Bill Heeney,Irina M Goldstein,Drew Murray,6
Beth Grossman,0,5,4,5,3,3,4,3,6
Dan Tinney,,0,4,4,3,3,3,3,6
Matt Wolfe,,,1,4,3,3,3,2,6
David Oh,,,,0,3,3,4,2,6
Al Taubenberger,,,,,0,3,3,0,6
Bill Heeney,,,,,,0,2,1,6
Irina M Goldstein,,,,,,,0,1,6
Drew Murray,,,,,,,,0,6
Total,6,6,6,5,4,4,4,3,6
,Judge Of The Court Of Common Pleas - Republican,Council At Large - Republican,,,,,,,7
,Beth Grossman,Matt Wolfe,Al Taubenberger,Bill Heeney,Dan Tinney,David Oh,Drew Murray,Irina M Goldstein,7
Beth Grossman,0,6,5,4,4,3,1,1,7
Matt Wolfe,,0,5,4,4,3,1,1,7
Al Taubenberger,,,0,4,4,3,1,1,7
Bill Heeney,,,,0,4,2,0,0,7
Dan Tinney,,,,,0,2,0,0,7
David Oh,,,,,,0,1,1,7
Drew Murray,,,,,,,0,1,7
Irina M Goldstein,,,,,,,,0,7
Total,6,6,5,4,4,3,1,1,7
,Council At Large - Republican,,,,,,,Judge Of The Court Of Common Pleas - Republican,8
,Matt Wolfe,Al Taubenberger,Dan Tinney,Bill Heeney,David Oh,Drew Murray,Irina M Goldstein,Beth Grossman,8
Matt Wolfe,4,8,5,4,2,2,1,10,8
Al Taubenberger,,0,5,4,4,2,1,9,8
Dan Tinney,,,0,4,1,1,1,5,8
Bill Heeney,,,,0,1,0,0,4,8
David Oh,,,,,0,1,0,3,8
Drew Murray,,,,,,0,1,2,8
Irina M Goldstein,,,,,,,0,1,8
Beth Grossman,,,,,,,,0,8
Total,14,10,5,4,4,2,1,11,8
,Judge Of The Court Of Common Pleas - Republican,Council At Large - Republican,,,,,,,9
,Beth Grossman,Matt Wolfe,Al Taubenberger,Dan Tinney,Bill Heeney,David Oh,Irina M Goldstein,Drew Murray,9
Beth Grossman,1,14,13,8,6,7,7,2,9
Matt Wolfe,,1,10,8,6,6,6,2,9
Al Taubenberger,,,0,7,6,5,5,2,9
Dan Tinney,,,,0,6,3,3,1,9
Bill Heeney,,,,,0,1,2,0,9
David Oh,,,,,,0,5,2,9
Irina M Goldstein,,,,,,,0,1,9
Drew Murray,,,,,,,,0,9
Total,18,15,14,8,7,7,7,2,9
,Judge Of The Court Of Common Pleas - Republican,Council At Large - Republican,,,,,,,10
,Beth Grossman,Matt Wolfe,Bill Heeney,Dan Tinney,Al Taubenberger,David Oh,Irina M Goldstein,Drew Murray,10
Beth Grossman,0,14,15,13,10,9,6,5,10
Matt Wolfe,,1,14,12,10,7,4,5,10
Bill Heeney,,,0,14,10,6,3,4,10
Dan Tinney,,,,0,9,5,3,3,10
Al Taubenberger,,,,,1,2,4,2,10
David Oh,,,,,,0,5,5,10
Irina M Goldstein,,,,,,,0,2,10
Drew Murray,,,,,,,,0,10
Total,19,17,16,14,13,10,8,6,10
,Judge Of The Court Of Common Pleas - Republican,Council At Large - Republican,,,,,,,11
,Beth Grossman,Matt Wolfe,David Oh,Bill Heeney,Al Taubenberger,Dan Tinney,Drew Murray,Irina M Goldstein,11
Beth Grossman,1,9,5,5,4,4,2,2,11
Matt Wolfe,,0,5,4,3,3,2,2,11
David Oh,,,1,3,2,2,1,1,11
Bill Heeney,,,,0,4,4,1,2,11
Al Taubenberger,,,,,0,3,0,2,11
Dan Tinney,,,,,,0,1,1,11
Drew Murray,,,,,,,0,0,11
Irina M Goldstein,,,,,,,,0,11
Total,11,9,6,5,4,4,2,2,11
,Judge Of The Court Of Common Pleas - Republican,Council At Large - Republican,,,,,,,12
,Beth Grossman,Al Taubenberger,Matt Wolfe,Dan Tinney,Bill Heeney,Drew Murray,David Oh,Irina M Goldstein,12
Beth Grossman,1,9,11,8,6,3,4,1,12
Al Taubenberger,,1,10,8,7,3,1,1,12
Matt Wolfe,,,0,9,7,3,2,1,12
Dan Tinney,,,,0,6,2,2,1,12
Bill Heeney,,,,,0,1,0,1,12
Drew Murray,,,,,,1,2,1,12
David Oh,,,,,,,0,0,12
Irina M Goldstein,,,,,,,,0,12
Total,14,12,12,10,7,5,4,2,12
,Judge Of The Court Of Common Pleas - Republican,Council At Large - Republican,,,,,,,13
,Beth Grossman,Al Taubenberger,Bill Heeney,Dan Tinney,David Oh,Drew Murray,Matt Wolfe,Irina M Goldstein,13
Beth Grossman,0,3,2,1,0,1,1,0,13
Al Taubenberger,,0,1,1,0,0,1,0,13
Bill Heeney,,,0,1,0,1,1,0,13
Dan Tinney,,,,0,0,0,1,0,13
David Oh,,,,,1,0,0,0,13
Drew Murray,,,,,,0,0,0,13
Matt Wolfe,,,,,,,0,0,13
Irina M Goldstein,,,,,,,,0,13
Total,4,3,2,1,1,1,1,0,13
,Judge Of The Court Of Common Pleas - Republican,Council At Large - Republican,,,,,,,14
,Beth Grossman,Dan Tinney,Matt Wolfe,Al Taubenberger,Bill Heeney,David Oh,Drew Murray,Irina M Goldstein,14
Beth Grossman,1,5,5,3,3,3,3,3,14
Dan Tinney,,0,4,2,3,1,3,2,14
Matt Wolfe,,,0,2,3,1,2,2,14
Al Taubenberger,,,,0,2,1,0,1,14
Bill Heeney,,,,,0,0,1,1,14
David Oh,,,,,,0,1,2,14
Drew Murray,,,,,,,0,2,14
Irina M Goldstein,,,,,,,,0,14
Total,9,5,5,3,3,3,3,3,14
,Council At Large - Republican,,,,,,,Judge Of The Court Of Common Pleas - Republican,15
,Al Taubenberger,Bill Heeney,Dan Tinney,David Oh,Matt Wolfe,Drew Murray,Irina M Goldstein,Beth Grossman,15
Al Taubenberger,0,2,2,2,2,0,0,2,15
Bill Heeney,,0,3,2,2,1,0,2,15
Dan Tinney,,,0,2,2,1,0,2,15
David Oh,,,,0,3,1,0,3,15
Matt Wolfe,,,,,0,1,0,3,15
Drew Murray,,,,,,0,0,1,15
Irina M Goldstein,,,,,,,0,0,15
Beth Grossman,,,,,,,,0,15
Total,3,3,3,3,3,1,0,3,15
,Judge Of The Court Of Common Pleas - Republican,Council At Large - Republican,,,,,,,16
,Beth Grossman,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Irina M Goldstein,David Oh,Drew Murray,16
Beth Grossman,1,10,9,9,7,6,5,4,16
Al Taubenberger,,0,6,9,5,4,3,3,16
Dan Tinney,,,0,5,7,3,4,1,16
Matt Wolfe,,,,0,5,3,2,2,16
Bill Heeney,,,,,0,2,2,0,16
Irina M Goldstein,,,,,,0,3,4,16
David Oh,,,,,,,0,2,16
Drew Murray,,,,,,,,0,16
Total,15,10,9,9,7,6,5,4,16
,Council At Large - Republican,,,,,,,Judge Of The Court Of Common Pleas - Republican,17
