col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Willie Floyd Singletary,Adrián Rivera-reyes,Deja Lynn Alvarez,Fareed Abdullah,Billy Thompson,Ogbonna Paul Hagins,Sandra Dungee Glenn,Latrice Y Bryant,Eryn Santamoor,Asa Khalif,Beth Finn,Erika Almirón,Joseph A Diorio,Hena Veit,Fernando Treviño,Wayne Allen,Justin Diberardinis,Mark Ross,Ethelind Baylor,Vinny Black,Bobbie Curry,Wayne Edmund Dorsey,Edwin Santana,Devon Cade,Sherrie Cohen,All
Helen Gym,142,332,310,307,244,112,106,85,42,53,77,50,28,36,35,20,40,17,21,18,12,25,14,19,10,11,9,10,9,0,All
Isaiah Thomas,,43,334,354,272,44,27,41,91,57,5,60,41,18,45,19,31,6,10,9,14,23,29,24,7,3,10,7,9,0,All
Allan Domb,,,43,323,250,37,21,22,43,41,6,53,11,34,30,9,18,9,11,8,13,11,9,7,6,5,6,9,8,0,All
Derek S Green,,,,15,264,25,14,26,40,48,4,62,25,23,34,9,24,5,4,4,9,22,4,13,9,5,7,6,4,0,All
Katherine Gilmore Richardson,,,,,6,15,15,18,18,20,4,43,17,17,13,10,14,6,4,2,10,9,2,4,8,7,4,4,5,0,All
Willie Floyd Singletary,,,,,,47,97,97,20,27,76,11,7,16,7,11,2,11,10,16,5,3,3,2,6,4,3,0,1,0,All
Adrián Rivera-reyes,,,,,,,55,86,12,14,78,5,14,7,7,11,9,14,9,13,3,1,3,2,7,5,3,4,4,0,All
Deja Lynn Alvarez,,,,,,,,48,14,19,76,6,11,13,9,7,4,11,12,15,4,4,2,2,5,4,3,4,6,0,All
Fareed Abdullah,,,,,,,,,19,16,3,11,18,8,22,6,2,1,5,5,9,2,19,4,5,3,6,6,2,0,All
Billy Thompson,,,,,,,,,,20,9,10,13,17,14,5,4,17,8,9,9,2,4,3,7,5,5,0,3,0,All
Ogbonna Paul Hagins,,,,,,,,,,,12,2,2,7,2,1,1,3,3,8,0,0,0,1,1,0,1,0,0,0,All
Sandra Dungee Glenn,,,,,,,,,,,,1,18,6,11,5,17,4,4,0,6,4,2,6,7,5,1,1,3,0,All
