col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Isaiah Thomas,Helen Gym,Derek S Green,Allan Domb,Justin Diberardinis,Sandra Dungee Glenn,Katherine Gilmore Richardson,Adrián Rivera-reyes,Ethelind Baylor,Willie Floyd Singletary,Deja Lynn Alvarez,Billy Thompson,Erika Almirón,Fareed Abdullah,Ogbonna Paul Hagins,Latrice Y Bryant,Asa Khalif,Eryn Santamoor,Wayne Allen,Mark Ross,Fernando Treviño,Joseph A Diorio,Beth Finn,Hena Veit,Edwin Santana,Bobbie Curry,Vinny Black,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,All
Isaiah Thomas,23,431,679,316,403,488,285,72,324,65,48,165,97,124,34,77,89,50,56,56,25,29,22,15,23,14,17,18,13,1,650,208,185,29,All
Helen Gym,,38,450,356,231,165,282,185,57,143,143,109,203,87,123,76,85,89,46,24,34,26,39,22,19,16,12,16,11,0,347,383,273,31,All
Derek S Green,,,6,345,471,432,247,46,310,36,25,79,141,108,27,51,74,58,41,34,21,12,17,9,16,9,10,2,9,0,590,215,121,28,All
Allan Domb,,,,26,95,109,196,60,29,67,42,68,39,93,27,54,66,76,45,28,23,26,16,14,16,17,13,15,7,0,331,158,100,20,All
Justin Diberardinis,,,,,5,329,67,24,281,12,25,37,134,26,17,29,21,39,15,15,17,11,10,4,7,3,8,3,4,1,388,127,61,21,All
Sandra Dungee Glenn,,,,,,3,120,32,276,15,18,83,34,49,8,29,42,24,22,16,11,20,19,8,17,9,4,3,3,0,396,98,83,16,All
Katherine Gilmore Richardson,,,,,,,9,44,27,38,30,80,60,44,11,48,29,46,27,22,13,17,25,13,18,10,9,9,5,1,236,115,112,15,All
Adrián Rivera-reyes,,,,,,,,7,8,130,133,25,29,27,110,30,17,36,20,11,28,22,18,13,8,4,9,8,4,1,75,199,111,14,All
Ethelind Baylor,,,,,,,,,1,7,6,16,25,12,4,7,8,4,10,7,2,3,5,2,3,0,3,2,2,0,279,38,26,7,All
Willie Floyd Singletary,,,,,,,,,,9,126,46,7,26,93,24,25,23,19,15,15,16,8,12,8,10,9,5,4,0,72,137,100,12,All
Deja Lynn Alvarez,,,,,,,,,,,10,19,29,24,102,33,18,25,13,6,15,10,11,16,6,12,5,5,5,0,48,137,106,13,All
Billy Thompson,,,,,,,,,,,,11,11,28,14,23,23,16,15,30,11,11,12,9,3,8,7,4,5,0,136,54,61,9,All
Erika Almirón,,,,,,,,,,,,,2,20,11,35,21,22,18,7,14,7,15,5,6,2,7,3,4,0,53,124,57,12,All
Fareed Abdullah,,,,,,,,,,,,,,8,9,32,63,12,21,12,9,5,4,8,10,7,4,3,4,0,96,75,67,8,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,3,10,13,8,5,6,3,1,5,6,3,3,3,2,0,0,32,102,63,6,All
Latrice Y Bryant,,,,,,,,,,,,,,,,0,28,27,32,11,4,11,16,7,8,6,11,6,5,0,79,59,45,10,All
Asa Khalif,,,,,,,,,,,,,,,,,0,7,10,7,9,2,6,6,3,10,5,3,5,0,60,60,57,7,All
Eryn Santamoor,,,,,,,,,,,,,,,,,,0,6,7,10,9,9,16,8,11,9,6,4,0,61,56,39,16,All
Wayne Allen,,,,,,,,,,,,,,,,,,,4,11,6,5,10,7,2,7,7,5,5,0,53,36,31,10,All
Mark Ross,,,,,,,,,,,,,,,,,,,,5,3,7,4,2,3,7,7,3,3,0,47,25,15,6,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,0,22,8,10,10,3,1,1,2,0,24,22,29,10,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,1,3,6,7,3,2,5,1,1,29,19,24,5,All
Beth Finn,,,,,,,,,,,,,,,,,,,,,,,2,10,2,3,6,2,5,0,28,31,16,4,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,4,3,3,0,17,27,10,7,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,0,2,0,29,13,13,1,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,16,15,9,3,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,0,22,11,8,6,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,12,9,10,4,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,14,7,4,4,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,0,0,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,All
Total,"1,201","1,178","1,059",715,655,645,539,425,379,358,330,301,290,270,218,207,194,184,154,111,93,86,84,65,59,51,50,37,35,2,"1,141",781,602,89,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
,Helen Gym,Derek S Green,Isaiah Thomas,Allan Domb,Justin Diberardinis,Erika Almirón,Katherine Gilmore Richardson,Sandra Dungee Glenn,Adrián Rivera-reyes,Latrice Y Bryant,Asa Khalif,Willie Floyd Singletary,Fareed Abdullah,Eryn Santamoor,Wayne Allen,Deja Lynn Alvarez,Ogbonna Paul Hagins,Ethelind Baylor,Beth Finn,Bobbie Curry,Fernando Treviño,Mark Ross,Vinny Black,Billy Thompson,Edwin Santana,Hena Veit,Devon Cade,Joseph A Diorio,Wayne Edmund Dorsey,Sherrie Cohen,Jewell Williams,Malika Rahman,Rochelle Bilal,Larry King Sr,1
Helen Gym,5,34,29,34,16,19,14,14,11,10,11,9,9,13,6,9,9,2,5,4,2,4,2,0,1,2,1,1,1,0,22,23,23,4,1
Derek S Green,,1,31,26,22,15,13,12,3,3,5,4,9,5,3,1,1,8,0,0,2,1,1,3,0,1,0,1,0,0,25,11,14,1,1
Isaiah Thomas,,,0,20,15,7,14,13,2,10,11,3,11,4,6,5,1,8,1,2,2,1,1,2,1,0,1,0,0,0,22,15,12,2,1
Allan Domb,,,,0,13,6,10,5,3,4,4,5,7,7,6,3,1,1,2,3,2,1,1,1,1,0,2,0,0,0,21,8,12,1,1
Justin Diberardinis,,,,,0,9,2,9,2,1,1,0,2,3,0,1,1,7,1,0,1,2,3,0,0,0,1,0,0,0,16,4,6,2,1
Erika Almirón,,,,,,0,4,5,2,5,3,1,3,1,1,3,1,0,1,1,1,2,1,1,2,1,0,1,0,0,6,9,5,3,1
Katherine Gilmore Richardson,,,,,,,0,5,1,5,1,0,2,3,4,3,0,1,2,0,0,0,1,1,1,0,0,0,0,0,9,7,7,0,1
Sandra Dungee Glenn,,,,,,,,0,0,3,5,0,6,3,1,0,1,5,3,3,0,0,0,0,1,1,0,1,1,0,14,3,6,1,1
Adrián Rivera-reyes,,,,,,,,,0,2,2,8,0,5,2,5,6,0,1,0,3,0,1,0,1,1,0,0,0,0,2,5,9,2,1
