col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Carmella Jacquinto,Anthony Kyriakakis,Jennifer Schultz,Joshua Roberts,Craig Levin,Jon Marshall,Tiffany Palmer,James C Crumlish,Nicola Serianni,Wendi Barish,Henry Mcgregor Sias,Kay Yu,Beth Grossman,Terri M Booker,Cateria R Mccabe,Vicki Markovitz,Laurie Dow,Kendra Mccrae,Leon Goodman,Janine D Momasso,Chris Hall,Sherman Toppin,Robert Trimble,James F Berardinelli,Gregory Weyer,All
Jim Kenney,260,0,0,306,308,188,123,83,72,60,56,56,47,36,37,32,26,35,29,23,17,16,20,15,13,9,11,6,All
Anthony Hardy Williams,,67,0,30,23,51,45,26,25,24,15,14,16,13,9,11,19,10,7,12,13,13,8,7,7,9,5,3,All
Alan Butkovitz,,,22,6,4,22,10,9,5,3,4,6,7,3,5,4,2,0,6,8,6,3,4,3,4,0,2,3,All
Carmella Jacquinto,,,,5,267,36,20,9,9,19,14,16,20,14,15,14,13,18,14,18,15,14,12,7,11,7,6,2,All
Anthony Kyriakakis,,,,,13,21,25,12,9,22,32,10,11,12,14,10,9,13,11,4,3,5,1,13,7,2,4,2,All
Jennifer Schultz,,,,,,7,89,62,59,55,40,70,40,33,21,24,12,22,26,21,21,10,18,9,9,9,6,4,All
Joshua Roberts,,,,,,,3,55,57,31,56,40,16,32,8,8,13,7,9,9,9,11,2,6,9,9,4,4,All
Craig Levin,,,,,,,,3,50,10,13,15,10,3,5,11,8,1,9,6,5,12,6,6,6,4,3,3,All
Jon Marshall,,,,,,,,,2,9,9,13,15,2,4,12,8,3,4,10,4,11,2,5,3,8,0,3,All
Tiffany Palmer,,,,,,,,,,0,36,47,22,37,21,15,17,23,14,13,14,12,11,12,7,6,4,2,All
James C Crumlish,,,,,,,,,,,1,34,11,27,9,2,10,7,7,4,4,9,2,13,5,6,3,2,All
Nicola Serianni,,,,,,,,,,,,0,25,35,12,11,5,14,12,10,12,5,12,3,4,3,3,1,All
Wendi Barish,,,,,,,,,,,,,2,7,8,19,13,15,16,17,12,8,10,2,4,5,0,1,All
Henry Mcgregor Sias,,,,,,,,,,,,,,0,15,3,2,14,7,7,3,2,6,3,8,3,6,4,All
Kay Yu,,,,,,,,,,,,,,,0,6,11,15,8,8,10,3,9,5,4,4,6,3,All
Beth Grossman,,,,,,,,,,,,,,,,0,9,6,14,13,13,12,9,6,4,1,5,3,All
Terri M Booker,,,,,,,,,,,,,,,,,0,5,9,6,9,13,8,6,4,2,2,0,All
Cateria R Mccabe,,,,,,,,,,,,,,,,,,0,8,7,5,3,7,4,6,1,3,0,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,0,6,6,6,4,6,5,2,7,1,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,0,7,4,9,5,5,5,5,4,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,1,6,8,6,4,3,1,1,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,1,7,4,6,1,2,2,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,6,2,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,2,3,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,907,203,62,361,360,287,194,126,108,102,92,92,74,64,54,49,48,46,45,44,39,39,34,27,26,20,18,12,All
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Carmella Jacquinto,Anthony Kyriakakis,Jennifer Schultz,Joshua Roberts,Jon Marshall,Craig Levin,James C Crumlish,Kendra Mccrae,Leon Goodman,Wendi Barish,Beth Grossman,Janine D Momasso,Nicola Serianni,Robert Trimble,Terri M Booker,Tiffany Palmer,Cateria R Mccabe,Henry Mcgregor Sias,James F Berardinelli,Laurie Dow,Chris Hall,Gregory Weyer,Kay Yu,Sherman Toppin,Vicki Markovitz,1
Jim Kenney,13,0,0,24,21,4,4,2,1,3,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Anthony Hardy Williams,,6,0,2,1,4,3,3,3,0,2,1,1,2,1,1,2,1,1,0,0,1,1,0,0,0,0,0,1
Alan Butkovitz,,,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Carmella Jacquinto,,,,1,19,2,1,2,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Anthony Kyriakakis,,,,,0,1,4,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Jennifer Schultz,,,,,,0,4,6,3,1,2,3,3,2,2,2,1,1,1,0,0,1,1,0,0,0,0,0,1
Joshua Roberts,,,,,,,0,4,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Jon Marshall,,,,,,,,0,3,1,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1
Craig Levin,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
James C Crumlish,,,,,,,,,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Kendra Mccrae,,,,,,,,,,,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,0,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Wendi Barish,,,,,,,,,,,,,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
Beth Grossman,,,,,,,,,,,,,,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1
