col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,District Council 5th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Darrell L Clarke,Anthony Kyriakakis,Tiffany Palmer,Jennifer Schultz,Joshua Roberts,Kay Yu,Wendi Barish,Henry Mcgregor Sias,James C Crumlish,Craig Levin,Carmella Jacquinto,Cateria R Mccabe,Nicola Serianni,Chris Hall,Beth Grossman,Leon Goodman,Vicki Markovitz,Sherman Toppin,Kendra Mccrae,Jon Marshall,Terri M Booker,Laurie Dow,Janine D Momasso,James F Berardinelli,Robert Trimble,Gregory Weyer,All
Darrell L Clarke,"1,875","5,709","5,696","5,556","4,988","3,768","3,749","3,464","3,172","3,167","3,170","2,684","2,585","2,347","2,130","1,956","1,838","1,797","1,846","1,872","1,554","1,242","1,107",970,488,295,All
Anthony Kyriakakis,,60,"4,585","1,438","2,010","2,914","1,961","3,348","2,651",946,"1,879","1,590",869,"2,257",628,763,881,"1,010",458,144,217,223,238,676,110,70,All
Tiffany Palmer,,,35,"2,351",696,"3,338","2,181","2,353","2,196",939,926,"1,333","1,498","2,354",952,948,"1,029",301,"1,020",206,574,573,591,667,121,132,All
Jennifer Schultz,,,,213,"1,451","1,557","1,698",890,832,"1,680",702,"1,105","1,639",637,"1,116",607,792,294,839,"1,155",433,592,629,300,224,92,All
Joshua Roberts,,,,,214,496,"1,201","1,639","1,300","1,419","1,972","1,229",642,318,454,605,430,"1,320",324,"1,166",470,247,158,179,182,79,All
Kay Yu,,,,,,67,"1,117","1,895","1,010",678,699,809,866,"1,108",532,452,593,184,567,124,342,306,287,465,73,86,All
Wendi Barish,,,,,,,27,"1,087","1,327",728,"1,149",738,"1,487",553,994,714,967,351,697,251,464,594,548,249,148,70,All
Henry Mcgregor Sias,,,,,,,,14,819,457,"1,508","1,507",547,464,220,432,396,932,191,64,112,89,166,265,49,71,All
James C Crumlish,,,,,,,,,43,703,920,268,606,"1,971",416,537,362,332,328,325,283,203,67,353,159,39,All
Craig Levin,,,,,,,,,,172,348,285,479,386,551,544,423,230,237,"1,034",279,235,140,207,171,72,All
Carmella Jacquinto,,,,,,,,,,,60,"1,258",588,291,532,432,433,"1,131",619,127,457,325,326,100,107,68,All
Cateria R Mccabe,,,,,,,,,,,,18,797,224,327,387,268,"1,117",546,109,354,250,533,149,91,54,All
Nicola Serianni,,,,,,,,,,,,,12,297,672,313,520,304,581,344,278,365,568,202,105,68,All
Chris Hall,,,,,,,,,,,,,,14,368,345,303,136,329,130,260,228,83,382,119,57,All
Beth Grossman,,,,,,,,,,,,,,,13,452,756,123,550,196,342,523,266,233,114,77,All
Leon Goodman,,,,,,,,,,,,,,,,16,524,362,442,280,536,250,243,225,175,83,All
Vicki Markovitz,,,,,,,,,,,,,,,,,28,147,323,100,240,293,233,178,86,63,All
Sherman Toppin,,,,,,,,,,,,,,,,,,25,282,145,413,191,151,86,101,67,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,,9,175,510,355,278,107,133,58,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,71,215,107,59,72,108,42,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,32,299,238,78,130,91,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,13,214,106,77,43,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,9,125,56,46,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,12,76,52,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,2,41,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,16,All
Total,"17,734","7,426","7,340","6,580","6,001","4,740","4,661","4,321","4,131","3,896","3,850","3,378","3,143","3,063","2,521","2,403","2,326","2,231","2,175","2,135","1,841","1,484","1,376","1,236",601,384,All
