col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Erika Almirón,Katherine Gilmore Richardson,Adrián Rivera-reyes,Justin Diberardinis,Deja Lynn Alvarez,Willie Floyd Singletary,Sandra Dungee Glenn,Eryn Santamoor,Ethelind Baylor,Asa Khalif,Fareed Abdullah,Ogbonna Paul Hagins,Latrice Y Bryant,Beth Finn,Billy Thompson,Edwin Santana,Fernando Treviño,Devon Cade,Joseph A Diorio,Hena Veit,Wayne Allen,Wayne Edmund Dorsey,Vinny Black,Bobbie Curry,Mark Ross,Sherrie Cohen,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,All
Helen Gym,50,887,637,629,540,489,361,402,238,138,174,177,226,115,89,119,63,81,64,42,63,31,27,39,30,21,20,16,10,0,755,608,226,All
Isaiah Thomas,,14,569,604,320,410,129,279,81,64,168,70,192,104,108,33,54,32,48,47,20,31,22,17,20,18,13,7,16,0,481,453,126,All
Allan Domb,,,37,506,65,381,73,75,37,57,126,105,23,69,86,23,27,28,43,41,22,34,31,14,19,19,18,11,9,0,255,440,93,All
Derek S Green,,,,12,118,417,71,120,47,45,103,73,49,63,66,10,43,18,32,38,11,14,7,4,14,12,10,8,6,0,277,395,91,All
Erika Almirón,,,,,8,78,160,288,114,20,87,89,182,54,16,15,33,46,27,7,34,6,3,11,8,6,6,6,4,1,381,72,90,All
Katherine Gilmore Richardson,,,,,,4,64,54,30,32,86,72,31,26,44,20,33,36,38,21,26,10,7,9,7,10,9,8,12,0,191,317,86,All
Adrián Rivera-reyes,,,,,,,5,99,201,129,37,74,35,48,24,99,30,39,19,13,37,10,10,20,16,13,7,7,3,0,362,80,99,All
Justin Diberardinis,,,,,,,,1,57,5,35,71,154,28,12,5,11,15,11,16,17,9,12,1,6,2,2,4,4,0,242,83,59,All
Deja Lynn Alvarez,,,,,,,,,8,114,21,40,28,28,22,93,33,21,13,9,26,3,11,19,8,6,7,4,8,0,264,55,74,All
Willie Floyd Singletary,,,,,,,,,,14,12,24,8,15,26,76,20,12,30,9,12,7,11,7,7,12,9,8,3,0,208,62,65,All
Sandra Dungee Glenn,,,,,,,,,,,1,43,27,44,36,10,28,23,27,18,20,15,13,13,7,19,11,9,4,0,149,79,68,All
Eryn Santamoor,,,,,,,,,,,,3,12,23,19,23,20,20,16,12,28,7,10,15,6,3,6,10,4,0,138,61,49,All
Ethelind Baylor,,,,,,,,,,,,,5,9,11,4,6,4,4,7,7,5,3,5,1,5,4,2,0,0,153,45,35,All
Asa Khalif,,,,,,,,,,,,,,3,51,12,26,14,14,10,12,10,5,3,7,11,9,5,3,0,128,36,34,All
Fareed Abdullah,,,,,,,,,,,,,,,3,18,22,9,14,16,5,17,8,1,10,10,11,6,2,0,109,39,41,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,5,10,6,9,3,10,3,8,10,2,2,2,2,1,0,125,24,29,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,1,15,21,15,6,5,3,10,6,10,4,5,5,1,85,28,31,All
Beth Finn,,,,,,,,,,,,,,,,,,2,8,5,14,2,8,16,7,6,7,6,5,1,78,30,22,All
Billy Thompson,,,,,,,,,,,,,,,,,,,3,8,8,1,9,4,12,11,8,9,4,0,60,35,34,All
