col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Sandra Dungee Glenn,Adrián Rivera-reyes,Deja Lynn Alvarez,Willie Floyd Singletary,Eryn Santamoor,Edwin Santana,Fareed Abdullah,Asa Khalif,Erika Almirón,Ogbonna Paul Hagins,Justin Diberardinis,Latrice Y Bryant,Billy Thompson,Fernando Treviño,Beth Finn,Joseph A Diorio,Ethelind Baylor,Hena Veit,Wayne Allen,Vinny Black,Mark Ross,Devon Cade,Wayne Edmund Dorsey,Bobbie Curry,Sherrie Cohen,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,All
Helen Gym,145,"1,438","1,495","1,499","1,200",489,491,355,341,309,213,179,163,292,260,250,148,143,117,131,74,149,75,38,42,42,45,40,53,0,"1,194",856,680,101,All
Isaiah Thomas,,39,"1,353","1,500","1,153",605,169,139,161,242,203,246,213,152,61,151,149,125,58,67,69,124,43,62,43,49,52,26,22,0,"1,235",475,417,86,All
Allan Domb,,,54,"1,357","1,023",489,177,130,137,259,178,153,133,84,48,123,66,91,61,81,67,58,44,44,52,40,45,35,31,0,"1,181",423,339,94,All
Derek S Green,,,,26,"1,191",460,136,88,120,267,181,186,146,124,46,157,100,102,42,71,44,109,14,53,35,24,19,37,22,1,"1,092",443,351,78,All
Katherine Gilmore Richardson,,,,,9,410,98,86,61,272,121,96,65,135,31,82,107,82,65,84,28,51,31,24,21,18,21,26,23,0,851,323,338,60,All
Sandra Dungee Glenn,,,,,,38,87,65,49,150,175,105,102,119,29,124,109,74,95,68,84,55,30,18,16,15,22,18,19,0,465,318,225,41,All
Adrián Rivera-reyes,,,,,,,17,297,273,120,58,48,47,63,219,48,60,49,78,98,46,21,30,20,16,15,13,10,18,1,160,455,264,39,All
Deja Lynn Alvarez,,,,,,,,26,254,72,46,54,52,56,217,12,73,48,48,43,27,23,29,15,16,18,17,16,19,0,134,329,231,29,All
Willie Floyd Singletary,,,,,,,,,14,63,44,67,59,28,200,13,61,67,29,20,33,8,13,21,17,12,12,22,15,0,160,328,233,31,All
Eryn Santamoor,,,,,,,,,,2,35,37,39,77,33,77,57,39,67,43,38,21,31,8,22,17,17,12,17,1,152,204,180,54,All
Edwin Santana,,,,,,,,,,,16,77,63,30,24,76,35,19,99,23,80,22,12,15,14,17,9,9,11,0,177,125,159,27,All
Fareed Abdullah,,,,,,,,,,,,2,135,32,24,7,67,47,20,12,15,34,11,19,35,12,18,17,11,0,177,139,160,15,All
Asa Khalif,,,,,,,,,,,,,1,53,26,16,71,32,25,17,12,25,26,16,19,12,22,15,11,0,112,152,145,17,All
Erika Almirón,,,,,,,,,,,,,,6,14,66,58,37,48,40,7,40,24,8,7,7,12,11,13,0,91,141,130,20,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,7,7,22,23,10,15,17,5,15,12,10,7,6,4,3,1,56,214,128,12,All
Justin Diberardinis,,,,,,,,,,,,,,,,4,13,10,81,18,84,45,6,4,9,4,8,5,8,0,118,121,76,27,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,3,48,23,33,12,19,22,18,14,23,17,16,24,0,110,123,121,17,All
Billy Thompson,,,,,,,,,,,,,,,,,,2,17,15,30,22,16,20,21,21,7,16,16,0,122,90,69,32,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,1,23,95,9,17,11,6,6,5,3,10,0,69,79,94,29,All
Beth Finn,,,,,,,,,,,,,,,,,,,,4,24,17,25,11,8,11,8,7,5,0,72,98,57,30,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,0,11,20,11,11,14,14,7,7,0,83,59,51,40,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,1,5,6,6,0,10,5,4,0,72,92,50,10,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,0,6,5,6,7,7,8,0,35,45,47,22,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,0,12,7,4,8,6,0,47,35,33,16,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,0,12,7,6,10,0,42,34,38,17,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,13,11,0,34,28,33,17,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,0,39,29,25,14,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,43,22,34,6,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,26,31,40,5,All
