col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,,,,,,,,All
,Darrell L Clarke,Kahlil Williams,Lisa Deeley,Jen Devor,Marwan Kreidie,Omar Sabir,Luigi Borda,Annette Thompson,Carla Cain,Warren Bloom,Moira Bohannon,Dennis Lee,Robin Trent,Lewis Harris Jr,All
Darrell L Clarke,219,"1,498",697,531,338,234,170,186,142,115,109,86,72,26,All
Kahlil Williams,,124,347,493,126,67,56,40,41,35,40,32,25,7,All
Lisa Deeley,,,43,47,65,68,32,73,34,15,17,16,10,3,All
Jen Devor,,,,33,36,8,32,12,15,5,12,5,6,1,All
Marwan Kreidie,,,,,25,46,28,6,11,12,13,7,3,3,All
Omar Sabir,,,,,,22,13,10,5,7,2,7,1,5,All
Luigi Borda,,,,,,,16,5,7,3,6,10,5,0,All
Annette Thompson,,,,,,,,2,22,10,11,3,7,1,All
Carla Cain,,,,,,,,,3,7,13,2,9,3,All
Warren Bloom,,,,,,,,,,7,2,9,6,4,All
Moira Bohannon,,,,,,,,,,,1,1,6,1,All
Dennis Lee,,,,,,,,,,,,5,3,3,All
Robin Trent,,,,,,,,,,,,,0,1,All
Lewis Harris Jr,,,,,,,,,,,,,,2,All
Total,"2,679","1,895",865,736,423,293,232,211,174,140,127,106,83,34,All
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,,,,,,,,8
,Darrell L Clarke,Kahlil Williams,Jen Devor,Lisa Deeley,Marwan Kreidie,Luigi Borda,Omar Sabir,Warren Bloom,Annette Thompson,Carla Cain,Dennis Lee,Moira Bohannon,Lewis Harris Jr,Robin Trent,8
Darrell L Clarke,10,85,29,35,18,19,15,14,10,8,7,7,1,1,8
Kahlil Williams,,10,25,16,5,5,4,1,1,4,1,2,0,1,8
Jen Devor,,,0,3,2,5,1,0,1,0,1,2,0,0,8
Lisa Deeley,,,,3,2,1,4,3,3,1,1,1,0,0,8
Marwan Kreidie,,,,,3,3,2,2,1,2,0,0,0,0,8
Luigi Borda,,,,,,2,2,0,2,0,0,1,0,0,8
Omar Sabir,,,,,,,1,0,1,0,1,0,1,0,8
Warren Bloom,,,,,,,,2,1,2,3,0,0,0,8
Annette Thompson,,,,,,,,,0,1,0,0,0,0,8
Carla Cain,,,,,,,,,,0,0,0,0,0,8
Dennis Lee,,,,,,,,,,,0,0,0,0,8
Moira Bohannon,,,,,,,,,,,,0,0,0,8
Lewis Harris Jr,,,,,,,,,,,,,0,0,8
Robin Trent,,,,,,,,,,,,,,0,8
Total,159,111,42,42,24,21,17,17,12,10,7,7,1,1,8
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,,,,,,,,10
,Darrell L Clarke,Kahlil Williams,Lisa Deeley,Jen Devor,Luigi Borda,Omar Sabir,Annette Thompson,Marwan Kreidie,Warren Bloom,Robin Trent,Carla Cain,Dennis Lee,Moira Bohannon,Lewis Harris Jr,10
Darrell L Clarke,18,105,92,33,14,13,13,11,10,6,6,4,4,1,10
Kahlil Williams,,10,72,29,4,1,0,2,2,2,0,1,1,1,10
Lisa Deeley,,,3,3,2,5,9,5,0,1,2,0,0,0,10
Jen Devor,,,,4,4,1,0,1,0,0,0,0,0,0,10
Luigi Borda,,,,,2,3,0,0,1,0,0,0,0,0,10
Omar Sabir,,,,,,3,1,0,0,0,0,1,0,0,10
Annette Thompson,,,,,,,0,0,0,2,2,0,0,0,10
Marwan Kreidie,,,,,,,,2,3,0,0,0,0,0,10
Warren Bloom,,,,,,,,,0,0,1,1,1,0,10
Robin Trent,,,,,,,,,,0,0,1,1,0,10
Carla Cain,,,,,,,,,,,0,0,1,0,10
Dennis Lee,,,,,,,,,,,,0,0,0,10
Moira Bohannon,,,,,,,,,,,,,0,0,10
Lewis Harris Jr,,,,,,,,,,,,,,0,10
Total,191,137,113,44,18,17,15,14,12,7,6,4,4,1,10
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,,,,,,,,11
,Darrell L Clarke,Kahlil Williams,Lisa Deeley,Jen Devor,Omar Sabir,Marwan Kreidie,Warren Bloom,Moira Bohannon,Annette Thompson,Luigi Borda,Carla Cain,Dennis Lee,Robin Trent,Lewis Harris Jr,11
Darrell L Clarke,16,51,28,27,12,9,10,6,6,7,6,4,3,1,11
Kahlil Williams,,4,14,20,2,3,2,1,1,0,1,0,3,0,11
Lisa Deeley,,,3,3,6,3,1,1,1,1,2,1,0,1,11
Jen Devor,,,,1,1,1,1,0,2,2,0,0,0,0,11
Omar Sabir,,,,,0,1,0,0,0,0,0,1,0,0,11
Marwan Kreidie,,,,,,0,1,1,0,1,1,0,0,0,11
Warren Bloom,,,,,,,1,0,1,0,0,2,1,0,11
Moira Bohannon,,,,,,,,0,2,2,2,0,0,0,11
Annette Thompson,,,,,,,,,0,1,0,0,0,0,11
Luigi Borda,,,,,,,,,,0,0,0,0,0,11
Carla Cain,,,,,,,,,,,0,0,0,1,11
Dennis Lee,,,,,,,,,,,,0,0,0,11
Robin Trent,,,,,,,,,,,,,0,0,11
Lewis Harris Jr,,,,,,,,,,,,,,0,11
Total,113,64,40,33,14,12,12,9,8,8,7,4,4,2,11
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,,,,,,,,15
,Darrell L Clarke,Kahlil Williams,Jen Devor,Lisa Deeley,Marwan Kreidie,Omar Sabir,Annette Thompson,Warren Bloom,Carla Cain,Dennis Lee,Luigi Borda,Moira Bohannon,Robin Trent,Lewis Harris Jr,15
Darrell L Clarke,14,65,35,30,27,22,16,12,12,10,10,7,5,1,15
Kahlil Williams,,8,32,9,5,3,5,2,3,2,1,1,0,0,15
Jen Devor,,,2,0,2,2,0,1,3,0,1,1,0,0,15
Lisa Deeley,,,,3,2,7,6,2,1,0,0,1,1,0,15
Marwan Kreidie,,,,,1,8,0,1,3,0,1,1,0,0,15
Omar Sabir,,,,,,0,2,1,0,0,1,0,0,1,15
Annette Thompson,,,,,,,0,1,2,0,0,1,0,0,15
Warren Bloom,,,,,,,,1,0,1,0,0,0,0,15
Carla Cain,,,,,,,,,0,0,0,1,0,0,15
Dennis Lee,,,,,,,,,,0,3,0,1,1,15
Luigi Borda,,,,,,,,,,,0,0,2,0,15
Moira Bohannon,,,,,,,,,,,,0,1,0,15
Robin Trent,,,,,,,,,,,,,0,0,15
Lewis Harris Jr,,,,,,,,,,,,,,0,15
Total,163,91,48,38,29,28,17,14,13,11,10,7,5,2,15
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,,,,,,,,16
,Darrell L Clarke,Kahlil Williams,Jen Devor,Lisa Deeley,Marwan Kreidie,Luigi Borda,Omar Sabir,Annette Thompson,Dennis Lee,Carla Cain,Warren Bloom,Moira Bohannon,Robin Trent,Lewis Harris Jr,16
Darrell L Clarke,16,131,51,38,36,8,9,8,7,7,8,5,3,1,16
Kahlil Williams,,17,47,18,17,3,4,0,1,0,5,2,1,0,16
Jen Devor,,,4,1,10,2,0,1,3,1,0,1,1,0,16
Lisa Deeley,,,,4,9,4,3,4,0,2,0,1,0,0,16
Marwan Kreidie,,,,,4,1,1,1,1,0,1,0,0,0,16
Luigi Borda,,,,,,2,0,0,0,2,0,0,0,0,16
Omar Sabir,,,,,,,2,0,0,1,0,0,0,0,16
Annette Thompson,,,,,,,,0,0,1,0,1,0,0,16
Dennis Lee,,,,,,,,,2,0,1,0,0,1,16
Carla Cain,,,,,,,,,,0,0,0,1,0,16
Warren Bloom,,,,,,,,,,,0,0,0,0,16
