col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Joshua Roberts,James C Crumlish,Carmella Jacquinto,Anthony Kyriakakis,Henry Mcgregor Sias,Kay Yu,Jennifer Schultz,Leon Goodman,Terri M Booker,Tiffany Palmer,Craig Levin,Wendi Barish,Kendra Mccrae,Jon Marshall,Cateria R Mccabe,Sherman Toppin,Laurie Dow,Janine D Momasso,Beth Grossman,Chris Hall,Nicola Serianni,Vicki Markovitz,James F Berardinelli,Robert Trimble,Gregory Weyer,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Joshua Roberts,173,"1,420","1,243","1,081","1,050",959,291,337,303,156,279,159,149,284,161,149,92,54,96,107,113,58,38,59,24,677,643,345,56,All
James C Crumlish,,21,"1,141","1,002",963,870,144,264,211,107,147,137,94,93,113,98,91,67,58,99,78,31,57,40,11,391,514,174,44,All
Carmella Jacquinto,,,12,"1,012",970,897,94,266,227,144,96,121,171,37,184,99,100,128,69,57,61,49,49,29,12,370,464,192,30,All
Anthony Kyriakakis,,,,4,"1,020",851,67,165,64,141,45,141,84,28,151,68,26,60,42,65,20,82,17,19,8,311,308,137,33,All
Henry Mcgregor Sias,,,,,2,848,37,103,38,86,25,95,30,21,95,48,26,25,26,22,16,72,23,14,7,263,252,109,26,All
Kay Yu,,,,,,7,71,65,85,105,31,65,77,29,48,59,46,35,46,48,23,24,16,15,11,270,224,142,27,All
Jennifer Schultz,,,,,,,25,122,91,135,259,155,128,238,84,62,76,46,121,75,140,60,23,57,18,426,162,235,28,All
Leon Goodman,,,,,,,,4,267,198,114,181,169,82,148,118,83,109,86,92,85,122,41,50,14,209,337,114,33,All
Terri M Booker,,,,,,,,,7,180,54,125,156,61,86,125,105,48,66,102,53,48,17,41,23,176,280,88,25,All
Tiffany Palmer,,,,,,,,,,4,61,194,211,59,123,98,104,47,101,117,91,102,41,40,16,215,174,132,23,All
Craig Levin,,,,,,,,,,,18,68,62,216,50,38,75,72,57,32,77,36,52,35,14,250,131,127,19,All
Wendi Barish,,,,,,,,,,,,6,120,62,82,58,80,49,106,63,89,109,26,27,12,170,176,101,23,All
Kendra Mccrae,,,,,,,,,,,,,1,57,178,94,92,102,98,74,92,37,36,36,13,181,160,135,17,All
Jon Marshall,,,,,,,,,,,,,,6,33,52,31,16,47,44,67,15,15,36,10,207,96,130,17,All
Cateria R Mccabe,,,,,,,,,,,,,,,4,86,62,121,62,45,67,38,34,22,10,132,193,84,12,All
Sherman Toppin,,,,,,,,,,,,,,,,3,71,56,26,49,46,32,20,22,9,116,148,67,19,All
Laurie Dow,,,,,,,,,,,,,,,,,2,72,63,64,53,22,50,22,8,129,107,70,10,All
Janine D Momasso,,,,,,,,,,,,,,,,,,13,35,20,38,30,64,5,7,112,85,63,12,All
Beth Grossman,,,,,,,,,,,,,,,,,,,2,51,77,49,24,21,12,112,86,80,19,All
Chris Hall,,,,,,,,,,,,,,,,,,,,0,27,25,23,33,17,114,93,59,24,All
Nicola Serianni,,,,,,,,,,,,,,,,,,,,,1,40,15,26,12,129,75,70,16,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,0,17,13,11,73,70,42,10,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,1,11,10,61,37,30,13,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,1,6,55,43,31,11,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,1,14,22,17,10,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,134,0,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,151,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,All
Total,"2,587","1,730","1,618","1,362","1,213","1,171",931,772,619,598,596,534,524,490,469,376,342,320,314,306,306,241,162,148,68,"1,467","1,246",829,147,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
