col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Marwan Kreidie,Kahlil Williams,Annette Thompson,Carla Cain,Dennis Lee,Luigi Borda,Jen Devor,Robin Trent,Lewis Harris Jr,Warren Bloom,Moira Bohannon,Isaiah Thomas,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Eryn Santamoor,Adrián Rivera-reyes,Deja Lynn Alvarez,Willie Floyd Singletary,Erika Almirón,Ogbonna Paul Hagins,Sandra Dungee Glenn,Beth Finn,Fernando Treviño,Billy Thompson,Justin Diberardinis,Joseph A Diorio,Asa Khalif,Fareed Abdullah,Latrice Y Bryant,Edwin Santana,Ethelind Baylor,Hena Veit,Wayne Allen,Vinny Black,Bobbie Curry,Mark Ross,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,All
Omar Sabir,23,325,57,53,27,9,18,8,3,4,7,7,6,384,316,192,259,286,262,158,128,120,34,63,44,24,24,33,24,28,49,47,32,21,26,14,12,18,13,6,11,8,0,All
Lisa Deeley,,24,32,35,46,17,14,15,9,11,5,4,6,314,327,225,268,268,270,115,115,79,53,42,54,49,37,35,47,41,16,16,25,18,26,22,12,12,12,9,7,9,0,All
Marwan Kreidie,,,6,11,8,4,4,8,2,3,3,2,2,28,31,100,19,26,21,129,92,72,10,54,7,10,24,15,10,7,7,5,12,8,2,12,6,5,5,4,4,0,0,All
Kahlil Williams,,,,5,24,10,10,3,19,11,7,1,2,89,90,96,56,73,55,42,23,26,33,14,28,22,19,26,19,15,40,32,24,16,8,11,17,9,5,6,9,6,0,All
Annette Thompson,,,,,1,13,3,2,2,1,3,2,4,48,46,61,42,29,35,38,24,16,18,4,31,26,17,19,9,16,13,14,19,16,9,12,9,13,9,9,7,6,0,All
Carla Cain,,,,,,1,3,4,5,0,1,2,4,21,27,33,19,14,23,22,19,4,14,4,8,13,15,10,11,12,6,7,9,9,7,8,6,8,2,4,5,1,0,All
Dennis Lee,,,,,,,1,7,3,2,2,1,0,23,25,32,18,13,25,22,13,8,6,7,9,13,11,19,4,15,5,6,6,8,8,9,6,6,1,7,2,2,0,All
Luigi Borda,,,,,,,,1,2,4,3,4,2,10,31,20,9,6,14,21,15,13,11,8,6,10,19,14,8,18,2,4,2,8,3,11,7,4,5,9,1,3,0,All
Jen Devor,,,,,,,,,0,4,3,2,0,14,28,22,21,9,22,18,14,1,22,5,5,9,13,4,11,2,4,2,3,4,4,1,3,2,1,3,2,0,0,All
Robin Trent,,,,,,,,,,1,4,2,1,18,18,24,11,10,10,7,9,9,8,7,11,11,5,12,11,6,5,4,4,5,1,3,1,3,5,5,2,1,0,All
Lewis Harris Jr,,,,,,,,,,,0,2,1,14,16,8,8,9,8,8,9,9,4,2,2,7,7,4,6,6,9,9,11,3,3,2,6,3,5,3,5,2,0,All
Warren Bloom,,,,,,,,,,,,1,0,11,14,5,9,7,5,11,4,2,2,2,7,4,5,5,3,7,7,3,7,1,2,1,1,3,3,1,1,1,0,All
Moira Bohannon,,,,,,,,,,,,,0,4,11,14,8,1,7,8,4,2,6,2,12,11,5,1,6,5,1,2,1,4,2,4,2,1,1,0,2,0,0,All
Isaiah Thomas,,,,,,,,,,,,,,31,321,137,281,306,245,53,31,30,46,12,48,21,17,27,36,19,44,37,32,20,28,12,17,16,7,8,10,11,0,All
Allan Domb,,,,,,,,,,,,,,,20,152,262,277,281,63,41,31,31,10,38,32,25,38,45,39,27,26,10,26,11,15,19,20,11,9,9,11,0,All
Helen Gym,,,,,,,,,,,,,,,,23,101,103,99,141,113,95,54,85,43,50,36,40,47,21,26,19,29,18,28,28,10,16,12,8,6,7,0,All
Katherine Gilmore Richardson,,,,,,,,,,,,,,,,,2,244,229,29,24,11,35,5,48,36,21,22,30,16,16,11,26,11,12,11,8,11,6,11,3,5,0,All
Derek S Green,,,,,,,,,,,,,,,,,,2,218,24,13,24,22,9,19,12,8,19,33,9,24,20,19,13,23,6,14,8,9,4,8,2,0,All
Eryn Santamoor,,,,,,,,,,,,,,,,,,,2,45,31,10,33,7,26,28,28,23,26,18,14,8,15,20,7,18,5,9,8,7,4,5,0,All
Adrián Rivera-reyes,,,,,,,,,,,,,,,,,,,,17,140,104,37,82,17,14,57,23,12,22,12,14,21,31,6,20,6,9,6,6,6,4,0,All
Deja Lynn Alvarez,,,,,,,,,,,,,,,,,,,,,7,105,28,83,8,16,44,11,11,18,8,7,15,19,11,12,6,6,7,6,2,1,0,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,,,,5,9,76,7,8,14,16,3,13,11,14,10,2,6,6,5,6,3,3,6,1,0,All
Erika Almirón,,,,,,,,,,,,,,,,,,,,,,,1,1,21,18,30,8,15,6,4,8,8,19,7,5,2,4,4,1,0,1,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,,,,,0,3,8,7,9,2,6,6,6,3,3,1,5,1,5,1,3,0,1,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,,,,,,,,,1,30,8,12,8,13,8,7,17,6,7,8,2,5,5,3,5,0,0,All
Beth Finn,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,19,9,18,4,5,12,3,6,9,4,10,10,6,6,1,0,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,6,19,8,4,7,18,3,10,3,1,2,3,4,0,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,17,5,9,5,7,4,11,11,9,9,4,5,3,0,All
Justin Diberardinis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,8,5,3,1,10,1,6,5,2,4,2,0,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,11,7,3,5,8,4,5,7,7,5,5,0,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,15,7,4,4,7,3,3,3,5,3,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,7,4,1,9,6,3,0,5,5,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,7,8,8,3,3,5,3,4,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,4,3,3,3,1,0,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,3,0,2,1,4,0,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,1,3,2,0,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,2,1,2,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,2,2,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,2,3,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,772,706,228,227,145,78,77,68,60,53,42,34,33,608,582,538,426,424,423,394,296,232,127,127,118,115,112,108,100,96,93,83,81,69,62,58,53,48,38,34,31,22,0,All
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Omar Sabir,Lisa Deeley,Marwan Kreidie,Annette Thompson,Kahlil Williams,Jen Devor,Carla Cain,Lewis Harris Jr,Luigi Borda,Moira Bohannon,Robin Trent,Dennis Lee,Warren Bloom,Helen Gym,Allan Domb,Deja Lynn Alvarez,Adrián Rivera-reyes,Isaiah Thomas,Willie Floyd Singletary,Eryn Santamoor,Ethelind Baylor,Katherine Gilmore Richardson,Billy Thompson,Derek S Green,Fernando Treviño,Erika Almirón,Justin Diberardinis,Sandra Dungee Glenn,Asa Khalif,Beth Finn,Edwin Santana,Fareed Abdullah,Ogbonna Paul Hagins,Hena Veit,Latrice Y Bryant,Vinny Black,Wayne Allen,Bobbie Curry,Joseph A Diorio,Mark Ross,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,1
Omar Sabir,1,7,2,1,1,0,0,0,1,0,0,0,0,8,5,7,6,6,5,2,0,1,2,3,2,2,1,0,2,1,2,1,1,0,0,1,1,0,0,0,0,0,0,1
Lisa Deeley,,2,2,3,0,0,1,0,0,1,0,0,0,8,6,4,4,3,2,0,3,3,2,4,1,2,2,2,2,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1
Marwan Kreidie,,,0,0,0,0,0,0,0,0,0,0,0,5,1,4,4,1,3,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
Annette Thompson,,,,0,1,0,1,1,0,0,0,0,0,5,1,2,2,3,1,2,2,0,3,0,1,1,0,0,1,2,0,1,0,2,0,1,1,0,0,0,1,0,0,1
Kahlil Williams,,,,,1,1,0,0,0,0,1,1,0,4,1,0,0,3,2,2,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
Jen Devor,,,,,,0,0,0,1,0,1,0,0,1,1,1,1,1,1,2,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Carla Cain,,,,,,,0,0,0,0,0,0,0,1,1,2,0,1,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lewis Harris Jr,,,,,,,,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1
Luigi Borda,,,,,,,,,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Moira Bohannon,,,,,,,,,,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Robin Trent,,,,,,,,,,,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Dennis Lee,,,,,,,,,,,,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Warren Bloom,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Helen Gym,,,,,,,,,,,,,,2,3,3,4,8,4,3,3,0,5,2,2,1,0,1,3,2,1,1,3,1,1,2,1,1,0,0,0,0,0,1
Allan Domb,,,,,,,,,,,,,,,1,2,1,2,1,3,2,4,3,2,2,1,3,2,0,0,1,0,2,0,0,1,2,0,1,0,0,0,0,1
Deja Lynn Alvarez,,,,,,,,,,,,,,,,0,5,2,1,0,2,1,1,0,4,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
Adrián Rivera-reyes,,,,,,,,,,,,,,,,,0,1,4,1,1,0,1,0,3,2,0,0,0,1,2,0,1,1,1,0,0,1,0,0,0,0,0,1
Isaiah Thomas,,,,,,,,,,,,,,,,,,0,0,2,2,1,2,3,2,3,1,1,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
Willie Floyd Singletary,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1
Eryn Santamoor,,,,,,,,,,,,,,,,,,,,0,1,3,1,1,0,1,2,1,0,3,2,1,1,1,0,0,0,0,0,1,1,0,0,1
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,1,2,0,1,1,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,1,4,4,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,1,0,1,1,1,0,1,2,0,0,0,0,0,0,1
Derek S Green,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Erika Almirón,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Justin Diberardinis,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1
Asa Khalif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Beth Finn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0,0,1
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,28,22,11,7,6,3,2,2,2,2,2,1,1,24,15,15,12,12,10,8,7,7,6,6,6,5,5,5,4,4,3,3,3,2,2,2,2,1,1,1,1,0,0,1
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Carla Cain,Jen Devor,Luigi Borda,Moira Bohannon,Robin Trent,Lewis Harris Jr,Dennis Lee,Warren Bloom,Helen Gym,Adrián Rivera-reyes,Deja Lynn Alvarez,Allan Domb,Willie Floyd Singletary,Derek S Green,Katherine Gilmore Richardson,Isaiah Thomas,Edwin Santana,Ogbonna Paul Hagins,Eryn Santamoor,Asa Khalif,Beth Finn,Fernando Treviño,Billy Thompson,Erika Almirón,Ethelind Baylor,Fareed Abdullah,Latrice Y Bryant,Justin Diberardinis,Sandra Dungee Glenn,Wayne Allen,Bobbie Curry,Joseph A Diorio,Vinny Black,Wayne Edmund Dorsey,Devon Cade,Hena Veit,Mark Ross,Sherrie Cohen,2
Omar Sabir,4,5,3,7,0,0,0,1,2,0,0,0,0,14,12,10,4,12,2,2,6,5,7,1,3,2,1,1,1,1,2,0,0,0,1,0,0,1,1,0,0,0,0,2
Lisa Deeley,,1,2,0,0,2,0,0,0,1,0,0,0,8,3,4,6,3,8,6,5,2,0,2,1,3,0,1,1,1,0,1,2,0,2,0,0,1,0,0,0,0,0,2
