col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Joshua Roberts,James C Crumlish,Jennifer Schultz,Wendi Barish,Carmella Jacquinto,Anthony Kyriakakis,Cateria R Mccabe,Craig Levin,Jon Marshall,Tiffany Palmer,Kendra Mccrae,Leon Goodman,Beth Grossman,Terri M Booker,Nicola Serianni,Chris Hall,Kay Yu,Laurie Dow,Vicki Markovitz,Sherman Toppin,Janine D Momasso,James F Berardinelli,Henry Mcgregor Sias,Robert Trimble,Gregory Weyer,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Carla Cain,Dennis Lee,Luigi Borda,Jen Devor,Robin Trent,Lewis Harris Jr,Warren Bloom,Moira Bohannon,All
Joshua Roberts,23,519,171,343,318,339,335,159,159,61,44,56,41,58,58,42,40,27,33,40,21,26,31,25,7,693,651,83,122,47,13,21,13,10,13,10,12,5,All
James C Crumlish,,7,77,307,287,336,304,57,48,69,41,48,38,31,36,51,37,22,27,16,20,21,14,17,5,401,440,73,33,30,16,15,19,26,11,11,10,3,All
Jennifer Schultz,,,15,94,55,39,46,139,135,68,64,42,77,36,92,36,48,40,47,20,31,16,18,21,5,199,169,61,147,67,32,15,12,11,14,11,13,11,All
Wendi Barish,,,,0,250,273,271,53,46,55,50,45,55,46,49,26,25,40,36,14,22,22,18,10,2,312,332,57,26,43,28,12,11,10,13,7,5,9,All
Carmella Jacquinto,,,,,1,237,266,25,16,73,61,31,43,32,40,22,48,35,30,30,27,13,25,15,9,325,317,54,12,49,18,18,9,6,6,8,1,7,All
Anthony Kyriakakis,,,,,,1,285,28,16,68,20,32,18,19,21,52,42,14,17,29,13,28,28,11,10,307,311,68,16,13,10,13,8,21,8,9,11,2,All
Cateria R Mccabe,,,,,,,1,23,27,49,44,36,22,41,26,17,21,23,23,32,33,15,24,9,2,320,305,52,14,36,17,16,7,4,9,7,10,7,All
Craig Levin,,,,,,,,12,131,23,22,40,29,18,36,24,11,15,19,19,6,13,10,17,5,148,100,31,93,27,5,14,12,5,6,9,10,5,All
Jon Marshall,,,,,,,,,6,24,25,29,21,26,34,22,14,22,16,18,5,9,10,10,3,130,88,37,89,27,6,6,5,2,7,6,8,4,All
Tiffany Palmer,,,,,,,,,,0,75,46,58,61,40,69,60,40,33,26,26,21,17,15,11,80,70,91,18,62,20,12,3,21,12,10,9,9,All
Kendra Mccrae,,,,,,,,,,,3,46,47,49,31,32,23,24,15,23,25,13,11,13,6,82,48,66,15,49,15,13,4,9,6,6,6,8,All
Leon Goodman,,,,,,,,,,,,5,25,55,25,31,19,18,14,31,25,17,11,10,7,84,50,57,10,31,5,21,9,8,8,12,9,2,All
Beth Grossman,,,,,,,,,,,,,0,28,40,27,26,42,41,10,20,11,10,10,6,53,56,41,19,44,24,10,7,8,14,9,8,11,All
Terri M Booker,,,,,,,,,,,,,,3,16,35,29,29,19,29,20,10,6,13,9,63,48,51,14,41,16,14,3,6,11,13,7,5,All
Nicola Serianni,,,,,,,,,,,,,,,0,14,29,24,33,20,23,14,14,8,8,63,67,34,24,32,17,11,12,8,6,3,4,5,All
Chris Hall,,,,,,,,,,,,,,,,1,27,18,12,19,6,11,7,12,5,58,28,57,17,19,6,7,10,15,10,6,6,2,All
Kay Yu,,,,,,,,,,,,,,,,,1,20,24,13,16,17,12,5,9,36,38,47,19,23,19,7,14,10,4,7,5,7,All
Laurie Dow,,,,,,,,,,,,,,,,,,1,18,16,18,10,8,9,2,38,42,27,11,21,16,7,6,4,8,1,7,12,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,1,10,17,15,12,5,4,26,49,18,15,34,18,5,6,4,10,4,6,8,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,0,16,7,16,7,4,53,34,28,7,16,8,9,3,4,11,3,5,2,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,4,16,8,5,2,42,27,23,7,29,12,10,4,2,5,2,6,4,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,0,21,5,6,31,28,23,8,10,8,5,10,4,6,3,3,3,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,1,7,8,40,37,16,6,9,5,3,3,3,4,2,3,3,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,4,27,18,17,12,10,2,3,4,0,7,5,2,1,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,7,3,7,3,3,1,3,0,8,3,0,All
Omar Sabir,,,,,,,,,,,,,,,,,,,,,,,,,,28,479,75,73,30,9,17,6,3,4,1,4,2,All
Lisa Deeley,,,,,,,,,,,,,,,,,,,,,,,,,,,21,32,33,32,19,4,9,9,6,7,6,6,All
Kahlil Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,36,4,7,6,18,8,5,2,1,All
Marwan Kreidie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,0,5,8,2,1,1,5,0,All
Annette Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,5,1,0,6,7,1,2,All
Carla Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,0,1,2,1,5,All
Dennis Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,2,1,3,0,All
Luigi Borda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,2,All
Jen Devor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,All
Robin Trent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,All
Lewis Harris Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,All
Warren Bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,All
Moira Bohannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,085",653,495,468,454,447,439,287,262,236,180,174,173,163,158,137,137,117,113,104,96,81,77,59,32,982,895,248,234,159,69,67,51,43,41,36,35,24,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,1
,Joshua Roberts,James C Crumlish,Jennifer Schultz,Jon Marshall,Craig Levin,Carmella Jacquinto,Anthony Kyriakakis,Cateria R Mccabe,Wendi Barish,Kendra Mccrae,James F Berardinelli,Beth Grossman,Chris Hall,Gregory Weyer,Janine D Momasso,Kay Yu,Laurie Dow,Leon Goodman,Nicola Serianni,Sherman Toppin,Terri M Booker,Tiffany Palmer,Vicki Markovitz,Henry Mcgregor Sias,Robert Trimble,Lisa Deeley,Omar Sabir,Kahlil Williams,Marwan Kreidie,Annette Thompson,Carla Cain,Dennis Lee,Jen Devor,Lewis Harris Jr,Luigi Borda,Moira Bohannon,Robin Trent,Warren Bloom,1
Joshua Roberts,1,17,6,5,4,4,3,3,3,2,2,0,0,0,1,1,1,1,0,1,1,0,0,0,0,20,12,4,4,0,0,0,0,0,0,0,0,0,1
James C Crumlish,,0,1,2,2,4,3,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14,5,2,0,0,1,1,0,0,0,0,0,0,1
Jennifer Schultz,,,1,5,6,0,0,0,1,1,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,5,4,0,4,0,1,0,0,0,0,0,0,0,1
Jon Marshall,,,,0,5,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,3,1,2,1,1,0,0,0,0,0,0,0,1
Craig Levin,,,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,3,0,1,1,0,0,0,0,0,0,1
Carmella Jacquinto,,,,,,0,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,1
Anthony Kyriakakis,,,,,,,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1
Cateria R Mccabe,,,,,,,,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,1
Wendi Barish,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,1
Kendra Mccrae,,,,,,,,,,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1
James F Berardinelli,,,,,,,,,,,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1
Beth Grossman,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Chris Hall,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Gregory Weyer,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Janine D Momasso,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Kay Yu,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Laurie Dow,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Nicola Serianni,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Tiffany Palmer,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
