col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
James C Crumlish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,"12,430","9,915","6,336","7,008","8,457","6,105","5,292","6,025","4,274","12,542","3,208","3,304","2,335","3,217","2,233","2,633","1,488","3,495","1,710",495,All
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,"8,970","13,929","5,639","14,117","3,612","4,897","6,009","4,724","2,417","6,071","1,336","9,119","5,020","3,195","3,830","3,832","2,013","1,155",630,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,"7,144","7,548","7,180","5,286","11,255","6,448","8,560","4,174","5,769","2,632","2,358","4,349","6,014","5,142","5,057","2,623","1,262",661,All
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,"7,760","14,230","2,764","8,083","5,529","3,310","2,154","6,010","1,591","9,917","3,795","2,349","3,200","6,051","2,073",894,622,All
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,"11,757","2,828","7,133","5,140","3,970","7,794","4,564","1,039","1,642","3,127","3,753","2,851","2,257","3,739",768,906,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,"1,799","4,515","5,127","1,733","2,898","1,610",638,"7,687","1,127","2,889","1,077","1,369","2,096",566,646,All
Craig Levin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723,"4,868","5,024","4,636","2,507","2,614","8,692","2,200","2,776","3,314","2,787","1,959","2,313","1,550",686,All
Nicola Serianni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,"3,246","5,865","2,244","4,754","3,336","1,995","2,616","3,888","3,347","4,860","2,190","1,054",813,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,"4,253","3,286","5,255","3,090","3,431","5,861","4,276","2,984","2,768","2,394","1,649",920,All
Beth Grossman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,"3,078","5,213","2,194","1,187","3,496","5,900","4,922","2,717","2,914","1,022",745,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,"3,261","1,409","1,395","2,921","1,638","2,290",764,"3,704","1,461",601,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,"1,925","2,985","5,672","2,622","4,092","3,243","1,453","1,519",666,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,"1,506","2,113","1,001","1,365",692,856,"1,176",431,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,"3,451","1,123","2,101","1,713",933,864,577,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,"1,855","3,574","2,278",891,"1,353",879,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,"2,502","2,008","1,784",770,466,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,"2,570","1,678",863,518,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,"2,243",526,551,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,893,653,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,358,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,All
Total,"106,997","66,000","63,227","60,148","44,814","41,717","35,081","34,416","33,683","26,245","17,841","17,731","13,949","13,696","12,454","11,390","10,466","9,586","8,962","8,742","7,602","5,398","5,150","4,838","4,418","4,137","3,825","2,794","2,698",44,"58,617","57,101","55,206","54,311","38,518","38,461","36,273","35,713","33,670","33,077","30,349","27,790","25,909","23,348","23,315","21,359","19,116","19,058","18,376","16,049","15,748","14,096","13,324","6,114","3,782",All
