col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Helen Gym,Isaiah Thomas,Derek S Green,Allan Domb,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Eryn Santamoor,Justin Diberardinis,Erika Almirón,Willie Floyd Singletary,Ogbonna Paul Hagins,Sandra Dungee Glenn,Ethelind Baylor,Beth Finn,Asa Khalif,Fareed Abdullah,Latrice Y Bryant,Fernando Treviño,Billy Thompson,Hena Veit,Wayne Allen,Joseph A Diorio,Edwin Santana,Mark Ross,Bobbie Curry,Vinny Black,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Jen Devor,Annette Thompson,Dennis Lee,Luigi Borda,Carla Cain,Moira Bohannon,Robin Trent,Warren Bloom,Lewis Harris Jr,All
Helen Gym,20,219,236,181,220,241,200,196,228,214,75,100,71,93,58,40,30,43,42,40,26,17,12,9,9,12,11,5,3,0,249,195,246,138,151,78,53,62,52,34,24,11,6,All
Isaiah Thomas,,3,317,272,279,59,37,44,105,91,15,16,47,61,14,38,33,26,15,17,6,15,7,15,6,6,5,7,4,2,336,239,123,27,59,32,25,35,16,8,7,9,2,All
Derek S Green,,,7,304,311,54,54,88,55,41,12,18,47,20,20,26,26,19,9,25,3,17,5,5,8,7,8,8,3,0,315,233,138,38,38,33,43,13,13,8,9,8,6,All
Allan Domb,,,,11,256,52,32,77,49,26,22,10,41,4,20,20,21,19,20,10,8,12,11,10,10,9,7,5,2,1,311,220,95,33,34,29,24,13,12,10,7,6,3,All
Katherine Gilmore Richardson,,,,,2,48,49,103,57,47,12,14,68,6,18,25,18,26,15,31,7,11,4,5,6,5,3,3,2,1,290,222,123,27,49,29,38,7,20,14,7,1,2,All
Adrián Rivera-reyes,,,,,,4,156,66,76,90,83,76,9,29,35,22,16,15,33,8,8,7,8,11,4,4,9,4,1,1,129,86,102,116,64,34,15,29,25,17,11,4,3,All
Deja Lynn Alvarez,,,,,,,1,51,42,72,81,72,17,23,39,20,12,21,22,10,14,8,10,1,2,5,3,2,4,0,116,86,64,98,46,33,14,19,27,21,9,4,3,All
Eryn Santamoor,,,,,,,,0,88,56,7,16,30,4,26,15,7,23,43,33,22,1,8,2,5,7,4,0,1,0,58,47,132,44,66,30,30,23,13,14,5,8,4,All
