col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Judge Of The Superior Court - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Tiffany Palmer,Anthony Kyriakakis,Wendi Barish,Kay Yu,Henry Mcgregor Sias,Nicola Serianni,Jennifer Schultz,James C Crumlish,Chris Hall,Beth Grossman,Craig Levin,Vicki Markovitz,Cateria R Mccabe,Carmella Jacquinto,Leon Goodman,Kendra Mccrae,Joshua Roberts,Laurie Dow,James F Berardinelli,Janine D Momasso,Terri M Booker,Jon Marshall,Robert Trimble,Sherman Toppin,Gregory Weyer,All
Daniel D Mccaffery,123,"1,224",784,"2,635","2,652","1,955","1,733","1,500","1,267",950,"1,212","1,051",604,650,536,383,394,478,319,422,264,326,189,159,177,124,92,46,All
Amanda Green-hawkins,,24,789,"1,459","1,177","1,070",944,710,722,951,594,557,507,333,377,453,387,279,383,216,267,188,261,171,122,55,87,36,All
Beth Tarasi,,,14,904,828,847,524,365,532,731,495,388,482,362,365,199,301,199,281,241,228,130,175,139,129,62,49,23,All
Tiffany Palmer,,,,13,"2,704","1,785","1,739","1,555","1,186",794,"1,282","1,218",380,254,433,418,333,336,286,156,225,224,175,125,35,33,30,28,All
Anthony Kyriakakis,,,,,42,"1,660","1,628","1,462","1,034",559,"1,324","1,271",335,332,390,227,278,352,161,201,128,273,74,67,45,53,57,24,All
Wendi Barish,,,,,,4,"1,153","1,131","1,195",688,501,391,525,358,515,263,268,317,240,179,251,154,205,116,70,59,41,21,All
Kay Yu,,,,,,,57,"1,180",956,529,435,433,226,143,197,261,246,138,215,67,132,140,92,90,22,21,31,21,All
Henry Mcgregor Sias,,,,,,,,9,820,312,270,242,104,81,218,221,158,209,66,80,51,80,42,35,14,28,44,20,All
Nicola Serianni,,,,,,,,,3,521,201,141,259,163,185,249,179,98,192,112,120,91,182,65,63,25,32,17,All
Jennifer Schultz,,,,,,,,,,11,268,214,429,342,280,361,187,139,250,250,179,124,186,86,157,47,31,15,All
James C Crumlish,,,,,,,,,,,3,"1,121",199,239,135,77,128,138,113,151,91,124,24,23,57,23,17,7,All
