col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,City Commissioners - Democrat,,,,,,,,,,,,,Register Of Wills - Democrat,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Dennis Lee,Carla Cain,Jen Devor,Luigi Borda,Robin Trent,Lewis Harris Jr,Warren Bloom,Moira Bohannon,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,All
Omar Sabir,94,459,123,97,53,39,10,2,13,13,8,9,13,467,528,146,All
Lisa Deeley,,26,37,45,45,14,23,3,10,13,6,5,8,249,475,96,All
Kahlil Williams,,,14,9,38,12,11,35,1,9,11,11,4,183,71,55,All
Marwan Kreidie,,,,13,5,14,3,1,11,2,0,2,4,179,46,43,All
Annette Thompson,,,,,4,3,14,4,2,8,5,7,7,121,33,43,All
Dennis Lee,,,,,,4,3,6,5,4,5,5,0,57,38,15,All
Carla Cain,,,,,,,2,5,3,4,2,2,3,49,19,16,All
Jen Devor,,,,,,,,1,6,5,1,1,1,33,22,12,All
Luigi Borda,,,,,,,,,3,2,2,4,3,30,21,12,All
Robin Trent,,,,,,,,,,3,3,0,2,41,15,8,All
Lewis Harris Jr,,,,,,,,,,,2,3,2,25,15,10,All
Warren Bloom,,,,,,,,,,,,1,0,27,16,2,All
Moira Bohannon,,,,,,,,,,,,,0,33,9,4,All
Tracey Gordon,,,,,,,,,,,,,,50,0,0,All
Ronald R Donatucci,,,,,,,,,,,,,,,79,0,All
Jacque P Whaumbush,,,,,,,,,,,,,,,,17,All
Total,"1,269",876,343,284,210,125,93,77,71,69,56,54,48,969,846,304,All
,Register Of Wills - Democrat,,,City Commissioners - Democrat,,,,,,,,,,,,,1
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,Lisa Deeley,Omar Sabir,Kahlil Williams,Annette Thompson,Luigi Borda,Marwan Kreidie,Carla Cain,Jen Devor,Robin Trent,Warren Bloom,Dennis Lee,Lewis Harris Jr,Moira Bohannon,1
Tracey Gordon,3,0,0,14,12,9,9,2,7,3,1,5,2,3,0,2,1
Ronald R Donatucci,,3,0,19,14,5,1,5,1,3,3,0,3,0,2,0,1
Jacque P Whaumbush,,,1,7,3,1,2,2,0,0,1,0,0,0,0,0,1
Lisa Deeley,,,,1,16,5,5,2,2,1,0,0,0,0,0,0,1
Omar Sabir,,,,,1,3,1,0,1,1,0,0,1,0,0,1,1
Kahlil Williams,,,,,,1,2,0,0,1,1,1,0,0,0,0,1
Annette Thompson,,,,,,,0,1,1,0,0,1,1,0,0,0,1
Luigi Borda,,,,,,,,1,1,0,2,1,1,0,0,0,1
Marwan Kreidie,,,,,,,,,1,0,1,0,0,1,0,0,1
Carla Cain,,,,,,,,,,0,1,0,0,0,0,0,1
Jen Devor,,,,,,,,,,,0,0,0,0,0,0,1
Robin Trent,,,,,,,,,,,,0,0,1,0,1,1
Warren Bloom,,,,,,,,,,,,,0,0,2,0,1
Dennis Lee,,,,,,,,,,,,,,1,0,0,1
Lewis Harris Jr,,,,,,,,,,,,,,,0,0,1
Moira Bohannon,,,,,,,,,,,,,,,,0,1
Total,43,37,9,42,31,16,12,10,9,6,5,5,5,4,2,2,1
,Register Of Wills - Democrat,,,City Commissioners - Democrat,,,,,,,,,,,,,2
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,Omar Sabir,Kahlil Williams,Lisa Deeley,Annette Thompson,Dennis Lee,Jen Devor,Marwan Kreidie,Robin Trent,Lewis Harris Jr,Moira Bohannon,Carla Cain,Warren Bloom,Luigi Borda,2
Tracey Gordon,2,0,0,13,11,3,6,3,5,5,3,1,1,1,1,1,2
Ronald R Donatucci,,1,0,10,5,10,1,4,1,2,0,2,1,1,1,0,2
Jacque P Whaumbush,,,0,3,3,2,3,0,1,0,2,0,1,0,0,0,2
Omar Sabir,,,,3,5,9,0,2,0,2,1,0,0,1,0,0,2
Kahlil Williams,,,,,1,1,3,0,5,0,1,2,0,0,0,0,2
Lisa Deeley,,,,,,1,2,0,0,1,0,0,1,0,0,0,2
Annette Thompson,,,,,,,0,0,0,0,1,0,2,1,0,0,2
Dennis Lee,,,,,,,,0,0,2,0,1,0,0,1,0,2
Jen Devor,,,,,,,,,0,0,2,0,0,0,0,0,2
