col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Dennis Lee,Jen Devor,Carla Cain,Luigi Borda,Robin Trent,Lewis Harris Jr,Warren Bloom,Moira Bohannon,Jennifer Schultz,Joshua Roberts,Tiffany Palmer,Anthony Kyriakakis,Cateria R Mccabe,Carmella Jacquinto,Sherman Toppin,Kay Yu,Craig Levin,Leon Goodman,Terri M Booker,Wendi Barish,Kendra Mccrae,Henry Mcgregor Sias,Jon Marshall,James C Crumlish,Janine D Momasso,Chris Hall,Beth Grossman,Laurie Dow,Nicola Serianni,Vicki Markovitz,James F Berardinelli,Robert Trimble,Gregory Weyer,All
Omar Sabir,65,503,208,111,73,63,13,52,8,18,10,16,5,416,732,242,341,390,401,410,141,272,276,247,156,191,272,228,149,174,85,109,132,111,53,50,56,21,All
Lisa Deeley,,17,56,54,54,19,4,20,5,8,3,7,7,286,470,135,307,300,325,296,96,123,127,107,137,86,240,107,111,98,49,92,77,76,40,29,25,11,All
Kahlil Williams,,,37,52,55,36,175,32,11,15,22,12,9,302,133,427,251,170,119,97,277,77,146,163,124,172,82,67,126,116,204,100,110,92,56,55,45,23,All
Marwan Kreidie,,,,17,9,26,12,6,14,5,4,2,3,240,150,93,76,39,31,33,59,133,43,35,54,37,31,109,67,26,41,41,34,51,27,13,20,8,All
Annette Thompson,,,,,4,7,6,21,2,11,6,5,6,102,53,119,32,55,54,35,52,40,64,87,88,81,9,41,34,41,45,81,54,60,37,12,20,9,All
Dennis Lee,,,,,,10,5,10,13,10,7,10,6,100,51,66,45,44,43,61,39,55,81,64,45,53,14,33,51,36,28,42,49,45,23,17,30,8,All
Jen Devor,,,,,,,2,6,7,1,3,2,3,139,21,180,150,62,27,10,138,12,25,15,54,23,37,3,50,35,114,25,21,38,16,12,4,2,All
Carla Cain,,,,,,,,5,10,5,5,4,4,65,36,66,32,45,43,42,53,30,32,49,47,49,30,16,31,39,27,39,48,36,21,19,9,8,All
Luigi Borda,,,,,,,,,1,3,2,4,3,36,17,34,23,21,10,13,24,14,25,9,25,24,16,7,28,21,11,18,10,32,7,9,6,3,All
Robin Trent,,,,,,,,,,1,1,4,2,30,20,34,14,27,19,11,20,15,19,29,28,29,5,9,13,13,10,25,15,17,14,7,3,3,All
Lewis Harris Jr,,,,,,,,,,,2,5,1,21,16,26,7,16,10,16,9,12,23,24,13,19,4,14,9,13,15,10,13,8,7,8,12,4,All
Warren Bloom,,,,,,,,,,,,2,0,20,18,26,13,14,10,14,13,28,13,18,9,13,8,10,10,14,9,15,13,10,4,10,11,4,All
Moira Bohannon,,,,,,,,,,,,,0,24,3,24,11,15,10,3,17,6,8,6,18,17,2,5,7,11,10,20,16,21,13,3,1,2,All
Jennifer Schultz,,,,,,,,,,,,,,24,248,335,218,160,124,76,242,238,139,117,216,128,82,208,108,99,142,133,104,173,61,31,42,18,All
Joshua Roberts,,,,,,,,,,,,,,,31,104,288,308,322,350,53,209,167,142,82,78,243,196,150,85,40,56,48,69,38,21,42,11,All
