col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
,District Council 6th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Bobby Henon,Helen Gym,Allan Domb,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Adrián Rivera-reyes,Deja Lynn Alvarez,Eryn Santamoor,Justin Diberardinis,Willie Floyd Singletary,Erika Almirón,Beth Finn,Joseph A Diorio,Sandra Dungee Glenn,Billy Thompson,Fernando Treviño,Ogbonna Paul Hagins,Hena Veit,Asa Khalif,Mark Ross,Fareed Abdullah,Bobbie Curry,Edwin Santana,Ethelind Baylor,Latrice Y Bryant,Vinny Black,Wayne Allen,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,All
Bobby Henon,30,210,170,121,91,91,112,86,59,61,67,51,41,37,41,36,36,38,28,28,24,25,20,21,23,19,19,19,12,7,0,All
Helen Gym,,11,129,77,72,65,54,45,54,51,28,42,30,24,25,18,21,29,19,15,12,7,9,8,13,8,9,9,4,3,0,All
Allan Domb,,,20,105,86,90,31,24,52,45,14,15,26,21,15,20,12,3,9,9,24,9,11,6,7,8,13,8,6,0,0,All
Isaiah Thomas,,,,8,78,67,16,12,13,26,19,11,8,7,13,9,5,5,5,14,5,18,3,6,11,8,6,7,4,3,0,All
Katherine Gilmore Richardson,,,,,3,55,9,4,22,15,5,22,17,11,26,14,7,3,5,6,3,7,7,1,2,5,5,2,1,3,1,All
Derek S Green,,,,,,4,15,17,25,27,7,12,8,8,3,9,9,4,3,10,8,12,3,4,8,3,4,6,8,0,0,All
Adrián Rivera-reyes,,,,,,,1,47,18,8,33,10,10,10,3,10,20,26,6,1,5,3,4,9,7,7,3,3,3,1,0,All
Deja Lynn Alvarez,,,,,,,,3,16,3,28,12,3,5,5,7,13,27,11,3,7,2,6,9,4,7,3,4,4,2,1,All
Eryn Santamoor,,,,,,,,,0,17,3,14,4,8,9,5,12,3,8,4,13,4,4,2,3,3,4,0,3,0,0,All
Justin Diberardinis,,,,,,,,,,0,4,15,13,11,8,4,5,0,7,6,5,2,2,3,9,1,4,5,1,2,0,All
Willie Floyd Singletary,,,,,,,,,,,1,2,3,8,2,9,5,23,1,5,2,3,5,2,5,2,2,3,2,1,0,All
Erika Almirón,,,,,,,,,,,,0,9,4,15,11,13,2,7,2,3,3,5,3,4,4,1,1,1,1,0,All
Beth Finn,,,,,,,,,,,,,0,13,12,2,4,2,4,3,7,2,6,1,6,4,2,1,1,0,0,All
Joseph A Diorio,,,,,,,,,,,,,,1,5,9,5,2,10,1,7,2,7,5,2,3,3,3,3,2,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,0,6,3,1,3,7,3,5,2,2,1,5,5,4,0,1,0,All
Billy Thompson,,,,,,,,,,,,,,,,1,3,4,5,0,3,5,6,1,1,4,3,3,3,2,0,All
Fernando Treviño,,,,,,,,,,,,,,,,,1,2,7,1,2,1,3,5,0,1,2,1,2,0,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,0,2,3,0,3,1,1,1,0,0,0,2,0,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,0,4,2,2,5,4,2,5,0,1,3,0,0,All
Asa Khalif,,,,,,,,,,,,,,,,,,,,0,0,9,1,2,3,3,4,4,1,1,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,0,1,7,3,1,1,2,3,2,1,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,2,1,3,2,0,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,0,3,1,4,2,1,2,2,1,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,0,1,1,1,0,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,1,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,1,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,1,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,0,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,459,286,279,184,154,141,129,105,89,82,74,65,54,54,49,46,46,42,36,35,34,32,31,27,27,25,23,22,16,9,1,All
,District Council 6th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
,Bobby Henon,Helen Gym,Katherine Gilmore Richardson,Adrián Rivera-reyes,Isaiah Thomas,Allan Domb,Derek S Green,Deja Lynn Alvarez,Joseph A Diorio,Willie Floyd Singletary,Asa Khalif,Erika Almirón,Ogbonna Paul Hagins,Beth Finn,Devon Cade,Edwin Santana,Eryn Santamoor,Hena Veit,Billy Thompson,Bobbie Curry,Ethelind Baylor,Fareed Abdullah,Justin Diberardinis,Latrice Y Bryant,Mark Ross,Sandra Dungee Glenn,Wayne Allen,Fernando Treviño,Sherrie Cohen,Vinny Black,Wayne Edmund Dorsey,7
Bobby Henon,1,10,10,10,8,8,7,7,4,3,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,7
Helen Gym,,0,7,4,5,6,5,4,4,3,2,3,2,2,2,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,7
Katherine Gilmore Richardson,,,1,1,9,9,7,1,1,0,2,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,7
Adrián Rivera-reyes,,,,1,1,0,2,6,1,4,0,0,3,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7
Isaiah Thomas,,,,,1,6,7,1,2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
Allan Domb,,,,,,0,5,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
Derek S Green,,,,,,,0,3,0,0,3,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
Deja Lynn Alvarez,,,,,,,,0,0,3,1,0,3,0,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,7
Joseph A Diorio,,,,,,,,,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,7
