col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Anthony Kyriakakis,Tiffany Palmer,Kay Yu,Jennifer Schultz,Wendi Barish,James C Crumlish,Vicki Markovitz,Chris Hall,Joshua Roberts,Nicola Serianni,Henry Mcgregor Sias,Carmella Jacquinto,Cateria R Mccabe,Beth Grossman,Craig Levin,Kendra Mccrae,Leon Goodman,James F Berardinelli,Laurie Dow,Janine D Momasso,Terri M Booker,Jon Marshall,Sherman Toppin,Robert Trimble,Gregory Weyer,Kahlil Williams,Jen Devor,Lisa Deeley,Omar Sabir,Marwan Kreidie,Luigi Borda,Annette Thompson,Moira Bohannon,Carla Cain,Dennis Lee,Robin Trent,Warren Bloom,Lewis Harris Jr,All
Anthony Kyriakakis,16,"1,504",875,438,561,812,463,788,382,277,488,277,297,210,181,125,200,253,64,54,33,23,16,29,18,"1,315",874,511,256,249,125,54,92,66,35,36,23,12,All
Tiffany Palmer,,3,908,578,647,754,462,773,203,389,410,192,278,220,115,188,204,219,122,128,52,12,27,13,19,"1,340",933,365,129,242,143,84,107,102,35,45,17,13,All
Kay Yu,,,17,437,365,373,295,380,181,266,282,200,193,162,81,148,88,181,88,89,56,15,18,10,21,866,603,210,143,174,107,69,88,65,34,32,9,11,All
Jennifer Schultz,,,,16,452,179,241,146,181,383,152,150,253,236,201,164,71,61,116,143,62,102,37,19,14,491,334,308,163,218,100,140,80,100,30,31,27,8,All
Wendi Barish,,,,,2,205,369,149,132,357,192,139,181,249,118,128,174,77,125,133,59,28,23,17,10,567,336,344,107,150,67,108,85,85,19,32,19,8,All
James C Crumlish,,,,,,2,166,687,116,90,84,80,67,90,111,60,83,177,37,13,21,27,16,17,9,595,410,174,96,161,60,26,57,51,29,29,10,9,All
Vicki Markovitz,,,,,,,21,139,192,153,163,177,87,238,132,91,160,55,95,73,49,20,29,20,15,475,253,306,102,101,66,97,57,65,27,22,26,8,All
Chris Hall,,,,,,,,2,71,64,68,58,54,91,68,62,51,170,47,9,22,8,13,12,8,584,428,127,68,130,57,25,48,48,26,23,9,6,All
Joshua Roberts,,,,,,,,,17,88,179,240,185,109,167,33,67,38,29,32,33,96,29,19,14,256,145,362,322,109,29,51,17,28,20,13,13,10,All
Nicola Serianni,,,,,,,,,,3,100,116,173,155,71,119,36,44,74,144,45,31,17,6,13,323,227,180,87,97,85,84,52,55,22,18,13,6,All
Henry Mcgregor Sias,,,,,,,,,,,1,154,233,40,32,39,115,37,6,30,20,8,16,12,13,349,195,266,161,63,56,13,23,16,10,6,9,4,All
Carmella Jacquinto,,,,,,,,,,,,8,188,122,55,95,42,24,58,65,57,15,26,17,11,198,82,262,211,50,32,76,59,49,10,20,8,9,All
Cateria R Mccabe,,,,,,,,,,,,,0,63,43,99,41,24,38,96,34,15,16,10,6,211,147,225,209,55,56,51,32,34,16,14,8,5,All
Beth Grossman,,,,,,,,,,,,,,0,109,105,70,68,105,57,48,24,11,23,14,222,132,184,75,83,34,96,52,60,25,21,28,2,All
Craig Levin,,,,,,,,,,,,,,,12,25,55,31,32,19,27,90,22,20,15,166,76,132,123,98,36,34,25,23,20,16,25,8,All
Kendra Mccrae,,,,,,,,,,,,,,,,0,45,29,63,40,49,10,19,18,7,159,79,83,60,67,34,71,52,46,15,20,8,6,All
Leon Goodman,,,,,,,,,,,,,,,,,2,36,25,17,36,13,28,22,9,208,67,142,64,38,37,22,17,25,15,15,20,8,All
James F Berardinelli,,,,,,,,,,,,,,,,,,8,18,17,9,11,12,19,15,230,156,59,30,25,36,19,17,21,20,12,12,6,All
Laurie Dow,,,,,,,,,,,,,,,,,,,1,40,36,8,16,11,5,97,53,86,34,48,26,49,31,44,9,14,6,2,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,0,22,7,18,8,6,108,75,61,39,29,32,37,26,31,8,12,3,5,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,2,8,24,14,9,77,23,45,59,17,10,39,13,28,13,9,7,7,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,1,4,10,3,36,4,54,68,62,8,15,8,9,10,3,2,3,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,1,6,5,37,12,21,33,18,14,8,3,13,11,5,9,3,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,9,29,7,22,17,10,7,6,6,9,9,9,4,4,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,25,10,10,19,9,6,3,6,3,4,1,4,3,All
Kahlil Williams,,,,,,,,,,,,,,,,,,,,,,,,,,17,892,258,91,148,62,46,48,45,27,30,12,9,All
Jen Devor,,,,,,,,,,,,,,,,,,,,,,,,,,,3,56,6,29,66,13,27,30,7,9,4,2,All
Lisa Deeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,264,67,25,84,33,25,14,8,11,2,All
Omar Sabir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,77,14,22,8,12,6,3,5,5,All
Marwan Kreidie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,27,12,24,22,9,11,7,4,All
Luigi Borda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,9,9,6,2,2,2,All
Annette Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,29,8,7,5,2,All
Moira Bohannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,1,8,5,2,All
Carla Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,2,All
Dennis Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,1,All
