col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Joshua Roberts,Jennifer Schultz,Carmella Jacquinto,Cateria R Mccabe,Terri M Booker,Craig Levin,Sherman Toppin,Kendra Mccrae,Anthony Kyriakakis,Leon Goodman,Jon Marshall,Tiffany Palmer,Henry Mcgregor Sias,Laurie Dow,Janine D Momasso,Wendi Barish,James C Crumlish,Nicola Serianni,Beth Grossman,Chris Hall,Kay Yu,James F Berardinelli,Robert Trimble,Vicki Markovitz,Gregory Weyer,Jewell Williams,Rochelle Bilal,Malika Rahman,Larry King Sr,All
Joshua Roberts,58,230,323,310,162,203,365,125,301,114,216,89,268,61,31,81,89,71,62,48,39,28,41,23,19,438,270,176,30,All
Jennifer Schultz,,30,77,72,87,199,33,99,31,59,189,74,15,60,30,90,54,99,75,34,32,18,37,38,8,106,299,182,29,All
Carmella Jacquinto,,,11,326,176,85,294,150,278,121,33,89,235,99,118,61,82,45,52,29,44,47,30,39,8,345,113,86,15,All
Cateria R Mccabe,,,,15,147,44,335,175,309,124,40,128,257,72,119,49,20,60,45,36,41,32,18,29,8,332,131,85,19,All
Terri M Booker,,,,,19,77,113,175,53,149,64,168,29,94,60,79,61,72,72,80,57,25,41,35,17,191,141,119,28,All
Craig Levin,,,,,,17,36,57,22,77,160,59,10,85,73,43,95,56,37,31,14,56,24,31,9,120,186,131,20,All
Sherman Toppin,,,,,,,3,96,295,73,31,60,265,38,30,29,36,22,21,27,19,14,20,17,13,333,77,48,13,All
Kendra Mccrae,,,,,,,,15,70,147,55,155,32,77,91,67,45,69,71,65,66,30,44,26,9,163,141,117,18,All
Anthony Kyriakakis,,,,,,,,,2,62,21,39,251,16,46,13,22,15,25,30,13,15,15,13,8,275,66,27,12,All
Leon Goodman,,,,,,,,,,6,51,116,21,79,79,56,70,49,54,57,35,37,48,36,14,137,114,91,27,All
Jon Marshall,,,,,,,,,,,15,47,16,29,11,54,49,57,34,30,12,7,25,11,10,76,178,104,14,All
Tiffany Palmer,,,,,,,,,,,,2,26,77,45,61,32,59,59,61,62,31,34,35,16,120,120,95,14,All
Henry Mcgregor Sias,,,,,,,,,,,,,1,9,14,17,6,16,11,8,13,18,6,10,4,235,38,21,5,All
Laurie Dow,,,,,,,,,,,,,,9,85,57,67,32,61,37,30,54,24,17,8,101,76,69,17,All
Janine D Momasso,,,,,,,,,,,,,,,1,38,52,28,38,12,23,60,9,24,4,80,65,52,7,All
Wendi Barish,,,,,,,,,,,,,,,,2,49,77,61,25,27,14,27,31,4,75,84,59,15,All
James C Crumlish,,,,,,,,,,,,,,,,,2,41,16,40,13,47,34,8,5,72,55,51,20,All
Nicola Serianni,,,,,,,,,,,,,,,,,,3,56,19,24,6,19,27,7,43,88,64,16,All
Beth Grossman,,,,,,,,,,,,,,,,,,,1,32,24,17,10,30,10,63,68,60,10,All
Chris Hall,,,,,,,,,,,,,,,,,,,,1,22,16,29,9,14,61,44,38,15,All
Kay Yu,,,,,,,,,,,,,,,,,,,,,1,11,20,17,7,44,47,41,6,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,0,9,9,3,52,23,23,13,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,2,6,2,30,46,29,10,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,1,8,40,32,28,8,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,1,16,9,10,8,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,81,0,0,0,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,All
Total,"1,038",684,676,651,551,523,512,490,431,411,410,369,334,304,252,252,235,228,214,173,154,138,126,118,49,882,796,630,99,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
,Jennifer Schultz,Joshua Roberts,Terri M Booker,Carmella Jacquinto,Tiffany Palmer,Kendra Mccrae,James C Crumlish,Jon Marshall,Cateria R Mccabe,Sherman Toppin,Wendi Barish,Nicola Serianni,Anthony Kyriakakis,Kay Yu,Chris Hall,Laurie Dow,Leon Goodman,Henry Mcgregor Sias,Robert Trimble,Beth Grossman,Craig Levin,James F Berardinelli,Janine D Momasso,Vicki Markovitz,Gregory Weyer,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,1
Jennifer Schultz,1,10,4,4,4,7,9,9,2,3,9,6,0,1,4,4,2,1,4,5,4,2,2,2,0,12,9,7,3,1
Joshua Roberts,,2,5,10,6,7,8,8,6,9,5,8,8,3,4,4,5,7,3,1,3,3,0,2,1,9,9,7,4,1
Terri M Booker,,,0,6,11,8,3,3,4,4,3,3,4,3,3,3,4,1,4,1,1,2,2,2,0,11,4,4,0,1
Carmella Jacquinto,,,,1,3,4,0,1,9,6,2,1,6,3,1,2,2,5,1,1,0,1,2,2,0,5,9,2,0,1
Tiffany Palmer,,,,,0,7,5,4,3,4,1,3,3,4,4,4,4,1,2,2,0,0,2,2,0,9,2,8,0,1
Kendra Mccrae,,,,,,1,4,2,4,2,4,4,3,4,4,1,2,2,3,3,0,2,2,1,0,7,4,2,3,1
James C Crumlish,,,,,,,1,6,0,2,4,4,3,1,4,0,1,0,3,0,3,0,1,0,1,5,2,3,3,1
Jon Marshall,,,,,,,,0,1,2,6,4,0,0,2,3,2,1,3,0,2,0,1,0,1,8,3,1,1,1
Cateria R Mccabe,,,,,,,,,1,6,2,3,5,3,0,1,0,5,0,1,0,0,2,1,0,5,5,2,0,1
Sherman Toppin,,,,,,,,,,0,2,2,6,1,1,3,2,6,0,0,1,1,1,1,0,3,5,3,1,1
Wendi Barish,,,,,,,,,,,1,3,0,1,1,2,2,1,2,2,1,2,1,1,0,5,4,1,1,1
Nicola Serianni,,,,,,,,,,,,0,1,2,1,1,0,2,1,2,2,2,2,0,0,4,3,3,2,1
Anthony Kyriakakis,,,,,,,,,,,,,0,1,2,0,0,5,1,0,0,0,0,1,0,3,6,0,0,1
Kay Yu,,,,,,,,,,,,,,0,1,1,2,0,2,0,0,0,1,1,0,3,2,5,0,1
Chris Hall,,,,,,,,,,,,,,,0,2,1,0,1,2,0,0,0,0,1,3,2,2,1,1
Laurie Dow,,,,,,,,,,,,,,,,0,2,0,0,1,1,0,0,0,0,1,2,4,0,1
Leon Goodman,,,,,,,,,,,,,,,,,0,0,1,1,1,2,0,2,1,3,3,2,1,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,0,1,0,0,2,0,0,0,1,4,0,2,1
Robert Trimble,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,2,2,1,1,1
Beth Grossman,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,2,2,3,0,1
Craig Levin,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,1,3,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,2,0,2,1
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,0,1,0,1
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,2,0,1
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,1
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,1
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,36,35,21,20,19,18,16,16,14,14,13,12,11,11,9,9,9,8,8,7,7,5,4,4,1,33,30,25,6,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,2
,Joshua Roberts,Carmella Jacquinto,Jennifer Schultz,Cateria R Mccabe,Craig Levin,Terri M Booker,Leon Goodman,Kendra Mccrae,Laurie Dow,Jon Marshall,Anthony Kyriakakis,Tiffany Palmer,Sherman Toppin,Wendi Barish,James F Berardinelli,James C Crumlish,Nicola Serianni,Beth Grossman,Henry Mcgregor Sias,Janine D Momasso,Chris Hall,Kay Yu,Robert Trimble,Vicki Markovitz,Gregory Weyer,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,2
Joshua Roberts,3,12,10,12,8,4,3,2,1,8,11,2,8,5,0,4,4,3,7,0,2,3,0,1,0,10,14,11,3,2
Carmella Jacquinto,,1,5,13,6,9,4,6,6,1,11,6,7,5,5,4,4,2,8,5,0,2,2,2,0,10,14,5,1,2
Jennifer Schultz,,,0,3,6,3,6,4,2,7,1,4,2,6,1,2,7,4,0,0,1,2,1,3,0,15,3,10,3,2
Cateria R Mccabe,,,,0,1,7,4,5,4,1,12,3,11,2,3,0,4,2,8,2,3,2,0,1,0,7,11,4,1,2
Craig Levin,,,,,1,2,4,4,8,6,1,2,0,2,7,8,2,3,0,4,1,2,0,1,2,6,7,6,3,2
Terri M Booker,,,,,,0,6,9,4,3,2,7,1,6,2,2,3,2,0,2,6,2,1,3,1,8,8,4,1,2
Leon Goodman,,,,,,,0,8,5,2,1,5,2,5,5,5,5,2,2,1,3,1,4,2,1,9,4,4,2,2
Kendra Mccrae,,,,,,,,0,3,3,2,9,2,2,5,2,4,2,0,0,4,2,3,2,0,8,6,5,0,2
Laurie Dow,,,,,,,,,1,2,1,2,4,6,9,7,3,5,2,4,1,2,2,2,2,4,7,5,2,2
Jon Marshall,,,,,,,,,,2,1,2,1,3,1,2,1,3,2,0,2,0,1,1,0,6,1,6,2,2
Anthony Kyriakakis,,,,,,,,,,,0,0,10,0,2,0,1,1,7,0,2,1,1,0,0,3,9,1,1,2
Tiffany Palmer,,,,,,,,,,,,0,2,4,3,1,3,2,1,2,2,2,2,3,1,8,1,6,1,2
Sherman Toppin,,,,,,,,,,,,,0,0,2,1,2,1,7,0,0,1,2,2,0,4,7,3,0,2
Wendi Barish,,,,,,,,,,,,,,0,1,4,7,4,1,0,1,2,0,1,1,6,1,4,3,2
James F Berardinelli,,,,,,,,,,,,,,,0,7,0,2,2,5,2,0,2,0,2,2,9,3,0,2
