col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Register Of Wills - Democrat,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,Isaiah Thomas,Helen Gym,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Ethelind Baylor,Willie Floyd Singletary,Eryn Santamoor,Justin Diberardinis,Ogbonna Paul Hagins,Erika Almirón,Sandra Dungee Glenn,Fareed Abdullah,Fernando Treviño,Billy Thompson,Asa Khalif,Latrice Y Bryant,Beth Finn,Joseph A Diorio,Edwin Santana,Hena Veit,Vinny Black,Wayne Allen,Devon Cade,Bobbie Curry,Wayne Edmund Dorsey,Mark Ross,Sherrie Cohen,All
Ronald R Donatucci,64,0,0,439,363,428,359,320,101,88,157,63,80,69,50,32,30,24,35,27,25,14,20,24,20,10,18,10,8,8,11,10,0,All
Tracey Gordon,,21,0,153,252,124,92,83,182,146,30,115,63,29,75,55,57,55,44,42,44,41,42,28,25,26,20,19,14,16,10,10,0,All
Jacque P Whaumbush,,,4,57,93,58,45,41,38,50,17,31,29,28,21,19,26,18,19,22,13,24,12,17,11,16,6,9,9,10,5,7,0,All
Isaiah Thomas,,,,66,292,450,407,345,56,45,172,40,51,50,18,45,51,57,27,30,43,33,13,20,14,14,19,18,11,7,9,12,0,All
Helen Gym,,,,,15,308,232,202,134,118,46,103,88,80,100,64,61,36,33,30,41,28,38,23,15,24,15,16,10,12,9,9,0,All
Allan Domb,,,,,,25,395,345,43,40,156,18,83,66,8,21,43,50,28,22,38,15,16,19,22,10,12,12,14,7,11,9,0,All
Derek S Green,,,,,,,1,322,22,25,156,20,59,50,11,21,30,24,12,19,28,22,10,6,12,5,11,9,7,8,9,3,0,All
Katherine Gilmore Richardson,,,,,,,,1,15,27,132,10,65,31,5,28,41,23,21,18,14,14,28,11,11,14,4,6,7,9,4,9,0,All
Adrián Rivera-reyes,,,,,,,,,11,131,10,100,31,22,87,23,13,12,35,15,15,18,14,10,19,7,6,5,3,2,6,3,0,All
Deja Lynn Alvarez,,,,,,,,,,10,10,97,29,11,96,24,13,12,38,14,8,19,11,12,16,12,4,5,8,10,4,2,0,All
Ethelind Baylor,,,,,,,,,,,4,4,13,23,5,16,8,10,5,10,4,5,5,4,4,3,2,4,6,4,1,0,0,All
Willie Floyd Singletary,,,,,,,,,,,,13,12,4,85,7,5,15,12,13,9,16,6,9,1,9,7,4,4,3,6,0,0,All
Eryn Santamoor,,,,,,,,,,,,,1,44,12,28,22,9,26,15,7,11,14,13,10,15,1,3,4,7,1,3,0,All
Justin Diberardinis,,,,,,,,,,,,,,5,5,13,14,5,14,12,6,3,13,11,12,7,3,1,1,5,4,4,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,2,2,8,5,9,12,4,7,3,4,1,4,3,1,0,0,4,0,0,All
Erika Almirón,,,,,,,,,,,,,,,,1,23,8,22,12,15,11,16,6,10,7,7,4,3,3,2,2,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,1,11,5,16,14,17,20,6,7,11,5,3,0,3,1,2,0,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,8,6,11,21,19,0,9,6,5,8,6,5,1,1,3,0,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,1,12,5,6,7,16,20,8,4,3,3,1,1,2,0,All
