col_1,col_2,col_3,col_4,col_5,division
,District Council 9th District - Democrat,Mayor - Democrat,,,All
,Cherelle L Parker,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,All
Cherelle L Parker,31,949,571,59,All
Jim Kenney,,263,0,0,All
Anthony Hardy Williams,,,146,0,All
Alan Butkovitz,,,,18,All
Total,"1,610","1,212",717,77,All
,District Council 9th District - Democrat,Mayor - Democrat,,,2
,Cherelle L Parker,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,2
Cherelle L Parker,3,71,55,9,2
Jim Kenney,,34,0,0,2
Anthony Hardy Williams,,,20,0,2
Alan Butkovitz,,,,0,2
Total,138,105,75,9,2
,District Council 9th District - Democrat,Mayor - Democrat,,,3
,Cherelle L Parker,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,3
Cherelle L Parker,4,105,67,3,3
Jim Kenney,,24,0,0,3
Anthony Hardy Williams,,,17,0,3
Alan Butkovitz,,,,1,3
Total,179,129,84,4,3
,District Council 9th District - Democrat,Mayor - Democrat,,,6
,Cherelle L Parker,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,6
Cherelle L Parker,2,85,66,8,6
Jim Kenney,,12,0,0,6
Anthony Hardy Williams,,,9,0,6
Alan Butkovitz,,,,4,6
Total,161,97,75,12,6
,District Council 9th District - Democrat,Mayor - Democrat,,,7
,Cherelle L Parker,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,7
Cherelle L Parker,2,90,56,7,7
Jim Kenney,,18,0,0,7
Anthony Hardy Williams,,,8,0,7
Alan Butkovitz,,,,2,7
Total,155,108,64,9,7
,District Council 9th District - Democrat,Mayor - Democrat,,,8
,Cherelle L Parker,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,8
Cherelle L Parker,5,96,69,1,8
Jim Kenney,,17,0,0,8
Anthony Hardy Williams,,,16,0,8
Alan Butkovitz,,,,2,8
Total,171,113,85,3,8
,District Council 9th District - Democrat,Mayor - Democrat,,,16
,Cherelle L Parker,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,16
Cherelle L Parker,1,76,35,7,16
Jim Kenney,,15,0,0,16
Anthony Hardy Williams,,,8,0,16
Alan Butkovitz,,,,1,16
Total,119,91,43,8,16
,District Council 9th District - Democrat,Mayor - Democrat,,,17
,Cherelle L Parker,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,17
Cherelle L Parker,2,70,45,4,17
Jim Kenney,,25,0,0,17
Anthony Hardy Williams,,,15,0,17
Alan Butkovitz,,,,2,17
Total,121,95,60,6,17
,District Council 9th District - Democrat,Mayor - Democrat,,,18
,Cherelle L Parker,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,18
Cherelle L Parker,4,96,43,2,18
Jim Kenney,,28,0,0,18
Anthony Hardy Williams,,,4,0,18
Alan Butkovitz,,,,1,18
Total,145,124,47,3,18
,District Council 9th District - Democrat,Mayor - Democrat,,,20
,Cherelle L Parker,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,20
Cherelle L Parker,2,92,56,5,20
Jim Kenney,,28,0,0,20
Anthony Hardy Williams,,,11,0,20
Alan Butkovitz,,,,2,20
Total,155,120,67,7,20
,Mayor - Democrat,,,District Council 9th District - Democrat,21
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Cherelle L Parker,21
Jim Kenney,37,0,0,94,21
Anthony Hardy Williams,,19,0,30,21
Alan Butkovitz,,,3,4,21
Cherelle L Parker,,,,2,21
Total,131,49,7,130,21
,District Council 9th District - Democrat,Mayor - Democrat,,,22
,Cherelle L Parker,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,22
Cherelle L Parker,4,74,49,9,22
Jim Kenney,,25,0,0,22
Anthony Hardy Williams,,,19,0,22
Alan Butkovitz,,,,0,22
Total,136,99,68,9,22
