col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Joshua Roberts,Jennifer Schultz,Wendi Barish,James C Crumlish,Jon Marshall,Craig Levin,Carmella Jacquinto,Nicola Serianni,Sherman Toppin,Terri M Booker,Tiffany Palmer,Kendra Mccrae,Anthony Kyriakakis,Leon Goodman,Beth Grossman,Cateria R Mccabe,Laurie Dow,Kay Yu,Janine D Momasso,Chris Hall,Vicki Markovitz,Robert Trimble,James F Berardinelli,Henry Mcgregor Sias,Gregory Weyer,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Joshua Roberts,30,154,196,220,158,138,174,183,172,59,34,30,58,47,31,35,29,19,11,19,20,22,13,23,10,171,218,104,20,All
Jennifer Schultz,,35,60,43,149,142,42,70,28,40,46,49,26,30,54,23,30,31,26,25,33,26,13,11,6,233,81,99,21,All
Wendi Barish,,,6,172,29,32,161,182,153,54,46,48,39,35,44,34,47,23,22,18,29,21,17,8,8,57,196,38,20,All
James C Crumlish,,,,3,27,36,153,169,151,30,22,25,37,29,19,11,29,9,8,23,7,17,11,10,7,45,170,31,9,All
Jon Marshall,,,,,16,139,24,32,21,34,27,26,21,34,31,12,16,13,12,17,14,15,6,3,3,112,55,79,12,All
Craig Levin,,,,,,12,19,28,18,26,13,16,21,20,19,12,15,15,12,12,9,13,13,8,5,139,42,70,9,All
Carmella Jacquinto,,,,,,,5,144,146,34,47,41,33,39,27,32,18,31,21,20,27,18,5,18,7,41,164,44,12,All
Nicola Serianni,,,,,,,,2,147,24,35,37,21,29,32,23,32,16,21,15,35,11,10,11,4,52,160,39,10,All
Sherman Toppin,,,,,,,,,3,34,23,31,30,26,13,14,29,18,13,8,13,7,9,16,7,36,168,17,5,All
Terri M Booker,,,,,,,,,,16,50,47,25,50,31,26,22,23,22,30,17,13,10,7,8,43,78,34,18,All
Tiffany Palmer,,,,,,,,,,,3,56,17,40,33,36,28,23,18,20,15,12,12,9,9,48,46,31,9,All
Kendra Mccrae,,,,,,,,,,,,0,14,31,38,39,30,19,22,23,15,15,9,4,7,47,52,29,11,All
Anthony Kyriakakis,,,,,,,,,,,,,6,21,19,22,9,19,15,18,11,11,10,21,3,35,58,18,7,All
Leon Goodman,,,,,,,,,,,,,,1,29,19,16,26,17,25,7,15,7,6,8,34,59,30,13,All
Beth Grossman,,,,,,,,,,,,,,,2,19,25,21,16,17,23,7,7,16,5,45,42,19,14,All
Cateria R Mccabe,,,,,,,,,,,,,,,,1,16,14,26,8,14,9,8,15,4,28,39,22,4,All
Laurie Dow,,,,,,,,,,,,,,,,,1,14,12,13,15,5,9,8,5,35,44,15,7,All
Kay Yu,,,,,,,,,,,,,,,,,,2,9,11,13,6,6,8,6,26,32,18,7,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,1,5,18,11,17,5,3,24,26,24,6,All
Chris Hall,,,,,,,,,,,,,,,,,,,,1,8,15,9,5,7,23,35,13,5,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,0,13,11,6,3,30,20,21,5,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,24,20,12,6,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,1,7,4,21,19,9,2,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,2,2,19,16,4,1,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,1,9,11,7,3,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,All
Total,591,489,335,290,286,285,284,281,247,205,151,149,144,144,129,105,104,91,87,81,80,64,54,51,34,501,459,301,66,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
,Joshua Roberts,Jennifer Schultz,James C Crumlish,Craig Levin,Carmella Jacquinto,Nicola Serianni,Sherman Toppin,Wendi Barish,Jon Marshall,Tiffany Palmer,Terri M Booker,Beth Grossman,Kendra Mccrae,Cateria R Mccabe,Laurie Dow,Chris Hall,Henry Mcgregor Sias,Kay Yu,Anthony Kyriakakis,Janine D Momasso,Leon Goodman,Robert Trimble,James F Berardinelli,Gregory Weyer,Vicki Markovitz,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,1
Joshua Roberts,1,12,11,7,7,8,8,9,8,4,4,4,2,3,1,2,3,1,3,0,0,1,1,2,0,9,10,12,3,1
Jennifer Schultz,,1,3,8,2,4,2,2,7,3,2,5,4,1,1,2,1,0,0,1,1,3,1,1,0,8,2,11,2,1
James C Crumlish,,,0,0,8,7,7,7,0,2,1,2,2,1,2,2,2,1,1,0,0,3,1,0,0,3,8,1,3,1
Craig Levin,,,,2,1,1,1,1,6,2,3,0,1,1,0,1,0,1,0,1,3,0,0,1,0,4,2,5,1,1
Carmella Jacquinto,,,,,0,6,5,6,0,1,0,3,2,3,1,1,2,1,1,2,2,1,0,0,1,6,7,0,0,1
Nicola Serianni,,,,,,0,7,7,1,0,1,1,2,1,1,0,0,0,0,2,1,1,0,0,0,3,5,2,2,1
Sherman Toppin,,,,,,,0,6,1,2,2,1,3,0,2,1,1,2,1,1,1,0,1,0,0,2,7,2,1,1
Wendi Barish,,,,,,,,0,0,3,2,2,2,1,2,0,1,0,2,1,1,0,1,1,0,3,6,2,1,1
Jon Marshall,,,,,,,,,1,1,2,0,1,1,0,2,0,1,0,0,0,0,0,1,0,1,1,6,1,1
Tiffany Palmer,,,,,,,,,,0,5,2,4,3,4,1,2,1,1,0,1,1,0,1,0,5,3,1,1,1
Terri M Booker,,,,,,,,,,,0,0,2,2,2,2,1,2,1,0,2,0,0,1,0,2,6,0,1,1
Beth Grossman,,,,,,,,,,,,0,1,1,0,0,3,1,1,1,1,2,1,0,1,3,2,2,1,1
Kendra Mccrae,,,,,,,,,,,,,0,3,4,1,0,2,0,1,1,2,0,0,0,4,2,2,0,1
Cateria R Mccabe,,,,,,,,,,,,,,0,2,1,1,1,1,1,1,1,0,0,0,3,3,0,0,1
Laurie Dow,,,,,,,,,,,,,,,0,2,1,1,1,2,0,0,1,0,0,2,3,1,0,1
Chris Hall,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,1,1,0,1,3,1,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,1,3,1,0,1
Kay Yu,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,1,2,2,0,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,0,1,3,0,0,1
Janine D Momasso,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,2,1,1,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,3,0,0,1
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,2,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,0,1
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,1
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,1
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,35,24,15,14,13,12,12,12,10,10,9,8,8,6,6,5,5,5,4,4,4,4,3,2,2,24,23,18,4,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,2
