col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Justin Diberardinis,Allan Domb,Isaiah Thomas,Derek S Green,Erika Almirón,Katherine Gilmore Richardson,Adrián Rivera-reyes,Eryn Santamoor,Deja Lynn Alvarez,Ethelind Baylor,Beth Finn,Fernando Treviño,Joseph A Diorio,Ogbonna Paul Hagins,Willie Floyd Singletary,Sandra Dungee Glenn,Billy Thompson,Asa Khalif,Latrice Y Bryant,Hena Veit,Fareed Abdullah,Vinny Black,Edwin Santana,Mark Ross,Bobbie Curry,Wayne Allen,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,All
Helen Gym,80,"1,036",576,751,507,916,470,599,586,460,421,283,200,103,150,95,150,80,102,76,87,62,41,45,32,34,22,21,14,1,"1,225",524,227,122,All
Justin Diberardinis,,38,757,815,615,573,520,236,367,145,320,118,87,131,30,17,68,55,43,30,25,21,32,20,36,23,17,14,9,1,723,245,169,110,All
Allan Domb,,,194,464,657,101,527,130,374,93,35,104,90,136,30,32,74,74,28,17,27,31,48,27,39,29,18,22,19,0,335,188,261,152,All
Isaiah Thomas,,,,8,534,494,488,156,156,67,316,61,41,32,27,21,52,22,34,27,16,38,7,12,20,5,13,14,4,0,522,183,119,55,All
Derek S Green,,,,,11,140,537,140,225,124,54,64,51,34,18,16,25,34,28,33,13,29,26,14,12,14,10,5,4,0,342,133,137,62,All
Erika Almirón,,,,,,6,146,259,212,201,358,117,86,22,30,8,58,13,51,33,25,29,14,16,11,9,8,4,4,0,649,226,64,25,All
Katherine Gilmore Richardson,,,,,,,8,100,229,80,52,110,80,39,20,16,75,25,20,41,36,13,18,12,15,11,13,4,6,1,311,145,117,51,All
Adrián Rivera-reyes,,,,,,,,19,208,353,80,134,108,45,130,100,42,29,49,41,39,22,18,36,12,12,13,5,6,0,509,206,77,64,All
Eryn Santamoor,,,,,,,,,11,127,66,119,116,45,36,18,62,37,29,32,48,23,22,20,20,16,7,13,9,1,377,224,111,82,All
Deja Lynn Alvarez,,,,,,,,,,18,60,87,95,33,122,92,33,28,50,46,37,30,8,21,11,10,8,5,3,0,366,209,48,36,All
Ethelind Baylor,,,,,,,,,,,2,46,23,3,11,7,12,8,18,12,6,13,1,3,7,3,8,1,3,0,335,74,34,10,All
Beth Finn,,,,,,,,,,,,1,35,43,17,13,63,43,33,25,42,20,18,14,15,15,14,9,5,0,215,90,69,48,All
Fernando Treviño,,,,,,,,,,,,,3,46,21,22,9,29,18,14,17,14,12,27,4,9,15,3,2,0,121,106,49,36,All
Joseph A Diorio,,,,,,,,,,,,,,20,16,41,11,57,3,13,12,7,24,26,28,32,8,8,13,0,107,32,83,71,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,6,73,5,17,11,8,13,7,5,7,2,3,1,1,1,0,125,62,21,22,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,10,4,19,8,10,5,6,12,6,7,9,8,4,4,0,91,64,32,26,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,,,3,9,25,18,24,10,10,3,4,8,5,5,4,0,111,45,36,19,All
Billy Thompson,,,,,,,,,,,,,,,,,,8,7,15,12,9,21,6,21,16,11,6,6,0,48,34,48,59,All
Asa Khalif,,,,,,,,,,,,,,,,,,,0,11,13,37,3,8,6,3,8,5,4,0,67,63,24,8,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,1,11,10,7,3,7,10,6,4,3,0,69,39,19,12,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,2,6,10,4,0,5,4,5,0,0,64,36,22,16,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,,1,6,6,3,4,8,6,2,0,48,41,18,8,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,1,6,8,9,5,13,0,0,38,16,23,27,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,1,7,9,8,3,3,0,41,18,20,12,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,0,13,6,4,10,0,32,8,21,29,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,8,3,0,24,8,25,25,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,0,17,16,15,11,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,16,9,13,13,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,13,4,5,12,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,All
Total,"2,472","1,802","1,668","1,284","1,113","1,075","1,008",948,918,723,504,456,354,344,254,236,235,224,174,149,147,130,120,100,97,91,70,56,44,1,"1,775",798,544,348,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
,Helen Gym,Allan Domb,Erika Almirón,Justin Diberardinis,Eryn Santamoor,Isaiah Thomas,Katherine Gilmore Richardson,Adrián Rivera-reyes,Derek S Green,Ethelind Baylor,Deja Lynn Alvarez,Fernando Treviño,Asa Khalif,Joseph A Diorio,Sandra Dungee Glenn,Willie Floyd Singletary,Beth Finn,Billy Thompson,Fareed Abdullah,Hena Veit,Ogbonna Paul Hagins,Wayne Allen,Bobbie Curry,Devon Cade,Edwin Santana,Latrice Y Bryant,Mark Ross,Sherrie Cohen,Vinny Black,Wayne Edmund Dorsey,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,1
Helen Gym,1,8,16,11,9,11,9,7,10,6,4,3,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,14,12,4,0,1
Allan Domb,,1,0,4,8,1,1,2,3,0,3,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,4,5,0,1
Erika Almirón,,,0,7,1,10,7,5,3,8,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,1,1
Justin Diberardinis,,,,1,6,7,3,3,4,5,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8,3,3,0,1
Eryn Santamoor,,,,,0,2,3,3,4,0,1,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6,2,0,1
Isaiah Thomas,,,,,,0,5,1,3,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,1
Katherine Gilmore Richardson,,,,,,,0,3,3,3,0,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1
Adrián Rivera-reyes,,,,,,,,1,3,2,3,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1
Derek S Green,,,,,,,,,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,1
Ethelind Baylor,,,,,,,,,,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8,0,2,0,1
Deja Lynn Alvarez,,,,,,,,,,,0,3,2,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,1
Fernando Treviño,,,,,,,,,,,,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
Asa Khalif,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1
Joseph A Diorio,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
Sandra Dungee Glenn,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
Willie Floyd Singletary,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
Beth Finn,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Billy Thompson,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Fareed Abdullah,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
Hena Veit,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
