col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,District Council 9th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Cherelle L Parker,Joshua Roberts,Carmella Jacquinto,Anthony Kyriakakis,James C Crumlish,Cateria R Mccabe,Jennifer Schultz,Henry Mcgregor Sias,Tiffany Palmer,Craig Levin,Leon Goodman,Sherman Toppin,Terri M Booker,Wendi Barish,Kendra Mccrae,Jon Marshall,Kay Yu,Beth Grossman,Nicola Serianni,Laurie Dow,Chris Hall,Janine D Momasso,Vicki Markovitz,James F Berardinelli,Robert Trimble,Gregory Weyer,All
Cherelle L Parker,"1,886","8,977","5,650","4,957","4,930","4,594","4,149","3,988","2,766","2,603","2,425","2,387","2,335","2,245","2,261","2,114","2,061","1,639","1,545","1,424","1,330","1,211",956,729,595,334,All
Joshua Roberts,,284,"4,850","4,658","4,526","3,643","1,472","4,022",768,"1,368","1,052","1,583",977,903,703,"1,308","1,234",529,598,408,465,307,302,238,256,122,All
Carmella Jacquinto,,,44,"4,195","3,505","3,130",584,"3,680",734,411,767,"1,245",743,740,757,169,"1,228",411,322,438,280,475,268,195,125,72,All
Anthony Kyriakakis,,,,24,"3,334","3,084",378,"3,897",662,258,473,"1,220",291,574,386,148,"1,103",311,188,157,375,253,263,201,93,55,All
James C Crumlish,,,,,39,"2,435",611,"2,929",567,607,724,420,601,679,418,413,"1,045",308,343,304,482,260,142,242,177,56,All
Cateria R Mccabe,,,,,,24,573,"2,804",839,317,647,"1,408",593,535,839,215,335,355,353,408,289,626,191,256,122,66,All
Jennifer Schultz,,,,,,,177,168,814,"1,429",546,344,488,873,634,"1,157",379,713,901,422,337,320,475,162,235,79,All
Henry Mcgregor Sias,,,,,,,,5,345,114,283,"1,061",180,382,155,74,976,137,94,124,105,136,180,141,51,39,All
Tiffany Palmer,,,,,,,,,14,360,852,507,"1,009",836,"1,048",308,533,600,520,550,639,350,395,271,187,113,All
Craig Levin,,,,,,,,,,90,515,292,338,402,300,"1,019",160,344,506,298,219,214,239,187,163,78,All
Leon Goodman,,,,,,,,,,,28,529,920,577,743,410,318,398,360,380,401,353,306,204,212,107,All
Sherman Toppin,,,,,,,,,,,,26,557,309,508,239,247,156,215,316,232,260,151,138,131,85,All
Terri M Booker,,,,,,,,,,,,,32,548,837,287,368,386,303,499,477,265,223,78,185,126,All
Wendi Barish,,,,,,,,,,,,,,21,578,281,317,596,560,407,246,306,413,130,114,58,All
Kendra Mccrae,,,,,,,,,,,,,,,15,274,373,489,429,400,378,392,176,153,175,96,All
Jon Marshall,,,,,,,,,,,,,,,,60,121,240,376,156,213,86,108,82,154,60,All
Kay Yu,,,,,,,,,,,,,,,,,43,274,188,259,221,173,154,99,59,71,All
Beth Grossman,,,,,,,,,,,,,,,,,,27,404,371,243,231,353,171,94,69,All
Nicola Serianni,,,,,,,,,,,,,,,,,,,13,256,165,212,323,111,102,70,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,19,246,271,143,185,93,56,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,11,96,112,123,181,80,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,32,143,237,48,41,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,6,108,81,50,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,10,63,46,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,7,35,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,7,All
Total,"18,466","10,450","6,575","5,935","5,781","5,394","4,688","4,672","3,107","2,998","2,821","2,783","2,632","2,574","2,496","2,334","2,327","1,840","1,748","1,608","1,505","1,442","1,156",882,689,390,All
