col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Isaiah Thomas,Derek S Green,Allan Domb,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Eryn Santamoor,Justin Diberardinis,Erika Almirón,Willie Floyd Singletary,Ogbonna Paul Hagins,Sandra Dungee Glenn,Ethelind Baylor,Beth Finn,Asa Khalif,Fareed Abdullah,Latrice Y Bryant,Fernando Treviño,Billy Thompson,Hena Veit,Wayne Allen,Joseph A Diorio,Edwin Santana,Mark Ross,Bobbie Curry,Vinny Black,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Helen Gym,18,219,236,181,220,241,200,196,228,214,75,100,71,93,58,40,30,43,42,40,26,17,12,9,9,12,11,5,3,0,357,147,188,25,All
Isaiah Thomas,,1,317,272,279,59,37,44,105,91,15,16,47,61,14,38,33,26,15,17,6,15,7,15,6,6,5,7,4,2,146,255,78,12,All
Derek S Green,,,7,304,311,54,54,88,55,41,12,18,47,20,20,26,26,19,9,25,3,17,5,5,8,7,8,8,3,0,132,265,65,14,All
Allan Domb,,,,10,256,52,32,77,49,26,22,10,41,4,20,20,21,19,20,10,8,12,11,10,10,9,7,5,2,1,103,270,58,11,All
Katherine Gilmore Richardson,,,,,4,48,49,103,57,47,12,14,68,6,18,25,18,26,15,31,7,11,4,5,6,5,3,3,2,1,133,222,74,6,All
Adrián Rivera-reyes,,,,,,8,156,66,76,90,83,76,9,29,35,22,16,15,33,8,8,7,8,11,4,4,9,4,1,1,186,42,95,13,All
Deja Lynn Alvarez,,,,,,,4,51,42,72,81,72,17,23,39,20,12,21,22,10,14,8,10,1,2,5,3,2,4,0,152,36,97,5,All
Eryn Santamoor,,,,,,,,0,88,56,7,16,30,4,26,15,7,23,43,33,22,1,8,2,5,7,4,0,1,0,123,38,72,18,All
Justin Diberardinis,,,,,,,,,2,116,3,10,11,57,16,14,6,5,8,5,3,2,6,1,5,1,1,0,0,0,139,32,59,11,All
Erika Almirón,,,,,,,,,,1,3,8,23,70,26,19,10,10,16,11,7,6,2,5,0,1,1,1,1,0,136,32,61,8,All
Willie Floyd Singletary,,,,,,,,,,,2,59,4,3,4,4,9,9,5,5,5,3,7,2,1,4,2,5,1,0,74,29,50,3,All
Ogbonna Paul Hagins,,,,,,,,,,,,2,10,8,6,9,6,5,5,1,4,2,2,3,1,1,4,2,0,0,60,22,42,3,All
Sandra Dungee Glenn,,,,,,,,,,,,,0,6,18,14,18,18,6,9,9,3,3,5,1,2,1,1,0,1,54,40,23,4,All
Ethelind Baylor,,,,,,,,,,,,,,0,11,4,7,5,2,2,3,4,2,4,1,0,3,1,0,0,63,19,19,3,All
Beth Finn,,,,,,,,,,,,,,,3,10,3,14,6,5,8,6,4,1,3,1,4,1,2,0,51,19,27,3,All
Asa Khalif,,,,,,,,,,,,,,,,0,27,12,5,9,3,6,1,4,2,2,2,3,3,0,34,29,26,1,All
Fareed Abdullah,,,,,,,,,,,,,,,,,2,13,6,12,4,5,3,10,4,1,2,3,2,1,22,34,29,2,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,0,5,10,9,3,3,2,5,5,3,5,2,0,31,24,28,3,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,0,11,17,2,8,5,1,3,2,0,5,1,20,13,32,13,All
