col_1,col_2,col_3,col_4,col_5,division
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,All
,Beth Grossman,Megan Mccarthy King,Rebecca Warren,Christylee Peck,All
Beth Grossman,103,482,332,247,All
Megan Mccarthy King,,26,253,200,All
Rebecca Warren,,,31,46,All
Christylee Peck,,,,9,All
Total,712,545,394,282,All
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,1
,Beth Grossman,Megan Mccarthy King,Rebecca Warren,Christylee Peck,1
Beth Grossman,3,9,6,4,1
Megan Mccarthy King,,0,6,3,1
Rebecca Warren,,,0,1,1
Christylee Peck,,,,0,1
Total,13,10,7,4,1
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,2
,Beth Grossman,Christylee Peck,Megan Mccarthy King,Rebecca Warren,2
Beth Grossman,5,2,1,1,2
Christylee Peck,,0,1,0,2
Megan Mccarthy King,,,0,0,2
Rebecca Warren,,,,0,2
Total,8,2,1,1,2
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,3
,Beth Grossman,Megan Mccarthy King,Rebecca Warren,Christylee Peck,3
Beth Grossman,6,10,8,5,3
Megan Mccarthy King,,0,3,2,3
Rebecca Warren,,,1,2,3
Christylee Peck,,,,0,3
Total,22,10,9,5,3
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,4
,Beth Grossman,Megan Mccarthy King,Christylee Peck,Rebecca Warren,4
Beth Grossman,2,9,5,5,4
Megan Mccarthy King,,0,3,4,4
Christylee Peck,,,1,1,4
Rebecca Warren,,,,0,4
Total,13,9,6,5,4
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,5
,Beth Grossman,Megan Mccarthy King,Christylee Peck,Rebecca Warren,5
Beth Grossman,4,1,1,2,5
Megan Mccarthy King,,1,1,1,5
Christylee Peck,,,0,1,5
Rebecca Warren,,,,0,5
Total,6,3,2,2,5
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,6
,Beth Grossman,Megan Mccarthy King,Rebecca Warren,Christylee Peck,6
Beth Grossman,2,13,6,3,6
Megan Mccarthy King,,0,6,3,6
Rebecca Warren,,,1,0,6
Christylee Peck,,,,0,6
Total,15,13,7,3,6
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,7
,Beth Grossman,Megan Mccarthy King,Rebecca Warren,Christylee Peck,7
Beth Grossman,2,17,14,8,7
Megan Mccarthy King,,2,10,5,7
Rebecca Warren,,,1,1,7
Christylee Peck,,,,0,7
Total,27,21,17,8,7
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,8
,Beth Grossman,Rebecca Warren,Megan Mccarthy King,Christylee Peck,8
Beth Grossman,4,5,6,5,8
Rebecca Warren,,2,3,0,8
Megan Mccarthy King,,,0,3,8
Christylee Peck,,,,0,8
Total,14,7,6,5,8
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,9
,Beth Grossman,Rebecca Warren,Megan Mccarthy King,Christylee Peck,9
Beth Grossman,0,3,1,1,9
Rebecca Warren,,0,1,1,9
Megan Mccarthy King,,,1,0,9
Christylee Peck,,,,0,9
Total,4,4,3,1,9
,Judge Of The Superior Court - Republican,,,Judge Of The Court Of Common Pleas - Republican,10
,Megan Mccarthy King,Rebecca Warren,Christylee Peck,Beth Grossman,10
Megan Mccarthy King,1,3,1,3,10
Rebecca Warren,,2,0,2,10
Christylee Peck,,,0,1,10
Beth Grossman,,,,1,10
Total,5,5,1,4,10
,Judge Of The Superior Court - Republican,,,Judge Of The Court Of Common Pleas - Republican,11
,Megan Mccarthy King,Rebecca Warren,Christylee Peck,Beth Grossman,11
Megan Mccarthy King,1,1,0,1,11
Rebecca Warren,,0,0,1,11
Christylee Peck,,,0,0,11
Beth Grossman,,,,0,11
Total,2,1,0,1,11
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,12
,Beth Grossman,Rebecca Warren,Megan Mccarthy King,Christylee Peck,12
Beth Grossman,3,9,8,3,12
Rebecca Warren,,3,8,1,12
Megan Mccarthy King,,,1,2,12
Christylee Peck,,,,0,12
Total,14,14,11,3,12
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,13
,Beth Grossman,Megan Mccarthy King,Rebecca Warren,Christylee Peck,13
Beth Grossman,0,2,2,1,13
Megan Mccarthy King,,0,1,1,13
Rebecca Warren,,,0,0,13
Christylee Peck,,,,0,13
Total,3,2,2,1,13
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,14
,Beth Grossman,Megan Mccarthy King,Christylee Peck,Rebecca Warren,14
Beth Grossman,1,38,23,13,14
Megan Mccarthy King,,1,22,9,14
Christylee Peck,,,0,1,14
Rebecca Warren,,,,1,14
Total,45,40,25,15,14
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,15
,Beth Grossman,Megan Mccarthy King,Rebecca Warren,Christylee Peck,15
Beth Grossman,2,15,10,8,15
Megan Mccarthy King,,2,7,7,15
Rebecca Warren,,,0,0,15
Christylee Peck,,,,1,15
Total,21,17,10,9,15
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,16
,Beth Grossman,Megan Mccarthy King,Christylee Peck,Rebecca Warren,16
Beth Grossman,1,10,7,2,16
Megan Mccarthy King,,0,6,2,16
Christylee Peck,,,0,0,16
Rebecca Warren,,,,0,16
Total,12,10,7,2,16
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,17
,Beth Grossman,Megan Mccarthy King,Rebecca Warren,Christylee Peck,17
Beth Grossman,1,5,4,2,17
Megan Mccarthy King,,0,3,3,17
Rebecca Warren,,,0,0,17
Christylee Peck,,,,0,17
Total,7,6,4,3,17
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,18
,Beth Grossman,Rebecca Warren,Christylee Peck,Megan Mccarthy King,18
Beth Grossman,0,7,6,3,18
Rebecca Warren,,0,5,1,18
Christylee Peck,,,0,2,18
Megan Mccarthy King,,,,0,18
Total,9,8,7,3,18
,Judge Of The Superior Court - Republican,,,Judge Of The Court Of Common Pleas - Republican,19
,Megan Mccarthy King,Rebecca Warren,Christylee Peck,Beth Grossman,19
Megan Mccarthy King,1,1,0,1,19
Rebecca Warren,,0,0,1,19
Christylee Peck,,,0,0,19
Beth Grossman,,,,0,19
Total,2,1,0,1,19
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,20
,Beth Grossman,Megan Mccarthy King,Rebecca Warren,Christylee Peck,20
Beth Grossman,1,13,12,5,20
Megan Mccarthy King,,0,9,4,20
Rebecca Warren,,,0,0,20
Christylee Peck,,,,0,20
Total,18,13,12,5,20
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,21
,Beth Grossman,Rebecca Warren,Megan Mccarthy King,Christylee Peck,21
Beth Grossman,6,10,7,2,21
Rebecca Warren,,0,5,1,21
Megan Mccarthy King,,,0,1,21
Christylee Peck,,,,0,21
Total,18,10,7,2,21
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,22
,Beth Grossman,Megan Mccarthy King,Christylee Peck,Rebecca Warren,22
Beth Grossman,2,9,6,4,22
Megan Mccarthy King,,0,6,4,22
Christylee Peck,,,0,0,22
Rebecca Warren,,,,1,22
Total,14,12,8,6,22
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,23
,Beth Grossman,Megan Mccarthy King,Rebecca Warren,Christylee Peck,23
Beth Grossman,3,2,2,0,23
Megan Mccarthy King,,1,2,1,23
Rebecca Warren,,,0,0,23
Christylee Peck,,,,0,23
Total,5,4,2,1,23
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,24
,Beth Grossman,Rebecca Warren,Megan Mccarthy King,Christylee Peck,24
Beth Grossman,2,4,5,1,24
Rebecca Warren,,1,3,2,24
Megan Mccarthy King,,,0,1,24
Christylee Peck,,,,0,24
Total,8,7,5,3,24
,Judge Of The Court Of Common Pleas - Republican,Judge Of The Superior Court - Republican,,,25
,Beth Grossman,Megan Mccarthy King,Rebecca Warren,Christylee Peck,25
Beth Grossman,3,13,14,9,25
Megan Mccarthy King,,0,8,8,25
Rebecca Warren,,,0,3,25
