col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Superior Court - Democrat,,,All
,Helen Gym,Justin Diberardinis,Derek S Green,Erika Almirón,Isaiah Thomas,Eryn Santamoor,Allan Domb,Katherine Gilmore Richardson,Adrián Rivera-reyes,Fernando Treviño,Deja Lynn Alvarez,Beth Finn,Sandra Dungee Glenn,Ethelind Baylor,Asa Khalif,Willie Floyd Singletary,Latrice Y Bryant,Ogbonna Paul Hagins,Fareed Abdullah,Billy Thompson,Hena Veit,Joseph A Diorio,Mark Ross,Edwin Santana,Vinny Black,Wayne Allen,Bobbie Curry,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,All
Helen Gym,20,"2,160","1,870","1,952","1,544",920,720,522,501,245,216,211,166,128,80,84,73,89,63,43,53,33,27,27,32,22,23,17,14,0,"2,564","2,032",543,All
Justin Diberardinis,,9,"1,550","1,564","1,290",639,505,202,315,70,87,100,59,83,30,15,21,15,21,18,8,21,17,15,19,6,9,11,8,0,"1,930","1,507",298,All
Derek S Green,,,2,"1,285","1,259",493,534,271,144,60,80,63,85,48,40,26,37,15,35,23,10,17,13,22,13,16,13,4,10,0,"1,735","1,406",241,All
Erika Almirón,,,,1,"1,154",458,158,253,303,185,102,108,73,94,36,7,29,21,18,9,14,2,13,17,8,9,4,4,5,0,"1,609","1,434",270,All
Isaiah Thomas,,,,,6,299,319,198,216,27,35,39,68,84,37,18,34,21,41,22,11,6,27,12,4,18,4,8,4,0,"1,482","1,199",196,All
Eryn Santamoor,,,,,,7,440,304,152,196,61,106,70,27,16,17,26,18,23,21,27,14,20,13,10,9,13,7,3,0,886,593,247,All
Allan Domb,,,,,,,22,176,87,63,38,83,84,21,26,26,15,14,50,34,17,21,16,21,18,12,18,13,10,0,787,487,201,All
Katherine Gilmore Richardson,,,,,,,,2,60,139,39,69,78,24,17,12,28,11,11,15,18,14,17,12,3,9,8,5,4,0,439,347,181,All
