col_1,col_2,division
,District Council 2nd District - Republican,All
,Michael Bradley,All
Michael Bradley,95,All
Total,95,All
,District Council 2nd District - Republican,1
,Michael Bradley,1
Michael Bradley,7,1
Total,7,1
,District Council 2nd District - Republican,2
,Michael Bradley,2
Michael Bradley,1,2
Total,1,2
,District Council 2nd District - Republican,3
,Michael Bradley,3
Michael Bradley,1,3
Total,1,3
,District Council 2nd District - Republican,5
,Michael Bradley,5
Michael Bradley,1,5
Total,1,5
,District Council 2nd District - Republican,6
,Michael Bradley,6
Michael Bradley,1,6
Total,1,6
,District Council 2nd District - Republican,7
,Michael Bradley,7
Michael Bradley,2,7
Total,2,7
,District Council 2nd District - Republican,9
,Michael Bradley,9
Michael Bradley,1,9
Total,1,9
,District Council 2nd District - Republican,10
,Michael Bradley,10
Michael Bradley,1,10
Total,1,10
,District Council 2nd District - Republican,11
,Michael Bradley,11
Michael Bradley,3,11
Total,3,11
,District Council 2nd District - Republican,15
,Michael Bradley,15
Michael Bradley,1,15
Total,1,15
,District Council 2nd District - Republican,16
,Michael Bradley,16
Michael Bradley,1,16
Total,1,16
,District Council 2nd District - Republican,17
,Michael Bradley,17
Michael Bradley,1,17
Total,1,17
,District Council 2nd District - Republican,18
,Michael Bradley,18
Michael Bradley,3,18
Total,3,18
,District Council 2nd District - Republican,19
,Michael Bradley,19
Michael Bradley,1,19
Total,1,19
,District Council 2nd District - Republican,20
,Michael Bradley,20
Michael Bradley,1,20
Total,1,20
,District Council 2nd District - Republican,21
,Michael Bradley,21
Michael Bradley,2,21
Total,2,21
,District Council 2nd District - Republican,22
,Michael Bradley,22
Michael Bradley,1,22
Total,1,22
,District Council 2nd District - Republican,23
,Michael Bradley,23
Michael Bradley,2,23
Total,2,23
,District Council 2nd District - Republican,24
,Michael Bradley,24
Michael Bradley,4,24
Total,4,24
,District Council 2nd District - Republican,25
,Michael Bradley,25
Michael Bradley,4,25
Total,4,25
,District Council 2nd District - Republican,26
,Michael Bradley,26
Michael Bradley,5,26
Total,5,26
,District Council 2nd District - Republican,29
,Michael Bradley,29
Michael Bradley,3,29
Total,3,29
,District Council 2nd District - Republican,30
,Michael Bradley,30
Michael Bradley,1,30
Total,1,30
,District Council 2nd District - Republican,33
,Michael Bradley,33
Michael Bradley,1,33
Total,1,33
,District Council 2nd District - Republican,34
,Michael Bradley,34
Michael Bradley,1,34
Total,1,34
,District Council 2nd District - Republican,35
,Michael Bradley,35
Michael Bradley,1,35
Total,1,35
,District Council 2nd District - Republican,36
,Michael Bradley,36
Michael Bradley,1,36
Total,1,36
,District Council 2nd District - Republican,37
,Michael Bradley,37
Michael Bradley,7,37
Total,7,37
,District Council 2nd District - Republican,38
,Michael Bradley,38
Michael Bradley,3,38
Total,3,38
,District Council 2nd District - Republican,39
,Michael Bradley,39
Michael Bradley,1,39
Total,1,39
,District Council 2nd District - Republican,40
,Michael Bradley,40
Michael Bradley,2,40
Total,2,40
,District Council 2nd District - Republican,43
,Michael Bradley,43
Michael Bradley,3,43
Total,3,43
,District Council 2nd District - Republican,45
,Michael Bradley,45
Michael Bradley,5,45
Total,5,45
,District Council 2nd District - Republican,46
,Michael Bradley,46
Michael Bradley,6,46
Total,6,46
,District Council 2nd District - Republican,48
,Michael Bradley,48
Michael Bradley,2,48
Total,2,48
,District Council 2nd District - Republican,49
,Michael Bradley,49
Michael Bradley,8,49
Total,8,49
,District Council 2nd District - Republican,50
,Michael Bradley,50
Michael Bradley,4,50
Total,4,50
,District Council 2nd District - Republican,51
,Michael Bradley,51
Michael Bradley,2,51
Total,2,51
