col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Register Of Wills - Democrat,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Jen Devor,Luigi Borda,Annette Thompson,Dennis Lee,Carla Cain,Lewis Harris Jr,Moira Bohannon,Robin Trent,Warren Bloom,All
Tracey Gordon,80,0,0,438,262,226,219,185,68,76,28,47,26,37,33,7,All
Ronald R Donatucci,,108,0,348,290,103,80,48,78,57,35,27,33,11,9,10,All
Jacque P Whaumbush,,,14,118,72,38,40,25,12,25,19,17,8,13,3,3,All
Omar Sabir,,,,80,307,103,90,19,20,34,19,13,15,4,3,7,All
Lisa Deeley,,,,,20,32,42,20,22,32,7,13,4,5,1,1,All
Kahlil Williams,,,,,,19,22,109,9,28,13,18,15,6,9,1,All
Marwan Kreidie,,,,,,,14,23,18,7,9,7,0,6,11,2,All
Jen Devor,,,,,,,,11,44,6,6,5,7,11,3,1,All
Luigi Borda,,,,,,,,,9,17,14,6,3,5,2,3,All
Annette Thompson,,,,,,,,,,4,3,10,7,8,4,2,All
Dennis Lee,,,,,,,,,,,6,6,4,3,4,0,All
Carla Cain,,,,,,,,,,,,2,3,9,2,1,All
Lewis Harris Jr,,,,,,,,,,,,,4,1,2,2,All
Moira Bohannon,,,,,,,,,,,,,,1,2,0,All
Robin Trent,,,,,,,,,,,,,,,1,0,All
Warren Bloom,,,,,,,,,,,,,,,,2,All
Total,"1,072",804,264,"1,015",668,426,361,292,191,176,103,98,74,64,47,24,All
,Register Of Wills - Democrat,,,City Commissioners - Democrat,,,,,,,,,,,,,1
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,Omar Sabir,Lisa Deeley,Kahlil Williams,Jen Devor,Luigi Borda,Marwan Kreidie,Dennis Lee,Moira Bohannon,Annette Thompson,Carla Cain,Lewis Harris Jr,Robin Trent,Warren Bloom,1
Tracey Gordon,6,0,0,19,9,10,17,8,9,1,2,1,2,0,2,1,1
Ronald R Donatucci,,12,0,15,15,9,3,7,5,3,2,2,0,1,0,0,1
Jacque P Whaumbush,,,1,5,4,3,1,0,1,2,2,1,1,1,0,0,1
Omar Sabir,,,,3,11,6,1,1,2,1,0,2,0,0,0,0,1
Lisa Deeley,,,,,1,3,1,3,0,0,2,0,0,0,0,0,1
Kahlil Williams,,,,,,1,7,0,0,2,0,1,1,0,1,0,1
Jen Devor,,,,,,,0,6,2,0,1,0,1,0,0,0,1
Luigi Borda,,,,,,,,1,0,0,1,1,0,1,0,0,1
Marwan Kreidie,,,,,,,,,0,2,1,0,0,0,1,0,1
Dennis Lee,,,,,,,,,,1,0,0,0,1,0,0,1
Moira Bohannon,,,,,,,,,,,0,0,1,0,0,0,1
Annette Thompson,,,,,,,,,,,,0,0,0,0,0,1
Carla Cain,,,,,,,,,,,,,0,0,0,0,1
Lewis Harris Jr,,,,,,,,,,,,,,0,0,0,1
Robin Trent,,,,,,,,,,,,,,,0,0,1
Warren Bloom,,,,,,,,,,,,,,,,0,1
Total,55,50,14,42,29,23,21,16,15,7,6,4,3,2,2,1,1
,City Commissioners - Democrat,,,,,,,,,,,,,Register Of Wills - Democrat,,,2
