col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Judge Of The Municipal Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,David H Conroy,Theresa Brunson,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Wendi Barish,Henry Mcgregor Sias,Cateria R Mccabe,Nicola Serianni,Kay Yu,Joshua Roberts,Carmella Jacquinto,James C Crumlish,Beth Grossman,Chris Hall,Janine D Momasso,Sherman Toppin,Kendra Mccrae,Vicki Markovitz,Craig Levin,Laurie Dow,Jon Marshall,James F Berardinelli,Leon Goodman,Terri M Booker,Robert Trimble,Gregory Weyer,All
David H Conroy,33,0,637,414,733,326,526,426,281,379,379,279,316,131,251,70,219,79,70,95,67,70,80,58,21,33,14,All
Theresa Brunson,,26,326,437,126,308,121,199,318,205,113,177,75,230,49,166,38,162,131,86,117,60,42,54,73,20,25,All
Tiffany Palmer,,,1,498,580,474,413,355,441,493,53,131,307,151,271,182,14,107,75,37,80,14,66,44,33,17,32,All
Jennifer Schultz,,,,25,232,375,205,340,396,267,135,130,122,213,83,179,25,139,103,120,97,95,38,44,53,19,9,All
Anthony Kyriakakis,,,,,7,236,500,326,187,372,274,267,320,92,273,24,217,50,33,31,38,17,59,30,16,14,8,All
Wendi Barish,,,,,,0,197,207,395,248,63,97,112,155,68,183,14,108,84,44,81,23,36,41,43,15,15,All
Henry Mcgregor Sias,,,,,,,2,339,193,344,215,213,84,41,67,27,194,30,27,17,24,6,19,19,5,11,11,All
Cateria R Mccabe,,,,,,,,2,241,187,242,244,44,61,23,157,207,61,40,20,32,12,18,24,19,8,10,All
Nicola Serianni,,,,,,,,,1,241,73,83,76,133,39,183,10,117,88,52,64,45,23,33,32,12,19,All
Kay Yu,,,,,,,,,,6,24,90,102,76,94,47,15,79,60,19,55,9,44,26,25,14,20,All
Joshua Roberts,,,,,,,,,,,14,235,78,70,23,15,219,25,33,99,22,84,20,30,13,20,3,All
Carmella Jacquinto,,,,,,,,,,,,5,62,105,39,52,204,78,69,18,49,11,14,17,32,12,10,All
James C Crumlish,,,,,,,,,,,,,5,64,251,12,15,41,25,42,34,33,39,35,14,17,7,All
Beth Grossman,,,,,,,,,,,,,,13,43,53,18,100,94,46,87,29,28,34,33,11,9,All
Chris Hall,,,,,,,,,,,,,,,1,8,4,30,22,16,26,7,35,15,8,12,3,All
Janine D Momasso,,,,,,,,,,,,,,,,1,8,31,30,12,25,9,21,10,26,4,13,All
Sherman Toppin,,,,,,,,,,,,,,,,,2,9,12,10,10,9,8,8,8,4,3,All
Kendra Mccrae,,,,,,,,,,,,,,,,,,0,71,14,54,7,14,23,25,12,2,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,0,22,47,12,17,20,17,13,7,All
Craig Levin,,,,,,,,,,,,,,,,,,,,6,11,71,16,29,12,16,3,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,1,9,17,19,17,7,6,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,4,10,17,9,9,3,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,4,20,9,7,6,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,2,17,15,4,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,2,4,8,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,"1,194",756,"1,059",935,921,691,686,677,661,641,529,489,432,401,320,271,266,254,213,197,191,146,135,123,102,61,50,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,1
,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Kay Yu,Nicola Serianni,Wendi Barish,Henry Mcgregor Sias,Cateria R Mccabe,James C Crumlish,Chris Hall,Janine D Momasso,Carmella Jacquinto,Laurie Dow,Joshua Roberts,Beth Grossman,Vicki Markovitz,Leon Goodman,James F Berardinelli,Kendra Mccrae,Terri M Booker,Jon Marshall,Craig Levin,Sherman Toppin,Gregory Weyer,Robert Trimble,David H Conroy,Theresa Brunson,1
Tiffany Palmer,0,52,61,49,40,37,43,34,35,32,19,8,8,7,4,6,6,9,7,1,2,1,0,3,2,68,26,1
Jennifer Schultz,,0,23,30,42,39,25,36,8,8,24,9,8,6,14,6,10,4,8,5,4,4,1,0,1,35,43,1
Anthony Kyriakakis,,,1,34,12,13,31,8,35,34,2,6,6,5,3,5,7,6,6,2,0,1,2,1,1,55,10,1
Kay Yu,,,,0,20,14,37,21,11,14,2,7,5,4,2,6,4,8,3,3,3,1,2,2,1,34,23,1
Nicola Serianni,,,,,0,35,18,29,5,4,21,6,4,2,7,7,3,5,5,4,1,2,0,0,1,21,31,1
Wendi Barish,,,,,,0,17,24,9,3,21,10,3,3,7,8,4,2,7,3,1,2,1,0,1,26,24,1
Henry Mcgregor Sias,,,,,,,0,18,8,7,3,4,4,2,1,2,4,6,4,0,0,1,2,0,0,33,16,1
Cateria R Mccabe,,,,,,,,0,1,0,18,3,3,0,4,3,2,0,2,2,1,1,0,0,0,18,21,1
James C Crumlish,,,,,,,,,0,32,2,6,3,6,2,3,2,1,4,3,0,1,0,1,1,32,4,1
Chris Hall,,,,,,,,,,0,1,4,3,4,1,3,1,2,2,1,0,0,0,1,1,28,4,1
Janine D Momasso,,,,,,,,,,,0,6,3,0,5,2,1,2,2,3,0,1,0,0,0,12,14,1
Carmella Jacquinto,,,,,,,,,,,,0,5,4,6,3,5,2,1,5,0,2,4,2,1,8,13,1
Laurie Dow,,,,,,,,,,,,,1,2,5,5,2,1,2,0,3,1,3,1,1,7,11,1
Joshua Roberts,,,,,,,,,,,,,,1,2,2,4,0,1,1,5,4,2,1,1,9,6,1
Beth Grossman,,,,,,,,,,,,,,,0,4,2,0,4,3,2,2,1,0,0,3,14,1
Vicki Markovitz,,,,,,,,,,,,,,,,0,1,1,5,1,2,0,2,1,1,5,10,1
Leon Goodman,,,,,,,,,,,,,,,,,0,1,1,5,2,2,2,1,1,7,7,1
James F Berardinelli,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,0,5,6,1
Kendra Mccrae,,,,,,,,,,,,,,,,,,,0,2,0,0,1,0,0,8,5,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,0,1,0,1,2,0,2,7,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,2,6,1
Craig Levin,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,6,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,4,1
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,1
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1
Total,103,80,70,60,57,55,51,43,41,35,28,23,19,18,17,16,15,14,14,10,9,7,6,4,3,81,64,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,2
,Joshua Roberts,Anthony Kyriakakis,Carmella Jacquinto,Cateria R Mccabe,Sherman Toppin,Henry Mcgregor Sias,James C Crumlish,Jennifer Schultz,Tiffany Palmer,Nicola Serianni,Janine D Momasso,Kay Yu,Chris Hall,Craig Levin,Leon Goodman,Wendi Barish,Gregory Weyer,Kendra Mccrae,Laurie Dow,Terri M Booker,Vicki Markovitz,Beth Grossman,James F Berardinelli,Jon Marshall,Robert Trimble,David H Conroy,Theresa Brunson,2
Joshua Roberts,0,13,12,12,12,11,2,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,3,2
Anthony Kyriakakis,,0,11,12,12,11,4,1,3,1,1,3,1,1,1,0,0,0,1,1,0,0,0,0,0,14,1,2
Carmella Jacquinto,,,1,11,11,11,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,10,2,2
Cateria R Mccabe,,,,0,12,11,1,2,2,2,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,11,1,2
Sherman Toppin,,,,,0,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,2
Henry Mcgregor Sias,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2
James C Crumlish,,,,,,,0,1,2,0,0,2,2,1,1,0,0,1,1,1,1,0,0,0,0,4,1,2
Jennifer Schultz,,,,,,,,0,3,3,2,1,0,1,0,2,1,0,0,1,0,0,0,0,0,1,3,2
Tiffany Palmer,,,,,,,,,0,3,2,3,1,0,1,2,1,0,1,1,0,0,0,0,0,2,2,2
Nicola Serianni,,,,,,,,,,0,3,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,3,2
Janine D Momasso,,,,,,,,,,,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2
Kay Yu,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,2,1,2
Chris Hall,,,,,,,,,,,,,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,2
Craig Levin,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
Leon Goodman,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,2,2
Wendi Barish,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,2
Gregory Weyer,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,2
Kendra Mccrae,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,2
Laurie Dow,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,2
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,2
Beth Grossman,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,18,16,14,14,12,11,5,5,5,4,3,3,2,2,2,2,1,1,1,1,1,0,0,0,0,16,7,2
