col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,District Council 5th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Darrell L Clarke,Joshua Roberts,Wendi Barish,Jennifer Schultz,Anthony Kyriakakis,James C Crumlish,Tiffany Palmer,Carmella Jacquinto,Henry Mcgregor Sias,Nicola Serianni,Kay Yu,Kendra Mccrae,Jon Marshall,Craig Levin,Leon Goodman,Beth Grossman,Cateria R Mccabe,Sherman Toppin,Chris Hall,Terri M Booker,Vicki Markovitz,Laurie Dow,Janine D Momasso,James F Berardinelli,Robert Trimble,Gregory Weyer,All
Darrell L Clarke,180,464,421,404,382,329,306,331,281,217,198,192,162,161,148,153,138,108,115,108,100,92,87,45,28,26,All
Joshua Roberts,,14,235,103,225,248,36,227,201,39,24,28,98,95,52,20,19,33,21,35,12,21,10,12,13,5,All
Wendi Barish,,,6,139,273,233,136,233,216,135,82,77,23,33,47,73,65,43,35,30,42,42,41,28,8,8,All
Jennifer Schultz,,,,21,86,68,160,63,68,154,99,96,102,101,56,89,85,26,34,33,62,54,51,14,13,9,All
Anthony Kyriakakis,,,,,3,283,182,236,254,72,113,49,10,14,44,29,45,43,98,19,14,12,19,35,5,6,All
James C Crumlish,,,,,,2,103,209,183,55,53,33,36,38,43,22,10,20,91,23,13,13,5,12,13,3,All
Tiffany Palmer,,,,,,,3,69,103,130,144,108,15,19,55,55,94,42,108,42,34,33,38,32,7,11,All
Carmella Jacquinto,,,,,,,,3,202,49,39,73,9,23,47,33,39,47,20,44,29,20,25,3,7,7,All
Henry Mcgregor Sias,,,,,,,,,2,47,90,28,5,10,10,15,54,32,17,10,8,6,8,8,3,5,All
Nicola Serianni,,,,,,,,,,2,63,67,35,26,34,66,79,36,21,30,43,29,46,22,9,6,All
