col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Judge Of The Superior Court - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Joshua Roberts,Jennifer Schultz,Cateria R Mccabe,Carmella Jacquinto,Anthony Kyriakakis,Sherman Toppin,Craig Levin,Tiffany Palmer,Henry Mcgregor Sias,Jon Marshall,Wendi Barish,Kendra Mccrae,Leon Goodman,Terri M Booker,Laurie Dow,Kay Yu,James C Crumlish,Nicola Serianni,Beth Grossman,Janine D Momasso,Chris Hall,Vicki Markovitz,James F Berardinelli,Robert Trimble,Gregory Weyer,All
Daniel D Mccaffery,70,607,180,630,354,336,340,319,305,249,216,272,218,166,154,147,136,124,121,140,118,118,88,86,69,62,50,20,All
Amanda Green-hawkins,,37,146,473,270,347,323,284,288,157,217,247,150,185,166,135,133,116,131,106,116,96,117,72,69,54,40,29,All
Beth Tarasi,,,43,164,249,70,66,48,39,122,101,37,118,103,69,44,47,48,63,62,82,63,34,46,36,28,24,10,All
Joshua Roberts,,,,8,160,242,239,227,258,163,53,219,141,81,53,59,59,39,27,78,55,50,17,26,22,25,25,9,All
Jennifer Schultz,,,,,9,84,66,45,35,162,133,40,151,130,72,47,49,51,67,58,109,60,55,33,45,17,27,9,All
Cateria R Mccabe,,,,,,1,227,245,259,22,93,227,32,64,75,59,42,34,47,17,60,28,65,19,21,11,11,4,All
Carmella Jacquinto,,,,,,,5,219,217,56,59,201,19,72,77,44,49,53,51,64,28,31,53,24,26,24,15,9,All
Anthony Kyriakakis,,,,,,,,2,240,13,71,216,18,29,28,30,19,21,44,47,26,12,26,38,9,11,9,3,All
Sherman Toppin,,,,,,,,,0,27,26,219,25,23,32,41,32,22,26,15,13,12,23,16,11,12,9,9,All
Craig Levin,,,,,,,,,,11,44,12,126,51,28,38,37,39,15,72,43,36,31,14,19,25,11,10,All
Tiffany Palmer,,,,,,,,,,,3,49,40,121,92,50,74,51,107,47,80,67,51,58,37,32,19,12,All
Henry Mcgregor Sias,,,,,,,,,,,,1,18,27,22,19,15,19,44,11,21,18,12,9,16,17,4,8,All
Jon Marshall,,,,,,,,,,,,,6,32,33,47,30,16,13,35,37,29,5,20,13,8,15,9,All
Wendi Barish,,,,,,,,,,,,,,1,60,43,51,55,82,50,76,50,50,14,32,27,14,4,All
Kendra Mccrae,,,,,,,,,,,,,,,3,69,74,45,44,27,37,38,43,38,29,13,22,8,All
Leon Goodman,,,,,,,,,,,,,,,,3,71,40,24,34,24,34,37,28,15,14,17,16,All
Terri M Booker,,,,,,,,,,,,,,,,,3,48,42,24,21,31,27,38,21,10,16,12,All
Laurie Dow,,,,,,,,,,,,,,,,,,11,40,32,28,35,36,16,18,25,13,11,All
Kay Yu,,,,,,,,,,,,,,,,,,,3,20,38,35,28,28,22,24,11,8,All
James C Crumlish,,,,,,,,,,,,,,,,,,,,4,35,19,27,46,11,23,23,3,All
Nicola Serianni,,,,,,,,,,,,,,,,,,,,,2,41,41,16,29,13,9,2,All
Beth Grossman,,,,,,,,,,,,,,,,,,,,,,1,25,26,36,16,12,13,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,1,5,20,25,4,7,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,,0,6,12,25,6,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,,0,11,7,3,All
