col_1,col_2,col_3,col_4,col_5,col_6,division
,Judge Of The Superior Court - Democrat,,,District Council 3rd District - Democrat,,All
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Jamie Gauthier,Jannie L Blackwell,All
Daniel D Mccaffery,28,607,180,620,602,All
Amanda Green-hawkins,,25,146,502,445,All
Beth Tarasi,,,45,221,207,All
Jamie Gauthier,,,,170,0,All
Jannie L Blackwell,,,,,227,All
Total,"1,321","1,032",490,"1,075","1,060",All
,District Council 3rd District - Democrat,,Judge Of The Superior Court - Democrat,,,1
,Jamie Gauthier,Jannie L Blackwell,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,1
Jamie Gauthier,18,0,69,67,39,1
Jannie L Blackwell,,4,41,34,6,1
Daniel D Mccaffery,,,1,63,16,1
Amanda Green-hawkins,,,,3,25,1
Beth Tarasi,,,,,1,1
Total,126,53,116,108,47,1
,District Council 3rd District - Democrat,,Judge Of The Superior Court - Democrat,,,2
,Jannie L Blackwell,Jamie Gauthier,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,2
Jannie L Blackwell,18,0,33,29,7,2
Jamie Gauthier,,3,13,14,8,2
Daniel D Mccaffery,,,3,24,5,2
Amanda Green-hawkins,,,,2,3,2
Beth Tarasi,,,,,8,2
Total,66,33,55,49,25,2
,District Council 3rd District - Democrat,,Judge Of The Superior Court - Democrat,,,3
,Jamie Gauthier,Jannie L Blackwell,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,3
Jamie Gauthier,15,0,70,68,30,3
Jannie L Blackwell,,9,33,30,10,3
Daniel D Mccaffery,,,4,58,16,3
Amanda Green-hawkins,,,,1,20,3
Beth Tarasi,,,,,1,3
Total,120,56,112,104,41,3
,Judge Of The Superior Court - Democrat,,,District Council 3rd District - Democrat,,4
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Jamie Gauthier,Jannie L Blackwell,4
Daniel D Mccaffery,2,32,14,39,34,4
Amanda Green-hawkins,,0,8,31,23,4
Beth Tarasi,,,0,10,11,4
Jamie Gauthier,,,,9,0,4
Jannie L Blackwell,,,,,17,4
Total,79,56,23,63,61,4
,Judge Of The Superior Court - Democrat,,,District Council 3rd District - Democrat,,5
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Jamie Gauthier,Jannie L Blackwell,5
Daniel D Mccaffery,0,15,5,19,15,5
Amanda Green-hawkins,,1,7,17,13,5
Beth Tarasi,,,4,10,7,5
Jamie Gauthier,,,,3,0,5
Jannie L Blackwell,,,,,6,5
Total,35,33,22,34,31,5
,Judge Of The Superior Court - Democrat,,,District Council 3rd District - Democrat,,6
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Jannie L Blackwell,Jamie Gauthier,6
Daniel D Mccaffery,1,60,11,51,42,6
Amanda Green-hawkins,,1,5,36,27,6
Beth Tarasi,,,1,7,14,6
Jannie L Blackwell,,,,13,0,6
Jamie Gauthier,,,,,11,6
Total,106,75,23,73,64,6
,Judge Of The Superior Court - Democrat,,,District Council 3rd District - Democrat,,7
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Jamie Gauthier,Jannie L Blackwell,7
Daniel D Mccaffery,3,49,10,44,44,7
Amanda Green-hawkins,,3,9,37,33,7
Beth Tarasi,,,2,14,16,7
Jamie Gauthier,,,,14,0,7
Jannie L Blackwell,,,,,16,7
Total,92,75,33,76,76,7
,Judge Of The Superior Court - Democrat,,,District Council 3rd District - Democrat,,8
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Jannie L Blackwell,Jamie Gauthier,8
Daniel D Mccaffery,1,28,9,34,18,8
Amanda Green-hawkins,,1,6,30,14,8
Beth Tarasi,,,0,14,5,8
Jannie L Blackwell,,,,5,0,8
Jamie Gauthier,,,,,7,8
Total,55,45,21,54,32,8
,Judge Of The Superior Court - Democrat,,,District Council 3rd District - Democrat,,9
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Jannie L Blackwell,Jamie Gauthier,9
Daniel D Mccaffery,1,22,5,25,27,9
Amanda Green-hawkins,,1,5,18,19,9
Beth Tarasi,,,2,13,5,9
Jannie L Blackwell,,,,8,0,9
Jamie Gauthier,,,,,4,9
Total,53,38,20,46,41,9
,Judge Of The Superior Court - Democrat,,,District Council 3rd District - Democrat,,10
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Jannie L Blackwell,Jamie Gauthier,10
Daniel D Mccaffery,2,18,10,23,18,10
Amanda Green-hawkins,,3,3,17,14,10
Beth Tarasi,,,0,7,8,10
Jannie L Blackwell,,,,11,0,10
Jamie Gauthier,,,,,5,10
Total,44,35,15,42,31,10
,District Council 3rd District - Democrat,,Judge Of The Superior Court - Democrat,,,11
,Jamie Gauthier,Jannie L Blackwell,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,11
Jamie Gauthier,28,0,47,35,16,11
Jannie L Blackwell,,23,35,24,17,11
Daniel D Mccaffery,,,1,30,16,11
Amanda Green-hawkins,,,,0,9,11
Beth Tarasi,,,,,8,11
Total,99,75,86,62,43,11
,District Council 3rd District - Democrat,,Judge Of The Superior Court - Democrat,,,12
,Jannie L Blackwell,Jamie Gauthier,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,12
Jannie L Blackwell,11,0,26,16,10,12
Jamie Gauthier,,8,13,8,6,12
Daniel D Mccaffery,,,0,15,7,12
Amanda Green-hawkins,,,,1,2,12
Beth Tarasi,,,,,2,12
Total,49,28,42,28,18,12
,District Council 3rd District - Democrat,,Judge Of The Superior Court - Democrat,,,13
,Jannie L Blackwell,Jamie Gauthier,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,13
Jannie L Blackwell,13,0,21,17,17,13
Jamie Gauthier,,6,25,20,7,13
Daniel D Mccaffery,,,2,18,9,13
Amanda Green-hawkins,,,,1,8,13
Beth Tarasi,,,,,4,13
Total,50,42,49,38,29,13
,Judge Of The Superior Court - Democrat,,,District Council 3rd District - Democrat,,14
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Jannie L Blackwell,Jamie Gauthier,14
Daniel D Mccaffery,2,27,7,35,29,14
Amanda Green-hawkins,,1,4,24,18,14
Beth Tarasi,,,3,8,7,14
Jannie L Blackwell,,,,9,0,14
Jamie Gauthier,,,,,8,14
Total,70,46,19,54,50,14
,Judge Of The Superior Court - Democrat,,,District Council 3rd District - Democrat,,15
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Jannie L Blackwell,Jamie Gauthier,15
Daniel D Mccaffery,2,51,6,40,28,15
Amanda Green-hawkins,,1,8,33,28,15
Beth Tarasi,,,3,10,6,15
Jannie L Blackwell,,,,10,0,15
Jamie Gauthier,,,,,5,15
Total,80,71,20,60,45,15
,Judge Of The Superior Court - Democrat,,,District Council 3rd District - Democrat,,16
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Jannie L Blackwell,Jamie Gauthier,16
Daniel D Mccaffery,2,32,6,34,27,16
Amanda Green-hawkins,,3,3,19,19,16
Beth Tarasi,,,3,12,3,16
Jannie L Blackwell,,,,13,0,16
Jamie Gauthier,,,,,9,16
Total,69,47,18,58,43,16
,Judge Of The Superior Court - Democrat,,,District Council 3rd District - Democrat,,17
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Jamie Gauthier,Jannie L Blackwell,17
Daniel D Mccaffery,1,38,14,56,34,17
Amanda Green-hawkins,,1,9,38,22,17
Beth Tarasi,,,0,20,11,17
Jamie Gauthier,,,,11,0,17
Jannie L Blackwell,,,,,7,17
Total,95,64,32,88,54,17
,District Council 3rd District - Democrat,,Judge Of The Superior Court - Democrat,,,18
,Jannie L Blackwell,Jamie Gauthier,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,18
Jannie L Blackwell,34,0,44,27,24,18
Jamie Gauthier,,6,36,28,13,18
Daniel D Mccaffery,,,0,27,14,18
Amanda Green-hawkins,,,,1,12,18
