col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Dennis Lee,Marwan Kreidie,Annette Thompson,Lewis Harris Jr,Carla Cain,Robin Trent,Jen Devor,Luigi Borda,Warren Bloom,Moira Bohannon,Joshua Roberts,Jennifer Schultz,Carmella Jacquinto,Leon Goodman,Cateria R Mccabe,Craig Levin,Anthony Kyriakakis,Jon Marshall,Sherman Toppin,Nicola Serianni,Kendra Mccrae,Tiffany Palmer,Terri M Booker,James C Crumlish,Laurie Dow,Wendi Barish,Janine D Momasso,Henry Mcgregor Sias,Beth Grossman,Kay Yu,Chris Hall,James F Berardinelli,Vicki Markovitz,Robert Trimble,Gregory Weyer,All
Omar Sabir,75,309,120,77,63,42,16,15,9,2,5,4,4,512,235,279,237,229,194,229,179,185,145,137,119,123,135,95,92,102,140,69,59,45,36,36,25,15,All
Lisa Deeley,,17,22,15,37,19,5,2,7,3,1,0,1,330,153,202,115,151,86,185,77,121,105,43,35,42,98,36,48,29,119,29,22,20,10,17,15,7,All
Kahlil Williams,,,18,24,11,30,15,12,7,17,3,8,2,73,73,59,82,77,60,42,49,46,55,93,108,86,35,69,58,49,24,49,59,39,34,24,15,10,All
Dennis Lee,,,,42,5,4,4,9,7,2,4,3,0,40,30,65,79,62,34,56,16,42,31,48,38,47,23,48,39,72,9,25,21,11,11,8,18,16,All
Marwan Kreidie,,,,,12,4,4,1,5,0,3,1,1,89,127,16,20,15,79,10,79,8,34,17,15,10,39,11,32,12,5,7,7,11,4,6,14,2,All
Annette Thompson,,,,,,5,4,3,5,2,0,2,2,29,51,28,40,24,24,13,29,18,25,42,41,36,9,26,27,22,8,32,24,19,11,14,7,6,All
Lewis Harris Jr,,,,,,,2,1,3,4,0,0,1,22,16,11,16,10,13,7,14,16,12,16,17,28,3,16,14,10,9,13,11,15,9,7,7,5,All
Carla Cain,,,,,,,,0,0,1,1,0,4,10,17,15,11,11,12,5,7,10,9,13,13,14,15,17,17,15,5,9,5,5,14,7,2,0,All
Robin Trent,,,,,,,,,0,0,2,1,2,7,19,9,11,11,7,5,9,9,18,16,21,17,5,17,9,7,1,16,7,7,3,6,2,2,All
Jen Devor,,,,,,,,,,0,0,0,0,6,13,5,3,10,1,7,1,1,9,6,19,3,3,5,13,11,7,5,12,4,8,0,1,1,All
Luigi Borda,,,,,,,,,,,0,0,1,2,12,4,2,6,3,4,3,2,9,5,9,1,12,4,7,4,3,5,6,7,2,0,4,0,All
