col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,division
,City Commissioners - Democrat,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Lisa Deeley,Omar Sabir,Kahlil Williams,Marwan Kreidie,Annette Thompson,Dennis Lee,Carla Cain,Warren Bloom,Luigi Borda,Jen Devor,Robin Trent,Lewis Harris Jr,Moira Bohannon,Helen Gym,Allan Domb,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Adrián Rivera-reyes,Deja Lynn Alvarez,Willie Floyd Singletary,Eryn Santamoor,Justin Diberardinis,Erika Almirón,Ogbonna Paul Hagins,Beth Finn,Joseph A Diorio,Sandra Dungee Glenn,Fareed Abdullah,Fernando Treviño,Billy Thompson,Hena Veit,Asa Khalif,Mark Ross,Latrice Y Bryant,Bobbie Curry,Ethelind Baylor,Edwin Santana,Wayne Allen,Vinny Black,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,All
Lisa Deeley,23,75,25,24,30,13,18,10,11,7,10,3,5,177,205,133,125,104,60,67,37,52,51,34,21,37,30,33,13,19,18,29,12,20,16,19,12,10,13,13,5,7,1,All
Omar Sabir,,18,36,46,7,11,8,3,0,1,1,5,1,136,80,101,53,73,77,67,71,19,20,24,47,8,12,16,32,17,17,11,28,6,8,4,7,6,7,7,6,2,1,All
Kahlil Williams,,,5,6,10,7,0,6,4,10,4,1,4,67,56,53,31,42,28,26,23,30,19,23,9,16,6,11,21,13,11,6,22,11,14,3,8,4,7,7,2,3,0,All
Marwan Kreidie,,,,5,4,3,1,3,4,2,1,1,1,69,23,16,16,13,62,48,36,12,7,10,34,10,9,2,3,17,9,9,2,4,4,2,6,5,1,3,3,2,1,All
Annette Thompson,,,,,0,3,8,6,2,0,4,2,2,36,36,30,23,14,18,17,13,11,14,13,3,12,6,15,9,4,10,12,10,6,14,7,4,2,8,10,1,4,1,All
Dennis Lee,,,,,,0,0,2,4,1,3,2,3,27,21,19,16,8,14,9,7,9,7,9,4,8,10,10,6,3,16,6,2,6,5,4,6,3,4,3,4,1,0,All
Carla Cain,,,,,,,1,0,1,4,1,0,0,19,15,9,15,13,10,9,4,5,8,6,4,10,8,8,1,3,7,7,5,2,6,3,1,1,4,4,3,0,0,All
Warren Bloom,,,,,,,,0,2,3,2,1,1,21,29,8,7,9,9,3,3,10,12,6,1,8,7,5,1,4,6,3,1,5,3,4,3,4,0,1,1,1,0,All
