col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Judge Of The Superior Court - Democrat,,,City Commissioners - Democrat,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Omar Sabir,Lisa Deeley,Kahlil Williams,Jen Devor,Marwan Kreidie,Annette Thompson,Dennis Lee,Luigi Borda,Carla Cain,Moira Bohannon,Robin Trent,Warren Bloom,Lewis Harris Jr,All
Daniel D Mccaffery,"9,041","46,352","18,562","52,297","45,198","32,264","13,957","14,716","8,755","8,005","7,380","5,658","2,817","3,017","2,728","2,597",All
Amanda Green-hawkins,,"2,164","16,063","34,371","28,825","24,633","13,174","8,484","7,878","5,821","4,252","5,538","2,757","2,780","1,598","1,869",All
Beth Tarasi,,,"2,198","13,059","13,436","10,011","5,385","10,354","5,196","2,545","3,039","3,519","2,261","1,870","1,187",940,All
Omar Sabir,,,,"3,085","26,745","8,202",557,"4,945","2,641","2,900",787,"1,224",390,581,515,659,All
Lisa Deeley,,,,,"1,663","5,421","1,436","3,383","3,516","1,258","1,947","1,568",672,589,453,282,All
Kahlil Williams,,,,,,"1,544","14,512","3,007","2,290","2,124","1,386","1,171",790,821,490,797,All
Jen Devor,,,,,,,386,"1,016",409,302,"1,640",723,581,228,123,198,All
Marwan Kreidie,,,,,,,,812,543,656,"1,195",552,470,447,245,93,All
Annette Thompson,,,,,,,,,342,418,344,"1,053",435,487,285,298,All
Dennis Lee,,,,,,,,,,412,504,744,143,316,306,276,All
Luigi Borda,,,,,,,,,,,584,461,273,163,217,98,All
Carla Cain,,,,,,,,,,,,185,439,316,151,161,All
Moira Bohannon,,,,,,,,,,,,,63,212,85,66,All
Robin Trent,,,,,,,,,,,,,,65,153,141,All
Warren Bloom,,,,,,,,,,,,,,,104,168,All
Lewis Harris Jr,,,,,,,,,,,,,,,,104,All
Total,"127,354","81,956","44,654","70,651","60,485","47,961","23,293","22,839","14,106","11,362","11,110","9,367","4,886","4,787","3,671","3,644",All
