col_1,col_2,col_3,col_4,col_5,col_6,division
,Mayor - Democrat,,,Judge Of The Municipal Court - Democrat,,All
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,David H Conroy,Theresa Brunson,All
Jim Kenney,334,0,0,853,482,All
Anthony Hardy Williams,,94,0,107,152,All
Alan Butkovitz,,,23,27,38,All
David H Conroy,,,,15,0,All
Theresa Brunson,,,,,17,All
Total,"1,669",353,88,"1,002",689,All
,Mayor - Democrat,,,Judge Of The Municipal Court - Democrat,,1
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,David H Conroy,Theresa Brunson,1
Jim Kenney,18,0,0,48,23,1
Anthony Hardy Williams,,1,0,6,4,1
Alan Butkovitz,,,2,1,2,1
David H Conroy,,,,2,0,1
Theresa Brunson,,,,,0,1
Total,89,11,5,57,29,1
,Mayor - Democrat,,,Judge Of The Municipal Court - Democrat,,2
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,David H Conroy,Theresa Brunson,2
Jim Kenney,29,0,0,126,51,2
Anthony Hardy Williams,,3,0,3,4,2
Alan Butkovitz,,,3,3,2,2
David H Conroy,,,,3,0,2
Theresa Brunson,,,,,2,2
Total,206,10,8,135,59,2
,Mayor - Democrat,,,Judge Of The Municipal Court - Democrat,,3
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,David H Conroy,Theresa Brunson,3
Jim Kenney,3,0,0,5,5,3
Anthony Hardy Williams,,1,0,0,0,3
Alan Butkovitz,,,0,0,0,3
David H Conroy,,,,0,0,3
Theresa Brunson,,,,,0,3
Total,13,1,0,5,5,3
,Mayor - Democrat,,,Judge Of The Municipal Court - Democrat,,4
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Theresa Brunson,David H Conroy,4
Jim Kenney,20,0,0,14,19,4
Anthony Hardy Williams,,10,0,23,7,4
Alan Butkovitz,,,2,1,0,4
Theresa Brunson,,,,0,0,4
David H Conroy,,,,,1,4
Total,53,40,3,38,27,4
,Mayor - Democrat,,,Judge Of The Municipal Court - Democrat,,5
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Theresa Brunson,David H Conroy,5
Jim Kenney,22,0,0,34,33,5
Anthony Hardy Williams,,2,0,11,2,5
Alan Butkovitz,,,0,0,0,5
Theresa Brunson,,,,0,0,5
David H Conroy,,,,,1,5
Total,89,15,0,45,36,5
,Mayor - Democrat,,,Judge Of The Municipal Court - Democrat,,6
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,David H Conroy,Theresa Brunson,6
Jim Kenney,15,0,0,30,24,6
Anthony Hardy Williams,,3,0,3,5,6
Alan Butkovitz,,,1,3,1,6
David H Conroy,,,,1,0,6
Theresa Brunson,,,,,2,6
Total,69,11,5,37,32,6
,Mayor - Democrat,,,Judge Of The Municipal Court - Democrat,,7
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,David H Conroy,Theresa Brunson,7
Jim Kenney,16,0,0,94,29,7
Anthony Hardy Williams,,4,0,11,5,7
Alan Butkovitz,,,1,2,0,7
David H Conroy,,,,3,0,7
Theresa Brunson,,,,,0,7
Total,139,20,3,110,34,7
,Mayor - Democrat,,,Judge Of The Municipal Court - Democrat,,8
,Jim Kenney,Alan Butkovitz,Anthony Hardy Williams,David H Conroy,Theresa Brunson,8
Jim Kenney,3,0,0,14,1,8
Alan Butkovitz,,0,0,0,0,8
Anthony Hardy Williams,,,0,0,0,8
David H Conroy,,,,0,0,8
Theresa Brunson,,,,,0,8
Total,18,0,0,14,1,8
,Mayor - Democrat,,,Judge Of The Municipal Court - Democrat,,9
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,David H Conroy,Theresa Brunson,9
Jim Kenney,7,0,0,28,8,9
Anthony Hardy Williams,,1,0,0,1,9
Alan Butkovitz,,,1,0,0,9
David H Conroy,,,,0,0,9
Theresa Brunson,,,,,0,9
Total,43,2,1,28,9,9
,Mayor - Democrat,,,Judge Of The Municipal Court - Democrat,,10
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,David H Conroy,Theresa Brunson,10
Jim Kenney,8,0,0,43,22,10
Anthony Hardy Williams,,3,0,5,2,10
Alan Butkovitz,,,0,1,2,10
David H Conroy,,,,0,0,10
Theresa Brunson,,,,,2,10
Total,73,10,3,49,28,10
,Mayor - Democrat,,,Judge Of The Municipal Court - Democrat,,11
,Jim Kenney,Alan Butkovitz,Anthony Hardy Williams,David H Conroy,Theresa Brunson,11
Jim Kenney,2,0,0,5,5,11
Alan Butkovitz,,0,0,1,0,11
Anthony Hardy Williams,,,0,0,0,11
David H Conroy,,,,0,0,11
Theresa Brunson,,,,,0,11
Total,12,1,0,6,5,11
