col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,All
,Helen Gym,Allan Domb,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Eryn Santamoor,Willie Floyd Singletary,Erika Almirón,Ogbonna Paul Hagins,Justin Diberardinis,Beth Finn,Sandra Dungee Glenn,Fernando Treviño,Latrice Y Bryant,Fareed Abdullah,Asa Khalif,Billy Thompson,Vinny Black,Ethelind Baylor,Joseph A Diorio,Wayne Allen,Edwin Santana,Mark Ross,Hena Veit,Bobbie Curry,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,All
Helen Gym,33,414,404,332,300,218,175,138,150,145,134,120,81,78,62,48,44,44,46,28,69,28,21,17,18,28,8,8,14,0,433,384,122,All
Allan Domb,,29,493,424,331,74,60,195,51,73,19,62,58,71,27,38,62,49,39,40,18,42,28,19,29,13,22,19,13,0,247,410,81,All
Isaiah Thomas,,,16,449,350,73,58,151,54,116,24,81,46,76,33,59,70,71,35,23,75,21,23,17,23,16,6,19,12,0,301,364,74,All
Derek S Green,,,,7,323,46,39,147,37,49,9,60,34,46,16,33,51,39,23,24,22,12,25,9,23,2,12,6,7,0,173,408,53,All
Katherine Gilmore Richardson,,,,,2,38,27,159,21,63,11,35,46,50,27,40,18,25,18,21,11,14,13,11,12,16,13,7,11,0,150,293,41,All
Adrián Rivera-reyes,,,,,,13,187,44,151,58,132,19,31,24,77,28,24,27,20,6,8,24,15,28,4,18,10,5,5,0,287,108,77,All
Deja Lynn Alvarez,,,,,,,12,44,149,37,116,9,23,16,50,21,18,19,12,11,6,15,6,11,9,10,14,8,1,0,207,77,89,All
Eryn Santamoor,,,,,,,,3,17,46,11,45,38,33,36,23,12,21,11,18,6,12,8,9,12,15,11,8,5,0,121,158,39,All
Willie Floyd Singletary,,,,,,,,,10,14,115,7,16,13,14,21,19,14,22,12,3,13,8,5,7,7,9,5,6,0,180,69,64,All
Erika Almirón,,,,,,,,,,9,5,50,34,36,42,26,17,19,8,10,46,7,10,13,6,4,10,7,3,0,134,68,27,All
Ogbonna Paul Hagins,,,,,,,,,,,3,5,5,7,3,8,6,6,12,5,6,8,1,2,1,7,1,1,0,0,114,42,34,All
Justin Diberardinis,,,,,,,,,,,,0,15,8,8,5,5,6,9,8,39,11,3,3,4,2,4,4,5,0,52,72,15,All
Beth Finn,,,,,,,,,,,,,1,30,22,12,8,11,11,11,5,9,13,10,14,14,10,8,5,0,88,41,31,All
Sandra Dungee Glenn,,,,,,,,,,,,,,1,7,18,12,19,8,8,9,13,5,7,7,7,3,1,2,0,85,42,24,All
Fernando Treviño,,,,,,,,,,,,,,,0,10,10,14,12,5,0,7,10,25,2,10,6,4,2,0,75,34,25,All
Latrice Y Bryant,,,,,,,,,,,,,,,,0,21,25,6,13,10,8,12,11,5,9,9,4,4,0,79,26,28,All
Fareed Abdullah,,,,,,,,,,,,,,,,,5,35,12,8,9,3,10,4,5,3,3,3,3,0,80,26,19,All
Asa Khalif,,,,,,,,,,,,,,,,,,5,6,7,3,4,7,4,3,4,4,3,2,0,80,21,21,All
Billy Thompson,,,,,,,,,,,,,,,,,,,2,6,2,13,5,4,11,9,3,2,6,0,51,28,17,All
Vinny Black,,,,,,,,,,,,,,,,,,,,6,0,12,7,8,10,9,7,3,2,0,39,39,14,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,3,0,1,1,1,3,1,3,1,0,37,22,13,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,1,5,2,8,6,4,5,2,0,36,30,13,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,3,8,7,0,6,3,6,0,44,15,9,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,4,2,1,0,33,15,10,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8,1,3,0,32,17,11,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,2,0,33,13,14,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,0,25,13,13,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,14,9,13,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18,5,9,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Tracey Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,0,All
Ronald R Donatucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,All
Jacque P Whaumbush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,All
Total,"1,059",873,866,700,533,508,400,357,335,282,198,175,173,172,151,142,141,136,106,103,100,86,76,69,65,62,53,39,38,0,969,846,304,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,1
,Helen Gym,Allan Domb,Adrián Rivera-reyes,Isaiah Thomas,Katherine Gilmore Richardson,Deja Lynn Alvarez,Derek S Green,Eryn Santamoor,Beth Finn,Justin Diberardinis,Latrice Y Bryant,Erika Almirón,Willie Floyd Singletary,Fernando Treviño,Sandra Dungee Glenn,Asa Khalif,Joseph A Diorio,Vinny Black,Fareed Abdullah,Ogbonna Paul Hagins,Hena Veit,Billy Thompson,Ethelind Baylor,Mark Ross,Edwin Santana,Wayne Allen,Devon Cade,Bobbie Curry,Sherrie Cohen,Wayne Edmund Dorsey,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,1
Helen Gym,1,11,13,12,13,9,11,6,8,10,5,7,6,3,5,2,5,1,2,4,2,2,2,1,1,1,0,0,0,0,21,17,4,1
Allan Domb,,2,4,11,13,5,15,9,4,3,4,2,3,1,1,4,3,1,1,1,0,1,0,1,1,0,0,0,0,0,7,19,2,1
Adrián Rivera-reyes,,,0,2,2,9,0,2,4,4,3,4,4,5,0,2,3,0,1,4,0,1,0,0,1,0,0,0,0,0,10,8,4,1
Isaiah Thomas,,,,0,12,4,15,5,3,5,4,3,2,1,3,3,0,0,5,0,3,1,1,1,0,0,1,0,0,0,9,12,1,1
Katherine Gilmore Richardson,,,,,0,3,13,9,5,3,3,2,0,0,4,1,1,0,0,0,3,1,2,1,0,1,1,0,0,0,10,13,1,1
Deja Lynn Alvarez,,,,,,0,2,3,5,1,0,3,4,5,2,1,2,1,2,4,2,1,0,0,0,0,1,0,0,0,12,3,6,1
Derek S Green,,,,,,,0,8,3,3,3,1,2,0,2,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,7,13,3,1
Eryn Santamoor,,,,,,,,1,3,2,4,1,1,0,3,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,6,9,2,1
Beth Finn,,,,,,,,,0,3,1,4,1,2,5,1,1,1,0,1,1,1,1,2,0,0,0,0,0,0,9,2,4,1
Justin Diberardinis,,,,,,,,,,0,0,4,2,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,5,5,1,1
Latrice Y Bryant,,,,,,,,,,,0,2,3,1,1,2,2,2,3,0,1,1,0,0,2,1,0,0,0,0,7,4,1,1
Erika Almirón,,,,,,,,,,,,0,0,0,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,9,0,0,1
Willie Floyd Singletary,,,,,,,,,,,,,1,0,1,2,1,1,1,3,0,2,0,0,0,1,0,0,0,0,4,4,3,1
Fernando Treviño,,,,,,,,,,,,,,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,2,2,3,1
Sandra Dungee Glenn,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,7,1,1,1
Asa Khalif,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1
Joseph A Diorio,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,5,0,1
Vinny Black,,,,,,,,,,,,,,,,,,2,0,0,1,0,0,0,1,1,0,0,0,0,2,2,1,1
