col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Helen Gym,Allan Domb,Isaiah Thomas,Derek S Green,Adrián Rivera-reyes,Katherine Gilmore Richardson,Deja Lynn Alvarez,Erika Almirón,Willie Floyd Singletary,Eryn Santamoor,Mark Ross,Ogbonna Paul Hagins,Sandra Dungee Glenn,Justin Diberardinis,Fareed Abdullah,Asa Khalif,Latrice Y Bryant,Beth Finn,Ethelind Baylor,Fernando Treviño,Edwin Santana,Billy Thompson,Hena Veit,Joseph A Diorio,Vinny Black,Wayne Allen,Bobbie Curry,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Rochelle Bilal,Jewell Williams,Malika Rahman,Larry King Sr,All
Helen Gym,10,95,112,103,107,68,83,89,51,61,22,52,46,63,26,31,21,26,37,16,10,20,12,5,5,5,4,3,2,1,174,69,91,5,All
Allan Domb,,10,111,119,31,88,18,12,14,42,25,7,32,24,24,20,10,13,10,12,10,6,12,6,7,6,6,4,1,0,59,115,30,9,All
Isaiah Thomas,,,1,136,29,99,23,34,11,19,16,10,22,35,30,29,18,12,27,8,7,11,5,7,4,5,4,8,3,1,68,104,45,6,All
Derek S Green,,,,2,27,100,23,30,8,32,20,7,29,24,20,21,20,11,14,4,15,8,2,4,4,5,2,1,1,0,71,104,37,5,All
Adrián Rivera-reyes,,,,,5,24,73,43,57,33,16,45,11,20,7,11,11,23,7,22,4,8,10,5,2,0,5,3,1,0,121,23,53,3,All
Katherine Gilmore Richardson,,,,,,0,16,30,6,23,12,7,34,16,16,14,13,18,8,9,7,6,9,3,5,1,2,2,2,0,50,83,29,6,All
Deja Lynn Alvarez,,,,,,,2,34,46,22,12,40,8,12,7,6,10,11,11,11,5,5,7,1,5,2,3,2,1,0,75,15,53,3,All
Erika Almirón,,,,,,,,0,6,17,3,4,23,30,6,10,10,16,21,9,2,5,4,1,2,3,3,2,0,0,58,13,37,1,All
Willie Floyd Singletary,,,,,,,,,2,6,10,40,2,1,4,4,6,3,2,6,1,3,4,2,7,2,3,2,1,0,58,23,29,3,All
Eryn Santamoor,,,,,,,,,,1,16,6,15,22,16,2,22,18,8,14,15,3,9,4,5,1,2,1,1,0,59,20,28,1,All
Mark Ross,,,,,,,,,,,18,4,9,2,14,8,21,7,2,6,17,4,5,6,5,4,1,2,2,0,39,34,12,4,All
Ogbonna Paul Hagins,,,,,,,,,,,,3,2,3,7,4,7,2,4,4,1,7,4,3,1,0,1,0,1,1,44,11,29,1,All
Sandra Dungee Glenn,,,,,,,,,,,,,0,4,9,7,13,12,6,2,5,3,6,0,1,1,0,1,1,0,33,25,18,2,All
Justin Diberardinis,,,,,,,,,,,,,,1,5,5,2,9,17,6,1,2,1,2,0,0,0,0,0,0,47,12,15,1,All
Fareed Abdullah,,,,,,,,,,,,,,,0,27,16,6,5,4,17,2,1,1,2,5,0,2,1,0,30,22,21,2,All
Asa Khalif,,,,,,,,,,,,,,,,1,9,3,3,4,4,4,3,2,3,2,1,0,0,0,25,22,18,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,0,10,5,6,18,1,6,3,3,3,0,1,2,1,35,22,12,0,All
Beth Finn,,,,,,,,,,,,,,,,,,0,3,9,3,1,5,1,3,1,3,0,2,0,27,9,18,1,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,0,0,3,2,2,0,2,2,1,1,0,1,32,6,10,1,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,,1,2,1,1,4,1,1,3,1,0,0,17,8,16,1,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,1,1,0,0,1,19,11,9,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,1,0,2,1,0,10,14,5,3,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,2,2,0,0,15,13,5,1,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,1,1,1,2,12,6,2,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,1,3,1,6,6,4,3,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,8,3,3,2,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,5,4,3,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,3,2,2,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,5,1,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,All
Jewell Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,All
Malika Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,All
Larry King Sr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,All
Total,377,251,243,238,215,181,154,119,118,116,116,89,85,84,79,70,70,61,53,46,41,36,35,23,23,17,15,13,10,2,334,244,185,29,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,1
,Helen Gym,Adrián Rivera-reyes,Isaiah Thomas,Eryn Santamoor,Katherine Gilmore Richardson,Deja Lynn Alvarez,Derek S Green,Justin Diberardinis,Erika Almirón,Allan Domb,Beth Finn,Sandra Dungee Glenn,Ogbonna Paul Hagins,Ethelind Baylor,Mark Ross,Willie Floyd Singletary,Asa Khalif,Fareed Abdullah,Fernando Treviño,Hena Veit,Latrice Y Bryant,Joseph A Diorio,Billy Thompson,Edwin Santana,Vinny Black,Devon Cade,Wayne Edmund Dorsey,Bobbie Curry,Sherrie Cohen,Wayne Allen,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,1
Helen Gym,0,26,24,23,15,17,15,18,20,13,11,12,7,8,3,6,2,3,4,3,1,1,1,1,0,1,0,0,0,0,36,18,4,1,1
Adrián Rivera-reyes,,1,8,11,8,14,6,8,11,8,9,3,6,1,2,6,1,0,5,1,1,0,0,0,0,0,0,0,0,0,21,12,0,0,1
Isaiah Thomas,,,1,7,8,4,14,10,10,6,4,3,2,6,4,2,4,2,2,0,2,1,1,0,0,1,0,0,0,0,23,7,1,1,1
Eryn Santamoor,,,,0,11,6,7,10,5,12,5,4,3,4,1,0,0,1,2,3,0,0,1,0,0,0,0,0,0,0,20,5,3,0,1
Katherine Gilmore Richardson,,,,,0,3,7,7,4,5,7,5,1,0,3,0,1,1,2,2,2,1,0,1,0,0,1,0,0,0,16,5,3,0,1
Deja Lynn Alvarez,,,,,,1,3,3,6,2,2,2,6,0,1,5,2,1,2,1,0,1,0,0,1,0,0,0,0,0,14,6,1,0,1
Derek S Green,,,,,,,0,6,4,4,2,4,2,2,1,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,18,3,1,0,1
Justin Diberardinis,,,,,,,,0,8,6,3,0,1,6,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,1
Erika Almirón,,,,,,,,,0,0,6,3,0,6,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,13,9,0,0,1
Allan Domb,,,,,,,,,,0,3,4,1,2,2,0,2,2,1,0,0,1,0,1,0,1,0,0,0,0,11,4,3,1,1
Beth Finn,,,,,,,,,,,0,5,0,1,1,0,0,1,1,2,3,0,0,0,1,0,0,0,0,0,7,8,1,0,1
Sandra Dungee Glenn,,,,,,,,,,,,0,1,1,0,1,0,2,0,1,2,0,0,2,0,0,0,0,0,0,7,5,4,0,1
Ogbonna Paul Hagins,,,,,,,,,,,,,0,1,0,5,1,2,0,1,1,0,1,1,0,0,0,0,0,0,5,5,0,0,1
Ethelind Baylor,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,1
