col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Lisa Deeley,Omar Sabir,Kahlil Williams,Marwan Kreidie,Annette Thompson,Jen Devor,Luigi Borda,Dennis Lee,Carla Cain,Robin Trent,Moira Bohannon,Warren Bloom,Lewis Harris Jr,Joshua Roberts,Jennifer Schultz,Wendi Barish,James C Crumlish,Carmella Jacquinto,Beth Grossman,Anthony Kyriakakis,Craig Levin,Nicola Serianni,Tiffany Palmer,Vicki Markovitz,Cateria R Mccabe,Jon Marshall,Laurie Dow,James F Berardinelli,Kendra Mccrae,Leon Goodman,Sherman Toppin,Chris Hall,Kay Yu,Terri M Booker,Janine D Momasso,Robert Trimble,Henry Mcgregor Sias,Gregory Weyer,All
Lisa Deeley,88,526,85,86,108,43,58,57,40,32,27,19,5,670,535,497,484,486,375,399,293,244,167,222,189,166,165,131,168,141,151,88,73,96,106,55,54,26,All
Omar Sabir,,13,52,39,18,7,10,14,7,2,5,2,4,465,200,306,325,409,86,280,139,124,76,62,110,70,35,40,52,77,163,33,40,69,38,32,39,19,All
Kahlil Williams,,,13,19,27,64,10,13,6,10,8,5,8,83,103,109,112,70,100,113,62,65,128,60,56,33,46,49,55,49,34,76,54,39,27,18,30,18,All
Marwan Kreidie,,,,11,6,4,12,6,16,4,4,4,0,117,175,58,59,23,42,39,107,51,33,20,32,82,23,22,34,28,15,23,22,12,14,19,18,6,All
Annette Thompson,,,,,3,7,4,6,24,7,6,8,5,47,127,91,46,43,109,35,41,66,73,73,51,37,54,31,42,33,15,30,26,42,45,13,9,9,All
Jen Devor,,,,,,0,8,8,12,3,11,4,8,30,68,71,70,43,65,75,26,42,93,35,34,7,36,26,25,18,10,54,34,23,21,10,16,11,All
Luigi Borda,,,,,,,3,11,8,6,6,10,2,43,59,42,52,22,59,49,31,39,27,20,24,24,19,41,23,29,10,23,24,14,27,14,9,6,All
Dennis Lee,,,,,,,,2,4,10,2,14,7,48,59,38,47,14,55,31,41,45,35,27,22,33,22,40,23,32,22,33,15,15,14,26,18,12,All
Carla Cain,,,,,,,,,0,4,6,3,3,23,76,54,22,21,54,24,31,44,46,39,36,15,35,21,22,19,11,19,25,17,22,11,6,4,All
Robin Trent,,,,,,,,,,2,7,4,3,22,38,33,19,16,31,25,23,25,27,22,19,13,24,17,18,16,12,10,13,14,14,10,11,7,All
Moira Bohannon,,,,,,,,,,,1,4,3,12,49,31,29,27,34,18,20,32,26,26,17,9,30,16,29,8,7,12,21,13,13,8,7,4,All
Warren Bloom,,,,,,,,,,,,0,6,18,17,20,19,7,26,21,15,15,15,18,14,15,10,25,5,26,14,11,18,14,12,17,5,10,All
Lewis Harris Jr,,,,,,,,,,,,,0,15,15,13,11,13,18,8,14,10,21,12,16,11,12,14,11,14,5,6,9,17,9,5,7,7,All
Joshua Roberts,,,,,,,,,,,,,,22,238,352,399,342,151,347,229,131,74,82,131,156,73,49,84,103,162,44,32,67,30,34,50,14,All
