col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Joshua Roberts,Anthony Kyriakakis,Jennifer Schultz,Carmella Jacquinto,Craig Levin,Cateria R Mccabe,Tiffany Palmer,Beth Grossman,James C Crumlish,Sherman Toppin,Leon Goodman,Wendi Barish,Jon Marshall,Kendra Mccrae,Nicola Serianni,Kay Yu,Vicki Markovitz,Terri M Booker,Henry Mcgregor Sias,Laurie Dow,Janine D Momasso,James F Berardinelli,Chris Hall,Robert Trimble,Gregory Weyer,All
Jim Kenney,103,0,0,400,251,238,210,127,140,123,104,110,111,82,94,104,84,84,93,63,65,86,51,47,36,49,23,20,All
Anthony Hardy Williams,,56,0,169,95,109,96,65,59,74,49,37,51,67,41,46,65,42,28,28,61,30,23,28,16,23,20,12,All
Alan Butkovitz,,,53,112,86,80,47,64,37,40,73,51,29,34,48,20,15,33,22,50,14,18,21,19,39,16,18,2,All
Joshua Roberts,,,,11,405,149,315,131,149,66,90,116,146,79,54,103,56,62,45,57,60,109,21,22,33,29,21,18,All
Anthony Kyriakakis,,,,,1,62,297,44,144,69,62,102,123,49,45,19,44,32,53,25,19,109,19,28,33,43,13,7,All
Jennifer Schultz,,,,,,7,67,143,46,89,90,61,23,45,90,101,50,82,50,62,38,9,32,32,18,21,15,5,All
Carmella Jacquinto,,,,,,,1,32,125,55,47,54,113,42,44,20,54,29,35,30,39,87,26,30,14,15,14,10,All
Craig Levin,,,,,,,,1,14,41,62,48,19,58,42,84,25,48,14,38,20,3,19,16,21,16,9,7,All
Cateria R Mccabe,,,,,,,,,0,53,33,35,113,33,35,18,40,31,34,20,25,89,17,31,12,7,9,5,All
Tiffany Palmer,,,,,,,,,,2,60,55,27,56,62,21,70,43,49,45,59,14,40,23,27,44,13,8,All
Beth Grossman,,,,,,,,,,,1,38,10,48,72,16,40,50,31,65,32,13,35,27,31,21,8,8,All
James C Crumlish,,,,,,,,,,,,2,27,39,37,32,23,31,24,13,23,15,13,8,22,36,12,4,All
Sherman Toppin,,,,,,,,,,,,,0,27,16,11,28,13,11,17,19,86,10,10,9,10,7,6,All
Leon Goodman,,,,,,,,,,,,,,0,32,28,50,21,34,26,56,11,29,19,15,25,20,7,All
Wendi Barish,,,,,,,,,,,,,,,0,18,39,57,27,41,25,8,30,21,18,15,9,2,All
Jon Marshall,,,,,,,,,,,,,,,,1,15,33,15,10,17,3,6,8,7,7,9,5,All
Kendra Mccrae,,,,,,,,,,,,,,,,,0,22,31,16,45,5,23,30,12,17,12,4,All
Nicola Serianni,,,,,,,,,,,,,,,,,,0,25,40,16,12,18,19,18,15,11,8,All
Kay Yu,,,,,,,,,,,,,,,,,,,0,28,22,13,20,16,14,18,6,10,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,0,22,10,20,20,21,6,12,7,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,0,4,21,14,5,21,16,4,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,0,5,8,14,7,8,6,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,0,18,11,13,10,8,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,0,13,7,8,1,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,0,11,15,7,All
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,9,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,833,423,303,797,539,443,428,262,245,243,235,214,197,187,185,172,167,161,145,145,143,139,100,95,93,92,61,36,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Mayor - Democrat,,,1
,Joshua Roberts,Carmella Jacquinto,Jennifer Schultz,Anthony Kyriakakis,Craig Levin,Cateria R Mccabe,Sherman Toppin,Tiffany Palmer,James C Crumlish,Leon Goodman,Jon Marshall,Terri M Booker,Vicki Markovitz,Kay Yu,Henry Mcgregor Sias,Kendra Mccrae,Robert Trimble,Beth Grossman,Chris Hall,Nicola Serianni,Laurie Dow,Janine D Momasso,Wendi Barish,Gregory Weyer,James F Berardinelli,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,1
Joshua Roberts,0,21,12,20,10,11,9,4,7,5,7,5,4,4,7,2,3,4,1,3,3,0,2,0,1,13,16,5,1
Carmella Jacquinto,,0,8,17,3,9,10,3,4,6,3,3,3,2,7,5,3,1,2,2,2,3,3,1,1,11,13,2,1
Jennifer Schultz,,,0,5,12,1,3,5,7,4,7,4,8,4,1,4,3,2,3,4,1,3,1,0,0,13,9,4,1
Anthony Kyriakakis,,,,0,2,11,7,6,5,4,2,2,1,6,8,2,2,2,4,1,1,0,1,0,1,8,10,3,1
Craig Levin,,,,,0,1,1,3,4,3,6,2,4,1,0,1,0,2,0,4,1,0,0,0,0,5,9,1,1
Cateria R Mccabe,,,,,,0,6,3,1,0,2,1,0,3,7,1,0,2,0,0,1,0,0,0,0,3,7,0,1
