col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Sheriff - Democrat,,,,All
,Tiffany Palmer,Anthony Kyriakakis,Kay Yu,Leon Goodman,Cateria R Mccabe,Henry Mcgregor Sias,Chris Hall,Jennifer Schultz,James C Crumlish,Wendi Barish,James F Berardinelli,Beth Grossman,Nicola Serianni,Carmella Jacquinto,Vicki Markovitz,Joshua Roberts,Kendra Mccrae,Craig Levin,Laurie Dow,Terri M Booker,Janine D Momasso,Jon Marshall,Sherman Toppin,Robert Trimble,Gregory Weyer,Rochelle Bilal,Malika Rahman,Jewell Williams,Larry King Sr,All
Tiffany Palmer,24,"2,390","1,772","1,261","1,198","1,265","1,018",598,683,558,294,252,229,173,214,88,168,133,163,122,89,36,51,18,19,"2,007",498,172,49,All
Anthony Kyriakakis,,9,"1,704","1,236","1,134","1,248",993,499,698,462,279,191,167,139,178,97,116,118,83,72,31,30,41,27,13,"1,851",467,137,44,All
Kay Yu,,,10,"1,021","1,038","1,119",561,453,275,249,148,109,132,109,92,42,109,61,74,66,47,15,17,9,16,"1,534",245,83,23,All
Leon Goodman,,,,3,983,919,216,118,178,178,101,84,41,75,124,74,80,63,52,88,38,25,45,14,15,"1,174",146,107,19,All
Cateria R Mccabe,,,,,3,865,172,185,102,143,81,70,95,79,29,32,88,33,52,51,79,16,34,10,6,"1,163",105,56,17,All
Henry Mcgregor Sias,,,,,,3,214,157,128,187,69,29,51,38,98,26,21,24,19,16,21,8,13,5,11,"1,143",128,30,10,All
Chris Hall,,,,,,,27,327,581,205,186,128,72,77,72,48,87,66,79,66,21,15,23,23,5,637,322,89,46,All
Jennifer Schultz,,,,,,,,10,124,256,78,166,167,85,90,113,99,126,88,65,61,82,28,17,5,565,184,73,38,All
James C Crumlish,,,,,,,,,10,199,142,109,71,88,56,104,63,78,55,49,12,33,17,24,4,407,282,84,39,All
Wendi Barish,,,,,,,,,,2,103,194,163,91,180,53,88,76,107,60,70,34,22,16,5,430,174,84,28,All
James F Berardinelli,,,,,,,,,,,8,85,47,32,47,36,32,43,44,21,24,14,13,17,6,217,98,59,37,All
