col_1,col_2,col_3,col_4,col_5,division
,District Council 8th District - Democrat,,Judge Of The Municipal Court - Democrat,,All
,Cindy Bass,Tonya Bah,David H Conroy,Theresa Brunson,All
Cindy Bass,314,0,616,519,All
Tonya Bah,,4,4,4,All
David H Conroy,,,125,0,All
Theresa Brunson,,,,98,All
Total,"1,449",12,745,621,All
,District Council 8th District - Democrat,,Judge Of The Municipal Court - Democrat,,1
,Cindy Bass,Tonya Bah,Theresa Brunson,David H Conroy,1
Cindy Bass,4,0,22,13,1
Tonya Bah,,0,0,1,1
Theresa Brunson,,,3,0,1
David H Conroy,,,,1,1
Total,39,1,25,15,1
,District Council 8th District - Democrat,,Judge Of The Municipal Court - Democrat,,2
,Cindy Bass,Tonya Bah,David H Conroy,Theresa Brunson,2
Cindy Bass,15,0,37,29,2
Tonya Bah,,1,0,0,2
David H Conroy,,,10,0,2
Theresa Brunson,,,,7,2
Total,81,1,47,36,2
,District Council 8th District - Democrat,,Judge Of The Municipal Court - Democrat,,3
,Cindy Bass,Tonya Bah,David H Conroy,Theresa Brunson,3
Cindy Bass,15,0,42,14,3
Tonya Bah,,0,0,0,3
David H Conroy,,,12,0,3
Theresa Brunson,,,,0,3
Total,71,0,54,14,3
,District Council 8th District - Democrat,,Judge Of The Municipal Court - Democrat,,4
,Cindy Bass,Tonya Bah,Theresa Brunson,David H Conroy,4
Cindy Bass,9,0,12,5,4
Tonya Bah,,0,0,0,4
Theresa Brunson,,,2,0,4
David H Conroy,,,,4,4
Total,26,0,14,9,4
,District Council 8th District - Democrat,,Judge Of The Municipal Court - Democrat,,5
,Cindy Bass,Tonya Bah,Theresa Brunson,David H Conroy,5
Cindy Bass,13,0,22,12,5
Tonya Bah,,0,1,0,5
Theresa Brunson,,,2,0,5
David H Conroy,,,,1,5
Total,47,1,25,13,5
,District Council 8th District - Democrat,,Judge Of The Municipal Court - Democrat,,6
,Cindy Bass,Tonya Bah,Theresa Brunson,David H Conroy,6
Cindy Bass,7,0,26,13,6
Tonya Bah,,0,0,0,6
Theresa Brunson,,,7,0,6
David H Conroy,,,,3,6
Total,46,0,33,16,6
,District Council 8th District - Democrat,,Judge Of The Municipal Court - Democrat,,7
,Cindy Bass,Tonya Bah,David H Conroy,Theresa Brunson,7
Cindy Bass,12,0,54,38,7
Tonya Bah,,0,1,0,7
David H Conroy,,,4,0,7
Theresa Brunson,,,,3,7
Total,104,1,59,41,7
,District Council 8th District - Democrat,,Judge Of The Municipal Court - Democrat,,8
,Cindy Bass,Tonya Bah,Theresa Brunson,David H Conroy,8
Cindy Bass,24,0,51,26,8
Tonya Bah,,0,0,0,8
Theresa Brunson,,,8,0,8
David H Conroy,,,,3,8
Total,101,0,59,29,8
,District Council 8th District - Democrat,,Judge Of The Municipal Court - Democrat,,9
,Cindy Bass,Tonya Bah,David H Conroy,Theresa Brunson,9
Cindy Bass,18,0,47,37,9
Tonya Bah,,0,1,0,9
David H Conroy,,,15,0,9
Theresa Brunson,,,,9,9
Total,102,1,63,46,9
,District Council 8th District - Democrat,,Judge Of The Municipal Court - Democrat,,10
,Cindy Bass,Tonya Bah,David H Conroy,Theresa Brunson,10
Cindy Bass,11,0,22,24,10
Tonya Bah,,0,0,0,10
David H Conroy,,,9,0,10
Theresa Brunson,,,,4,10
Total,57,0,31,28,10
,District Council 8th District - Democrat,,Judge Of The Municipal Court - Democrat,,11
,Cindy Bass,Tonya Bah,David H Conroy,Theresa Brunson,11
Cindy Bass,19,0,66,25,11
Tonya Bah,,1,0,0,11
David H Conroy,,,7,0,11
Theresa Brunson,,,,3,11
Total,110,1,73,28,11
,District Council 8th District - Democrat,,Judge Of The Municipal Court - Democrat,,12
,Cindy Bass,Tonya Bah,David H Conroy,Theresa Brunson,12
Cindy Bass,10,0,19,20,12
Tonya Bah,,0,1,0,12
David H Conroy,,,7,0,12
Theresa Brunson,,,,7,12
Total,49,1,27,27,12
,District Council 8th District - Democrat,,Judge Of The Municipal Court - Democrat,,13
,Cindy Bass,Tonya Bah,David H Conroy,Theresa Brunson,13
Cindy Bass,26,0,35,26,13
Tonya Bah,,0,0,0,13
David H Conroy,,,10,0,13
Theresa Brunson,,,,9,13
Total,87,0,45,35,13
,District Council 8th District - Democrat,,Judge Of The Municipal Court - Democrat,,14
,Cindy Bass,Tonya Bah,Theresa Brunson,David H Conroy,14
Cindy Bass,18,0,29,18,14
Tonya Bah,,1,1,0,14
Theresa Brunson,,,7,0,14
David H Conroy,,,,6,14
Total,65,2,37,24,14
,District Council 8th District - Democrat,,Judge Of The Municipal Court - Democrat,,15
,Cindy Bass,Tonya Bah,Theresa Brunson,David H Conroy,15
Cindy Bass,10,0,27,14,15
Tonya Bah,,1,1,0,15
Theresa Brunson,,,2,0,15
David H Conroy,,,,2,15
Total,51,2,30,16,15
,District Council 8th District - Democrat,,Judge Of The Municipal Court - Democrat,,16
,Cindy Bass,Tonya Bah,Theresa Brunson,David H Conroy,16
Cindy Bass,24,0,27,20,16
Tonya Bah,,0,0,0,16
Theresa Brunson,,,9,0,16
David H Conroy,,,,5,16
Total,71,0,36,25,16
,District Council 8th District - Democrat,,Judge Of The Municipal Court - Democrat,,17
,Cindy Bass,Tonya Bah,David H Conroy,Theresa Brunson,17
Cindy Bass,12,0,28,21,17
Tonya Bah,,0,0,0,17
David H Conroy,,,3,0,17
Theresa Brunson,,,,2,17
Total,61,0,31,23,17
,District Council 8th District - Democrat,,Judge Of The Municipal Court - Democrat,,18
,Cindy Bass,Tonya Bah,Theresa Brunson,David H Conroy,18
Cindy Bass,18,0,30,18,18
Tonya Bah,,0,0,0,18
Theresa Brunson,,,5,0,18
David H Conroy,,,,4,18
Total,66,0,35,22,18
,District Council 8th District - Democrat,,Judge Of The Municipal Court - Democrat,,19
,Cindy Bass,Tonya Bah,David H Conroy,Theresa Brunson,19
Cindy Bass,15,0,64,14,19
Tonya Bah,,0,0,1,19
David H Conroy,,,12,0,19
Theresa Brunson,,,,4,19
