col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,division
,District Council 5th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Darrell L Clarke,Isaiah Thomas,Allan Domb,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Justin Diberardinis,Deja Lynn Alvarez,Willie Floyd Singletary,Ogbonna Paul Hagins,Fareed Abdullah,Eryn Santamoor,Asa Khalif,Sandra Dungee Glenn,Latrice Y Bryant,Billy Thompson,Beth Finn,Fernando Treviño,Erika Almirón,Joseph A Diorio,Ethelind Baylor,Wayne Allen,Bobbie Curry,Devon Cade,Mark Ross,Edwin Santana,Hena Veit,Vinny Black,Wayne Edmund Dorsey,Sherrie Cohen,All
Darrell L Clarke,76,268,238,221,222,191,150,141,135,123,73,61,56,43,32,39,26,25,27,22,25,20,18,20,18,20,16,15,13,10,0,All
Isaiah Thomas,,16,170,85,190,160,20,131,18,26,6,31,28,17,17,25,12,8,6,10,10,12,10,7,12,10,5,5,2,4,0,All
Allan Domb,,,7,76,168,141,16,117,16,10,9,23,35,13,13,11,10,6,5,8,8,6,4,1,7,7,3,2,6,2,0,All
Helen Gym,,,,7,76,51,69,33,60,62,57,16,21,12,19,13,10,10,10,16,7,12,3,7,7,4,2,3,8,1,0,All
Derek S Green,,,,,2,140,13,124,8,12,5,23,23,15,16,13,5,6,8,7,5,10,2,4,4,3,4,1,2,1,0,All
Katherine Gilmore Richardson,,,,,,3,12,106,12,13,6,8,23,6,21,16,6,11,5,14,5,6,6,8,7,7,1,4,1,5,0,All
Adrián Rivera-reyes,,,,,,,4,8,66,70,56,7,7,6,5,5,3,6,10,2,7,1,3,3,0,1,3,4,1,1,0,All
Justin Diberardinis,,,,,,,,1,3,3,6,5,4,5,3,10,1,4,4,2,3,11,0,2,4,3,0,1,3,2,0,All
Deja Lynn Alvarez,,,,,,,,,0,59,53,9,11,9,6,8,7,7,10,3,8,1,4,3,6,4,4,3,3,1,0,All
Willie Floyd Singletary,,,,,,,,,,1,52,9,5,9,1,5,6,5,5,1,6,3,4,6,3,6,3,1,2,2,0,All
Ogbonna Paul Hagins,,,,,,,,,,,3,7,6,2,2,4,2,2,2,1,3,0,0,1,0,0,0,0,0,1,0,All
Fareed Abdullah,,,,,,,,,,,,1,9,20,6,13,4,2,2,1,3,3,4,2,3,3,1,1,2,1,0,All
Eryn Santamoor,,,,,,,,,,,,,0,2,4,4,4,2,5,3,4,0,1,4,2,2,2,2,3,1,0,All
Asa Khalif,,,,,,,,,,,,,,1,6,6,2,2,3,3,1,3,1,1,3,1,3,1,1,1,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,,,0,6,4,5,2,7,3,2,2,2,0,2,0,3,1,1,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,0,4,4,4,5,4,1,1,2,4,2,1,0,2,1,0,All
Billy Thompson,,,,,,,,,,,,,,,,,0,1,3,2,3,2,3,2,2,4,2,2,2,1,0,All
Beth Finn,,,,,,,,,,,,,,,,,,1,2,6,2,1,0,2,2,1,1,3,2,0,0,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,0,1,3,0,1,1,2,3,5,0,1,1,0,All
Erika Almirón,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,0,1,0,2,1,1,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,1,2,2,1,0,0,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,1,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,3,2,1,3,1,1,0,1,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,3,4,1,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,3,1,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,741,328,277,262,248,218,162,160,148,132,88,69,63,47,45,44,31,30,30,28,28,26,24,22,21,21,18,15,14,13,1,All
,District Council 5th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
