col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Helen Gym,Allan Domb,Eryn Santamoor,Justin Diberardinis,Derek S Green,Erika Almirón,Katherine Gilmore Richardson,Adrián Rivera-reyes,Isaiah Thomas,Deja Lynn Alvarez,Beth Finn,Fernando Treviño,Sandra Dungee Glenn,Ethelind Baylor,Ogbonna Paul Hagins,Willie Floyd Singletary,Asa Khalif,Hena Veit,Latrice Y Bryant,Joseph A Diorio,Fareed Abdullah,Billy Thompson,Mark Ross,Edwin Santana,Bobbie Curry,Wayne Allen,Vinny Black,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Tiffany Palmer,Anthony Kyriakakis,Kay Yu,Henry Mcgregor Sias,Craig Levin,Jennifer Schultz,James C Crumlish,Chris Hall,Wendi Barish,Beth Grossman,Vicki Markovitz,Leon Goodman,Nicola Serianni,Joshua Roberts,James F Berardinelli,Carmella Jacquinto,Cateria R Mccabe,Laurie Dow,Kendra Mccrae,Janine D Momasso,Terri M Booker,Jon Marshall,Sherman Toppin,Robert Trimble,Gregory Weyer,All
Helen Gym,27,"2,473","2,735","2,518","1,975","1,339",900,722,621,480,503,516,270,264,164,111,114,109,77,67,84,66,46,40,44,35,28,42,13,0,"3,199","2,985","2,351","1,791","1,443","1,473","1,323","1,319","1,054",651,529,523,627,482,453,431,446,284,313,219,172,159,69,56,29,All
Allan Domb,,66,"2,195","1,914","1,699",367,467,251,361,153,287,248,167,53,47,46,51,55,37,91,51,66,66,38,40,35,44,38,21,0,"2,138","2,217","1,605","1,385","1,341",828,845,825,773,581,612,585,267,368,383,289,194,172,123,114,113,81,51,59,29,All
Eryn Santamoor,,,5,"2,027","1,768",730,758,365,319,198,299,454,143,56,45,27,32,58,58,27,32,37,29,27,25,27,21,20,7,0,"2,539","2,530","1,878","1,575","1,074",911,"1,029","1,040",767,465,524,487,291,316,343,284,201,186,167,92,99,68,39,46,14,All
Justin Diberardinis,,,,7,"1,678",684,339,374,548,190,214,203,99,187,40,15,34,25,32,52,33,25,34,21,19,15,21,17,3,0,"2,345","2,280","1,779","1,560",983,882,748,787,715,330,426,443,357,262,376,230,275,131,121,132,77,51,32,39,22,All
Derek S Green,,,,,1,387,390,193,389,156,120,105,79,56,27,18,43,12,21,19,34,33,12,18,12,15,8,10,10,0,"1,901","1,896","1,446","1,330",798,611,662,675,518,259,349,450,183,233,267,199,161,92,102,60,76,50,47,24,9,All
Erika Almirón,,,,,,1,444,287,331,199,215,271,127,196,32,5,49,39,46,7,18,11,7,21,16,7,3,6,4,0,"1,188",988,735,454,301,550,559,555,439,205,156,112,340,93,119,146,262,104,146,138,68,28,18,13,9,All
Katherine Gilmore Richardson,,,,,,,0,137,152,93,174,274,135,47,33,13,29,37,37,16,26,24,19,21,13,15,6,19,3,0,781,752,456,259,313,319,520,494,333,265,207,120,166,115,92,151,110,124,122,68,66,39,29,20,11,All
Adrián Rivera-reyes,,,,,,,,7,131,339,138,120,55,70,121,83,50,28,30,26,26,26,12,29,13,8,18,8,3,0,602,496,382,267,285,425,337,273,269,167,123,109,205,160,77,134,125,88,120,73,62,95,17,24,17,All
Isaiah Thomas,,,,,,,,,1,62,65,57,82,151,20,25,38,16,19,12,35,29,11,11,6,7,10,16,7,0,648,536,345,328,226,321,229,217,328,127,204,239,182,82,88,98,172,68,74,96,66,29,29,9,14,All
Deja Lynn Alvarez,,,,,,,,,,6,100,67,45,52,113,76,42,36,39,17,16,13,7,19,7,9,11,2,4,0,402,305,248,192,224,295,195,161,214,133,84,60,162,109,44,127,89,79,101,52,53,84,20,19,8,All
Beth Finn,,,,,,,,,,,2,44,116,41,24,12,26,58,44,26,24,30,28,11,23,15,17,6,5,0,367,280,252,120,223,309,180,156,272,272,172,94,167,94,74,109,76,145,118,65,59,32,19,25,14,All
Fernando Treviño,,,,,,,,,,,,1,19,21,18,7,15,11,12,15,27,16,8,20,9,5,10,5,3,0,475,474,274,164,167,152,324,316,158,96,86,73,88,59,63,79,40,43,48,29,23,17,6,19,4,All
Sandra Dungee Glenn,,,,,,,,,,,,,0,25,12,8,30,34,32,24,16,16,8,7,17,6,8,7,4,0,208,135,133,61,137,172,78,77,165,164,108,66,96,42,43,88,77,91,76,66,63,20,16,12,7,All
Ethelind Baylor,,,,,,,,,,,,,,0,11,0,12,14,16,4,9,8,1,5,2,6,1,5,3,0,246,162,156,69,46,165,93,88,118,46,33,31,137,16,36,38,109,32,50,58,33,6,8,3,8,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,2,64,11,9,6,4,9,6,0,7,5,1,4,1,3,0,81,78,53,25,106,112,64,47,59,40,32,28,47,71,9,31,26,24,27,13,16,54,10,6,4,All
Willie Floyd Singletary,,,,,,,,,,,,,,,,2,8,6,10,12,7,15,6,4,5,8,5,4,5,0,37,27,29,13,98,89,34,17,35,37,27,30,28,76,11,19,8,22,10,3,21,73,10,7,7,All
Asa Khalif,,,,,,,,,,,,,,,,,0,18,19,4,35,4,5,8,4,5,6,2,1,0,94,66,80,31,36,69,29,39,59,45,33,27,31,17,18,47,29,29,35,24,32,12,4,1,9,All
Hena Veit,,,,,,,,,,,,,,,,,,0,19,11,9,10,6,5,9,5,9,6,5,0,66,45,49,18,50,94,27,10,71,81,45,26,54,30,13,49,25,43,44,23,15,18,3,5,2,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,0,8,16,8,4,8,5,5,8,8,2,0,78,54,45,21,49,67,24,31,57,57,45,20,44,20,11,44,20,34,48,21,26,8,10,6,3,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,0,6,19,10,6,11,7,16,11,4,0,44,52,31,17,72,45,40,26,41,39,31,31,27,40,48,21,20,18,10,26,15,26,7,9,4,All
Fareed Abdullah,,,,,,,,,,,,,,,,,,,,,1,11,6,9,6,6,7,10,3,0,61,50,60,21,44,59,30,25,41,50,36,27,25,23,15,39,18,28,25,18,18,15,11,6,10,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,,,0,7,7,10,12,6,5,7,0,51,41,28,13,72,50,39,32,42,46,29,38,28,40,22,17,20,23,18,7,24,26,6,15,6,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,0,6,16,9,4,3,5,0,28,30,20,10,63,45,16,22,37,49,37,46,14,28,16,18,3,11,9,5,9,12,1,5,5,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,0,6,9,1,2,2,0,50,50,32,24,32,29,20,20,28,23,20,16,24,10,19,26,8,12,10,7,17,12,7,3,7,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,0,8,4,4,2,0,27,25,21,8,29,39,13,11,31,37,28,22,23,19,13,18,13,11,18,15,17,13,9,4,4,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,7,0,30,29,21,10,32,29,21,24,16,25,18,17,8,18,12,13,7,13,8,6,10,15,1,9,7,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,0,0,28,21,27,12,23,24,18,15,17,25,16,18,12,18,20,6,5,17,12,7,6,15,5,7,5,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,30,24,21,13,24,29,18,24,25,16,17,22,15,18,15,14,9,3,13,6,15,11,2,5,3,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14,14,5,3,18,9,8,4,6,12,3,16,6,10,8,3,7,5,5,1,9,9,2,2,2,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Tiffany Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"3,121","2,263","1,909","1,015","1,053","1,363","1,419",868,422,464,476,437,247,376,337,360,178,219,161,108,44,33,25,21,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"2,200","1,873","1,032",845,"1,397","1,433",762,337,429,479,306,263,405,259,224,105,131,65,59,38,37,32,14,All
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"1,640",801,816,629,686,433,255,239,275,274,203,288,277,246,121,149,82,93,35,31,21,17,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,589,533,372,418,362,98,211,321,173,158,201,162,163,25,48,33,33,11,25,13,12,All
