col_1,col_2,division
,District Council 9th District - Democrat,All
,Cherelle L Parker,All
Cherelle L Parker,"1,248",All
Total,"1,248",All
,District Council 9th District - Democrat,1
,Cherelle L Parker,1
Cherelle L Parker,63,1
Total,63,1
,District Council 9th District - Democrat,2
,Cherelle L Parker,2
Cherelle L Parker,68,2
Total,68,2
,District Council 9th District - Democrat,3
,Cherelle L Parker,3
Cherelle L Parker,61,3
Total,61,3
,District Council 9th District - Democrat,4
,Cherelle L Parker,4
Cherelle L Parker,68,4
Total,68,4
,District Council 9th District - Democrat,5
,Cherelle L Parker,5
Cherelle L Parker,74,5
Total,74,5
,District Council 9th District - Democrat,6
,Cherelle L Parker,6
Cherelle L Parker,16,6
Total,16,6
,District Council 9th District - Democrat,7
,Cherelle L Parker,7
Cherelle L Parker,61,7
Total,61,7
,District Council 9th District - Democrat,8
,Cherelle L Parker,8
Cherelle L Parker,34,8
Total,34,8
,District Council 9th District - Democrat,9
,Cherelle L Parker,9
Cherelle L Parker,41,9
Total,41,9
,District Council 9th District - Democrat,10
,Cherelle L Parker,10
Cherelle L Parker,24,10
Total,24,10
,District Council 9th District - Democrat,11
,Cherelle L Parker,11
Cherelle L Parker,51,11
Total,51,11
,District Council 9th District - Democrat,12
,Cherelle L Parker,12
Cherelle L Parker,68,12
Total,68,12
,District Council 9th District - Democrat,13
,Cherelle L Parker,13
Cherelle L Parker,67,13
Total,67,13
,District Council 9th District - Democrat,14
,Cherelle L Parker,14
Cherelle L Parker,54,14
Total,54,14
,District Council 9th District - Democrat,15
,Cherelle L Parker,15
Cherelle L Parker,68,15
Total,68,15
,District Council 9th District - Democrat,16
,Cherelle L Parker,16
Cherelle L Parker,43,16
Total,43,16
,District Council 9th District - Democrat,17
,Cherelle L Parker,17
Cherelle L Parker,44,17
Total,44,17
,District Council 9th District - Democrat,18
,Cherelle L Parker,18
Cherelle L Parker,72,18
Total,72,18
,District Council 9th District - Democrat,19
,Cherelle L Parker,19
Cherelle L Parker,71,19
Total,71,19
,District Council 9th District - Democrat,20
,Cherelle L Parker,20
Cherelle L Parker,48,20
Total,48,20
,District Council 9th District - Democrat,21
,Cherelle L Parker,21
Cherelle L Parker,58,21
Total,58,21
,District Council 9th District - Democrat,22
,Cherelle L Parker,22
Cherelle L Parker,52,22
Total,52,22
,District Council 9th District - Democrat,23
,Cherelle L Parker,23
Cherelle L Parker,42,23
Total,42,23
