col_1,col_2,col_3,division
,Mayor - Republican,District Council 1st District - Republican,All
,Billy Ciancaglini,Daniel Orsino,All
Billy Ciancaglini,42,243,All
Daniel Orsino,,19,All
Total,285,262,All
,Mayor - Republican,District Council 1st District - Republican,1
,Billy Ciancaglini,Daniel Orsino,1
Billy Ciancaglini,5,25,1
Daniel Orsino,,2,1
Total,30,27,1
,Mayor - Republican,District Council 1st District - Republican,2
,Billy Ciancaglini,Daniel Orsino,2
Billy Ciancaglini,2,4,2
Daniel Orsino,,1,2
Total,6,5,2
,Mayor - Republican,District Council 1st District - Republican,3
,Billy Ciancaglini,Daniel Orsino,3
Billy Ciancaglini,2,12,3
Daniel Orsino,,0,3
Total,14,12,3
,Mayor - Republican,District Council 1st District - Republican,4
,Billy Ciancaglini,Daniel Orsino,4
Billy Ciancaglini,1,10,4
Daniel Orsino,,0,4
Total,11,10,4
,Mayor - Republican,District Council 1st District - Republican,5
,Billy Ciancaglini,Daniel Orsino,5
Billy Ciancaglini,1,8,5
Daniel Orsino,,1,5
Total,9,9,5
,Mayor - Republican,District Council 1st District - Republican,6
,Billy Ciancaglini,Daniel Orsino,6
Billy Ciancaglini,3,15,6
Daniel Orsino,,1,6
Total,18,16,6
,Mayor - Republican,District Council 1st District - Republican,7
,Billy Ciancaglini,Daniel Orsino,7
Billy Ciancaglini,1,13,7
Daniel Orsino,,0,7
Total,14,13,7
,Mayor - Republican,District Council 1st District - Republican,8
,Billy Ciancaglini,Daniel Orsino,8
Billy Ciancaglini,2,9,8
Daniel Orsino,,0,8
Total,11,9,8
,Mayor - Republican,District Council 1st District - Republican,10
,Billy Ciancaglini,Daniel Orsino,10
Billy Ciancaglini,2,6,10
Daniel Orsino,,0,10
Total,8,6,10
,District Council 1st District - Republican,Mayor - Republican,11
,Daniel Orsino,Billy Ciancaglini,11
Daniel Orsino,2,10,11
Billy Ciancaglini,,1,11
Total,12,11,11
,Mayor - Republican,District Council 1st District - Republican,12
,Billy Ciancaglini,Daniel Orsino,12
Billy Ciancaglini,0,7,12
Daniel Orsino,,0,12
Total,7,7,12
,Mayor - Republican,District Council 1st District - Republican,13
,Billy Ciancaglini,Daniel Orsino,13
Billy Ciancaglini,2,4,13
Daniel Orsino,,0,13
Total,6,4,13
,Mayor - Republican,District Council 1st District - Republican,14
,Billy Ciancaglini,Daniel Orsino,14
Billy Ciancaglini,1,9,14
Daniel Orsino,,1,14
Total,10,10,14
,Mayor - Republican,District Council 1st District - Republican,15
,Billy Ciancaglini,Daniel Orsino,15
Billy Ciancaglini,1,19,15
Daniel Orsino,,0,15
Total,20,19,15
,District Council 1st District - Republican,Mayor - Republican,16
,Daniel Orsino,Billy Ciancaglini,16
Daniel Orsino,3,7,16
Billy Ciancaglini,,0,16
Total,10,7,16
,Mayor - Republican,District Council 1st District - Republican,17
,Billy Ciancaglini,Daniel Orsino,17
Billy Ciancaglini,3,10,17
Daniel Orsino,,1,17
Total,13,11,17
,Mayor - Republican,District Council 1st District - Republican,18
,Billy Ciancaglini,Daniel Orsino,18
Billy Ciancaglini,1,7,18
Daniel Orsino,,0,18
Total,8,7,18
,Mayor - Republican,District Council 1st District - Republican,23
,Billy Ciancaglini,Daniel Orsino,23
Billy Ciancaglini,1,10,23
Daniel Orsino,,1,23
Total,11,11,23
,Mayor - Republican,District Council 1st District - Republican,24
,Billy Ciancaglini,Daniel Orsino,24
Billy Ciancaglini,7,12,24
Daniel Orsino,,2,24
Total,19,14,24
,District Council 1st District - Republican,Mayor - Republican,25
,Daniel Orsino,Billy Ciancaglini,25
Daniel Orsino,1,7,25
Billy Ciancaglini,,0,25
Total,8,7,25
,Mayor - Republican,District Council 1st District - Republican,26
,Billy Ciancaglini,Daniel Orsino,26
Billy Ciancaglini,3,8,26
Daniel Orsino,,2,26
Total,11,10,26
,Mayor - Republican,District Council 1st District - Republican,27
,Billy Ciancaglini,Daniel Orsino,27
Billy Ciancaglini,3,31,27
Daniel Orsino,,1,27
Total,34,32,27
