col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Dennis Lee,Carla Cain,Lewis Harris Jr,Luigi Borda,Warren Bloom,Robin Trent,Jen Devor,Moira Bohannon,David H Conroy,Theresa Brunson,All
Omar Sabir,99,372,96,79,24,18,3,15,8,7,9,4,3,490,312,All
Lisa Deeley,,39,19,29,18,8,2,2,2,1,1,0,2,360,145,All
Kahlil Williams,,,34,14,24,6,11,11,2,9,4,4,2,47,150,All
Marwan Kreidie,,,,35,6,3,1,0,4,3,0,1,0,126,70,All
Annette Thompson,,,,,8,3,9,3,2,1,4,2,1,17,79,All
Dennis Lee,,,,,,3,17,1,5,0,0,2,1,17,46,All
Carla Cain,,,,,,,1,1,1,1,0,0,0,6,40,All
Lewis Harris Jr,,,,,,,,1,0,2,0,2,1,10,23,All
Luigi Borda,,,,,,,,,1,0,2,1,0,8,9,All
Warren Bloom,,,,,,,,,,0,0,1,0,7,19,All
Robin Trent,,,,,,,,,,,0,1,0,7,15,All
Jen Devor,,,,,,,,,,,,2,0,7,7,All
Moira Bohannon,,,,,,,,,,,,,0,1,7,All
David H Conroy,,,,,,,,,,,,,,87,0,All
Theresa Brunson,,,,,,,,,,,,,,,43,All
Total,956,587,262,244,117,76,53,41,30,30,24,22,10,745,621,All
,Judge Of The Municipal Court - Democrat,,City Commissioners - Democrat,,,,,,,,,,,,,1
,Theresa Brunson,David H Conroy,Omar Sabir,Lisa Deeley,Marwan Kreidie,Kahlil Williams,Annette Thompson,Warren Bloom,Lewis Harris Jr,Carla Cain,Dennis Lee,Luigi Borda,Moira Bohannon,Jen Devor,Robin Trent,1
Theresa Brunson,2,0,12,6,1,5,4,3,2,1,0,1,0,0,0,1
David H Conroy,,1,8,5,6,0,0,0,0,1,1,0,0,0,0,1
Omar Sabir,,,1,6,1,1,0,2,1,0,0,1,0,0,0,1
Lisa Deeley,,,,1,1,1,2,0,0,1,0,0,0,0,0,1
Marwan Kreidie,,,,,1,0,0,0,0,0,0,0,0,0,0,1
Kahlil Williams,,,,,,1,1,2,1,0,0,0,0,0,0,1
Annette Thompson,,,,,,,0,0,0,0,0,0,0,0,0,1
Warren Bloom,,,,,,,,0,0,0,0,0,0,0,0,1
Lewis Harris Jr,,,,,,,,,0,0,0,0,1,0,0,1
Carla Cain,,,,,,,,,,0,1,0,0,0,0,1
Dennis Lee,,,,,,,,,,,0,0,0,0,0,1
Luigi Borda,,,,,,,,,,,,0,0,0,0,1
Moira Bohannon,,,,,,,,,,,,,0,0,0,1
Jen Devor,,,,,,,,,,,,,,0,0,1
Robin Trent,,,,,,,,,,,,,,,0,1
Total,25,15,23,14,8,7,4,4,3,2,1,1,1,0,0,1
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,2
,Omar Sabir,Lisa Deeley,Annette Thompson,Kahlil Williams,Marwan Kreidie,Lewis Harris Jr,Carla Cain,Dennis Lee,Jen Devor,Warren Bloom,Luigi Borda,Robin Trent,Moira Bohannon,David H Conroy,Theresa Brunson,2
Omar Sabir,5,37,3,5,0,2,0,1,0,0,0,0,0,35,20,2
Lisa Deeley,,4,1,1,1,0,0,0,0,0,0,0,0,36,7,2
Annette Thompson,,,1,1,0,0,1,0,0,0,0,1,0,2,7,2
Kahlil Williams,,,,0,1,0,0,0,0,1,0,0,0,4,5,2
Marwan Kreidie,,,,,0,0,0,0,0,0,1,0,0,2,3,2
Lewis Harris Jr,,,,,,0,0,0,1,0,0,0,0,1,3,2
Carla Cain,,,,,,,0,1,0,0,0,0,0,0,2,2
Dennis Lee,,,,,,,,0,0,0,0,0,0,0,2,2
Jen Devor,,,,,,,,,0,1,0,0,0,1,1,2
Warren Bloom,,,,,,,,,,0,0,0,0,1,1,2
Luigi Borda,,,,,,,,,,,0,0,0,0,0,2
Robin Trent,,,,,,,,,,,,0,0,0,1,2
Moira Bohannon,,,,,,,,,,,,,0,0,0,2
David H Conroy,,,,,,,,,,,,,,1,0,2
Theresa Brunson,,,,,,,,,,,,,,,5,2
Total,62,49,10,9,6,4,2,2,2,2,1,1,0,47,36,2
,City Commissioners - Democrat,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,3
,Omar Sabir,Lisa Deeley,Marwan Kreidie,Kahlil Williams,Annette Thompson,Dennis Lee,Luigi Borda,Carla Cain,Jen Devor,Lewis Harris Jr,Warren Bloom,Moira Bohannon,Robin Trent,David H Conroy,Theresa Brunson,3
Omar Sabir,6,33,2,2,1,3,1,0,1,0,1,0,0,41,6,3
Lisa Deeley,,1,4,1,1,0,0,0,0,1,0,0,0,39,6,3
Marwan Kreidie,,,3,1,1,0,0,0,0,0,0,0,0,8,2,3
Kahlil Williams,,,,0,1,0,0,1,0,0,0,0,0,2,4,3
